Gene = smog
index = 1881
Annotated 5SS: [  153  1865 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136
 21306 21699]
Annotated 3SS: [ 1533 12283 17613 17913 18211 18393 18551 18960 19090 19634 20953 21193
 21677 22022]
SMsplice 5SS: [  153 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136 21306
 21699]
SMsplice 3SS: [12283 17613 17913 18211 18393 18551 18960 19090 19634 20731 21193 21477
 22022]
top_k =  100
Partition function (log Z): 26.587697392626584

Sorted 5' Splice Sites (High to Low Probability):
Position 13267: 0.9996251491249173
Position 18332: 0.9992904729603111
Position 21136: 0.9985311120377616
Position 18475: 0.9983599919338438
Position 19493: 0.9933956682716497
Position 18901: 0.9915506683123614
Position 19030: 0.9910838188423553
Position 17973: 0.9645419057434852
Position 17854: 0.9509988014818574
Position 21306: 0.9395410256956224
Position 21699: 0.7477169372285807
Position 19830: 0.6143177550625403
Position 153: 0.5256125337988105
Position 73: 0.17802566935740222
Position 22276: 0.16119817744936815
Position 1865: 0.15413745725198152
Position 433: 0.14222433959180147
Position 20954: 0.1188337961408577
Position 22291: 0.09862219854535942
Position 17731: 0.025428125864647343
Position 22266: 0.015042847582080422
Position 22484: 0.012455035062169748
Position 22308: 0.011697022046071152
Position 19808: 0.007430431946561397
Position 19814: 0.007131145864108484
Position 21401: 0.004245679810886227
Position 18894: 0.004062960798020768
Position 19789: 0.004025438432920408
Position 18006: 0.0039027660298624274
Position 20135: 0.0033345857587821605
Position 20585: 0.0027977664532777627
Position 18871: 0.0026141134116161916
Position 18008: 0.0013517649453007213
Position 18479: 0.0011537393797727675
Position 21081: 0.0010715552614520016
Position 19500: 0.0009313678100758215
Position 21256: 0.0005477004422776434
Position 19065: 0.00036117339571744975
Position 20078: 0.00028145982386495213
Position 19940: 0.00025256557604693027
Position 20323: 0.00023417768046539984
Position 19399: 0.0002111410904333902
Position 18717: 0.00017405284786588412
Position 18974: 0.0001454158050715855
Position 19283: 0.00012794997615699777
Position 19571: 0.00011759713406430475
Position 18693: 0.00011665165856086168
Position 19267: 0.00010758566278108034
Position 19344: 6.17048742757945e-05
Position 18908: 5.327630815878675e-05
Position 19034: 3.23189334779072e-05
Position 19486: 2.5921446722127556e-05
Position 19012: 2.5072747417334542e-05
Position 18832: 1.599525672412548e-05
Position 18462: 9.25599275099078e-06
Position 19069: 9.088500653844867e-06
Position 18790: 8.180745003063736e-06
Position 18877: 4.973622075426309e-06
Position 18763: 2.157809726802138e-06
Position 18852: 2.0463684599777835e-06
Position 18623: 2.034680682119842e-06
Position 18862: 1.4640806821331033e-06
Position 18767: 1.336888360494591e-06
Position 18823: 1.2367349631983584e-06
Position 18615: 1.1731839774019153e-06
Position 18726: 7.502065485468854e-07
Position 18728: 6.472289153116766e-07
Position 19467: 4.397771041670807e-07
Position 18685: 2.6212054979695075e-07
Position 19505: 2.3528972934255858e-07
Position 19192: 2.1673486540428298e-07
Position 19241: 4.929838096986199e-08
Position 18455: 4.196626956356474e-10
Position 18799: 3.0202192892026146e-11
Position 18482: 2.735253121392728e-11
Position 18507: 1.3748567863731007e-11
Position 18468: 1.01825823828326e-11
Position 18431: 9.810681563571167e-12
Position 18395: 1.930959710088665e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 21193: 0.999799092008802
Position 12283: 0.999625149124916
Position 18393: 0.9993303042419529
Position 18960: 0.9985274724057528
Position 17613: 0.9944862788110874
Position 19090: 0.990253005226945
Position 17913: 0.977339706535257
Position 18551: 0.9602729040795629
Position 22022: 0.9428049798965201
Position 18211: 0.7496662087845735
Position 19634: 0.6839241327084593
Position 21477: 0.5627122437864144
Position 20731: 0.5409286998673272
Position 20946: 0.27296637516394834
Position 21007: 0.15738032824285966
Position 18151: 0.14807126278575888
Position 22373: 0.1348567101560411
Position 21552: 0.1003784061565448
Position 18115: 0.0668585821821106
Position 22352: 0.058561759695126024
Position 18780: 0.03671647508877545
Position 22329: 0.034986811297683384
Position 22538: 0.031057165896055422
Position 23243: 0.023471637546845954
Position 22045: 0.022240199767195143
Position 19998: 0.017268627893432247
Position 21943: 0.01660128586368824
Position 22789: 0.01608119609329752
Position 20270: 0.01587456928909141
Position 21677: 0.013618407526705437
Position 20815: 0.013453254793719897
Position 21384: 0.012868747920455613
Position 21835: 0.009194066731472385
Position 20300: 0.008667395494298971
Position 20438: 0.00833620100386977
Position 19687: 0.007448236373038526
Position 20820: 0.007035779125337037
Position 20541: 0.0065445190849548395
Position 20362: 0.00608332843565555
Position 21404: 0.0042346004093062805
Position 18226: 0.003713951960731237
Position 18159: 0.0027292473775621996
Position 18083: 0.002662767023884738
Position 20341: 0.002631435880832634
Position 21913: 0.002497798225311271
Position 21869: 0.0020754920378091048
Position 20561: 0.0015708778026281432
Position 21683: 0.0015213812760241376
Position 19123: 0.001419975471707159
Position 18783: 0.0013679139516175982
Position 19947: 0.0009953031639249063
Position 18666: 0.0009038284532436816
Position 19540: 0.0008106042690186097
Position 21984: 0.0005717905782558025
Position 19766: 0.00047498717587946725
Position 21305: 0.0004485361576735858
Position 19904: 0.0004281576725391408
Position 18316: 0.0004155284015885019
Position 19964: 0.0004103372343626422
Position 21353: 0.0002831859049287722
Position 18395: 0.00022698052628385157
Position 21239: 0.00012059260043411439
Position 18588: 0.00010177097635956318
Position 19344: 0.00010131362686143796
Position 18755: 5.780673632754276e-05
Position 19399: 3.540055798494533e-05
Position 18786: 3.099526217926041e-05
Position 21212: 1.634167394319923e-05
Position 18924: 1.4147439522394868e-05
Position 21221: 1.2425317360212734e-05
Position 21227: 1.1181297839444981e-05
Position 21256: 1.0117802874262443e-05
Position 19558: 7.477090259863556e-06
Position 19574: 6.286622889374e-06
Position 19467: 3.820591463713498e-06
Position 19670: 3.3523021626577025e-06
Position 19577: 1.0760442614154505e-06
Position 21411: 7.055252890131476e-07
Position 19588: 1.3621446577587765e-07
