Gene = bwa
index = 1637
Annotated 5SS: [ 508 2914 3124 6256]
Annotated 3SS: [2656 2985 5962 6986]
SMsplice 5SS: [ 508 2914 3124 6256]
SMsplice 3SS: [2656 2985 5962 6986]
top_k =  100
Partition function (log Z): -0.7124846096074093

Sorted 5' Splice Sites (High to Low Probability):
Position 2914: 0.9916028385880028
Position 3124: 0.9768099734736737
Position 508: 0.8868115858880715
Position 6256: 0.8140022154076094
Position 1335: 0.482625218018617
Position 2526: 0.10557921597902109
Position 5729: 0.09415596406327219
Position 1550: 0.07330979796323993
Position 5558: 0.07038949176981096
Position 512: 0.04646768974301561
Position 2088: 0.04363071465796819
Position 5537: 0.035865201960931334
Position 3098: 0.022314601768255084
Position 4988: 0.02021203160699038
Position 1611: 0.012695047816257146
Position 456: 0.010754439852747504
Position 157: 0.009875840746017476
Position 6343: 0.009376626782681413
Position 6373: 0.009009200032684284
Position 6389: 0.008529289941944428
Position 47: 0.0079248092540355
Position 2896: 0.006026587187394598
Position 4810: 0.0035332570873992815
Position 535: 0.0030014989472853266
Position 3270: 0.0025255028987311405
Position 6317: 0.002472012144098844
Position 7233: 0.0019869426726909457
Position 495: 0.0019299372033917649
Position 516: 0.0006975471099732748
Position 539: 0.0006670973188278876
Position 532: 0.00042474116990009027
Position 961: 0.0003590495117648257
Position 1229: 7.066009969308765e-05
Position 546: 6.706666629937573e-08
Position 67: 5.541498997234796e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2985: 0.9931552489629435
Position 2656: 0.9116483087921583
Position 5962: 0.8984203062862671
Position 6986: 0.8347535006881645
Position 618: 0.2549877881090319
Position 5438: 0.24268877428844451
Position 1406: 0.12520127803808082
Position 1443: 0.11738637684167594
Position 661: 0.0452701601185885
Position 6747: 0.04358651645878697
Position 574: 0.03830958756699945
Position 645: 0.03143420978059872
Position 1467: 0.025950353470472323
Position 1072: 0.0247296688078741
Position 2661: 0.02420289229679859
Position 4809: 0.02038371817004682
Position 2710: 0.01873336217726654
Position 1102: 0.013835354004951126
Position 7014: 0.010460679603743023
Position 1123: 0.010072766157793104
Position 586: 0.009511505815115425
Position 902: 0.008789030701828572
Position 6120: 0.0076464603981906045
Position 622: 0.006096561213560602
Position 2997: 0.005098503503602477
Position 6455: 0.0050082648230168015
Position 1217: 0.004238744052751996
Position 3814: 0.004056048175540103
Position 1047: 0.0038338478150324417
Position 849: 0.0031334460845231444
Position 2273: 0.002355208393285987
Position 2483: 0.002174537693066573
Position 3182: 0.001984434613175552
Position 1979: 0.0016669969704430178
Position 7284: 0.0016181785317215217
Position 1228: 0.0012291682385320018
Position 1257: 0.0007810760048011198
Position 1076: 0.000628457925105358
Position 7317: 0.000368764140969423
Position 3321: 0.00011630572116800382
Position 3541: 9.035971153934519e-05
