Gene = cass
index = 1643
Annotated 5SS: [ 240  490 1196 1472 1730 1979]
Annotated 3SS: [ 327  661 1270 1526 1791 2045]
SMsplice 5SS: [ 277  490 1196 1472 1730 1979 2481]
SMsplice 3SS: [ 327  661 1270 1526 1791 2045 2533]
top_k =  100
Partition function (log Z): 27.23880118821963

Sorted 5' Splice Sites (High to Low Probability):
Position 1196: 0.9991946952878578
Position 1472: 0.997125723404172
Position 1730: 0.9960059647522502
Position 1979: 0.9929912444365803
Position 490: 0.9850224969679042
Position 2481: 0.9478716865379755
Position 277: 0.7322008467533216
Position 240: 0.25893557549700147
Position 2301: 0.07653722616010689
Position 728: 0.012806436499789705
Position 2315: 0.010927547020158997
Position 2294: 0.010142313445294043
Position 52: 0.007713324683644078
Position 785: 0.007108053057134005
Position 494: 0.006461800026763635
Position 2354: 0.0035458674818991632
Position 260: 0.00346318060371642
Position 1734: 0.003158229389161448
Position 560: 0.002689665077757958
Position 407: 0.002569062689955103
Position 932: 0.0017607135504433273
Position 564: 0.0017046237029011938
Position 1463: 0.001483507810048061
Position 114: 0.001472635456808064
Position 2478: 0.0010918025177347565
Position 585: 0.0008667070961154743
Position 924: 0.0008404970291636183
Position 547: 0.0006426486510908474
Position 149: 0.000551207921910505
Position 732: 0.00040199066270959826
Position 1485: 0.000353254496626513
Position 109: 0.00034121475283895687
Position 1613: 0.00033693134817783406
Position 1391: 0.0003070541071757688
Position 2863: 0.00027975146432284147
Position 212: 0.00025252558293687604
Position 895: 0.0002409367411929257
Position 43: 0.00023238220811334307
Position 1952: 0.00016386127693416663
Position 2641: 0.00016059690277734408
Position 1991: 0.00015152370085275087
Position 1478: 0.000142480510387508
Position 79: 9.513149631973303e-05
Position 2713: 8.425964641503922e-05
Position 191: 6.619799048648075e-05
Position 508: 6.278092193614156e-05
Position 598: 5.7876023096919545e-05
Position 1145: 5.5088349581637237e-05
Position 2790: 4.887932014224178e-05
Position 1967: 4.065037362203462e-05
Position 498: 3.816773525553201e-05
Position 1304: 3.6661942260900104e-05
Position 468: 3.57828897518483e-05
Position 18: 3.483039457185923e-05
Position 1200: 3.3368449636182673e-05
Position 107: 3.3025696470651174e-05
Position 29: 2.8628345582752117e-05
Position 1165: 1.4181887949804129e-05
Position 1454: 1.0258637589372264e-05
Position 1476: 8.894545782747432e-06
Position 1148: 8.148683854654906e-06
Position 1651: 7.808039616371324e-06
Position 1512: 6.156539639883396e-06
Position 1657: 4.4188412909633115e-06
Position 1355: 3.6154014958481165e-06
Position 1583: 2.1613472785028743e-06
Position 5: 1.6776942166665275e-06
Position 291: 1.2945090586129817e-06
Position 153: 9.55030139790757e-07
Position 2036: 6.66481898688837e-07
Position 1604: 6.477779128125058e-07
Position 1662: 4.297091469088853e-07
Position 459: 2.1920015129159384e-07
Position 399: 4.65552267654635e-08
Position 2485: 2.879050999215143e-08
Position 2263: 2.1023182926402728e-08
Position 2196: 6.8214408923937536e-09
Position 2159: 2.8973346398303783e-09
Position 962: 3.161388719346549e-11
Position 751: 2.0193781950474224e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1791: 0.9971649540279713
Position 327: 0.9971603378225766
Position 661: 0.9947462620780324
Position 1270: 0.993577946305073
Position 2045: 0.9724644951360608
Position 1526: 0.9527463084923924
Position 2533: 0.9343124001299346
Position 2365: 0.07428531297881207
Position 1547: 0.04035595006927995
Position 2372: 0.018088059091120066
Position 2051: 0.01613080613620466
Position 2641: 0.009221294242837916
Position 850: 0.00873176476985936
Position 2944: 0.007503699903932298
Position 773: 0.00739807583357281
Position 149: 0.007110478028675246
Position 988: 0.00650907185172792
Position 1589: 0.006057487690001154
Position 1801: 0.0024292644262975454
Position 1330: 0.002390280180253332
Position 2419: 0.0022317674907429584
Position 609: 0.0021930180396945768
Position 2899: 0.0020859157971056235
Position 2195: 0.00203119353558345
Position 2091: 0.0017506634181606536
Position 1380: 0.0016556386517496725
Position 2697: 0.001559441601535171
Position 784: 0.0014441919325350512
Position 1355: 0.0013777793661643991
Position 2402: 0.0010625106297194975
Position 554: 0.0009351302430829915
Position 673: 0.0009159789319197375
Position 124: 0.0006361895655803304
Position 2701: 0.00040849236382940637
Position 1390: 0.0003300165658925864
Position 2823: 0.000247318424676817
Position 2790: 0.00016843200592153167
Position 2004: 0.00016107403008719365
Position 170: 0.00014514483134601426
Position 1454: 0.000118394825740076
Position 2108: 0.00011738323602581005
Position 781: 0.00011477547833360688
Position 2447: 8.937867893372506e-05
Position 932: 8.425801952834214e-05
Position 114: 6.737688102644184e-05
Position 2156: 6.487200423006764e-05
Position 703: 6.361720746362622e-05
Position 167: 6.214556018271576e-05
Position 346: 5.4950101119303015e-05
Position 1651: 5.253250508558363e-05
Position 2873: 5.2118464551364036e-05
Position 1823: 5.044735429329814e-05
Position 713: 4.828604139625645e-05
Position 615: 4.000217641572901e-05
Position 943: 3.8682722540905565e-05
Position 1418: 3.8077750854258104e-05
Position 1810: 3.706351364278498e-05
Position 910: 2.9628654402448444e-05
Position 1657: 2.7271961808358845e-05
Position 183: 1.6257093502804163e-05
Position 357: 1.2473895583646979e-05
Position 366: 1.0532737128361263e-05
Position 459: 8.844039563813363e-06
Position 399: 6.623968802985531e-06
Position 378: 6.068010734505742e-06
Position 1604: 5.460792780234589e-06
Position 348: 5.311753349373451e-06
Position 1828: 5.021192960761791e-06
Position 206: 4.83333382743911e-06
Position 1699: 4.185392280923244e-06
Position 1364: 4.137405432582421e-06
Position 2159: 2.5593264777641986e-06
Position 1674: 2.0913274252209503e-06
Position 451: 1.0143230962835736e-06
Position 218: 7.789366655484406e-07
Position 1813: 6.688337970197307e-07
Position 1870: 4.332113919277744e-07
Position 240: 5.0763450631956294e-08
Position 384: 1.1426128126204734e-09
Position 445: 6.69938659779543e-11
