Gene = AstCC
index = 32
Annotated 5SS: [ 419 1063 1210]
Annotated 3SS: [ 881 1123 1283]
SMsplice 5SS: [ 419 1063 1210]
SMsplice 3SS: [ 881 1123 1283]
top_k =  100
Partition function (log Z): -2.1291255609080006

Sorted 5' Splice Sites (High to Low Probability):
Position 1063: 0.9725327070797031
Position 419: 0.8989700811059645
Position 1210: 0.8719083466512483
Position 734: 0.2910088165458824
Position 474: 0.03948649315123176
Position 786: 0.02219707910439728
Position 529: 0.006417259177551375
Position 789: 0.003466051324011112
Position 483: 0.00342085350381311
Position 352: 0.002839922881043363
Position 629: 0.0023697948894413935
Position 801: 0.0023608839846408843
Position 738: 0.0020111561472168815
Position 296: 0.0019721285519456407
Position 535: 0.0014211162668049252
Position 1067: 0.0013402920076698833
Position 727: 0.0010069339216525405
Position 136: 0.0008477016282308682
Position 139: 0.0006000815148404403
Position 716: 0.0005497750623457585
Position 1403: 0.0005216884525240199
Position 478: 0.0002745909074444884
Position 1073: 0.00027370597644856047
Position 412: 0.00026535913245236766
Position 706: 0.00018454309099482128
Position 342: 0.00017542909781743756
Position 111: 0.00016838813313706054
Position 3: 9.249769630299461e-05
Position 227: 6.198591872736537e-05
Position 363: 2.4223815040249177e-05
Position 5: 2.149597587544285e-05
Position 497: 1.942610043931421e-05
Position 102: 1.3084071375238687e-05
Position 166: 1.2982554845891483e-05
Position 211: 9.043069005609855e-06
Position 36: 2.397695566442274e-06
Position 47: 1.062654927614167e-06
Position 229: 5.571920614287974e-07
Position 182: 4.5124195577739043e-07
Position 75: 1.6652808625702298e-07
Position 487: 9.739323528809049e-08
Position 384: 9.710687729975133e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9758087004832718
Position 881: 0.9191756910058498
Position 1283: 0.551296805390231
Position 575: 0.1983466313733486
Position 1260: 0.13546133712954328
Position 594: 0.06449184429835839
Position 628: 0.060817377130173954
Position 1304: 0.05980761962428917
Position 1356: 0.04552486686512632
Position 1257: 0.03049676440794635
Position 1295: 0.019509361844502356
Position 1506: 0.018829343021637655
Position 599: 0.016020794060796508
Position 953: 0.010655736004041322
Position 789: 0.0037595879332631282
Position 1309: 0.003305339404071707
Position 786: 0.0029647871196413792
Position 1320: 0.002585616007757756
Position 1273: 0.0021424589550648803
Position 1460: 0.0016788933678465845
Position 193: 0.0015968008489573192
Position 903: 0.0014047934417225675
Position 1133: 0.0007678409990406652
Position 1660: 0.000686601117627719
Position 1724: 0.0006381890280335097
Position 1632: 0.00046683894009414144
Position 665: 0.00015033249412505582
Position 833: 0.00014940858041829916
Position 50: 0.0001122225550514885
Position 1185: 7.191871856731413e-05
Position 262: 5.542885954076116e-05
Position 282: 5.1843876499151835e-05
Position 1174: 1.624954637323249e-05
Position 161: 9.644420437713812e-07
Position 287: 9.273283965704388e-07
Position 363: 4.6625309203638687e-07
Position 351: 1.7881158494750866e-07
Position 463: 5.0268598058516645e-08
Position 446: 1.5868975947957006e-08
Position 90: 1.2983365498192374e-08
Position 144: 1.1780097819318643e-08
