Gene = FASN3
index = 1160
Annotated 5SS: [ 247 2628 4498 4979 6319 6996 7516 7927 9085]
Annotated 3SS: [2109 2679 4554 5040 6382 7240 7576 7988 9144]
SMsplice 5SS: [ 247 2628 4498 4979 6319 7516 7927 8081 9085]
SMsplice 3SS: [2109 2679 4554 5040 6382 7576 7988 8167 9144]
top_k =  100
Partition function (log Z): 4.983602340193815

Sorted 5' Splice Sites (High to Low Probability):
Position 6319: 0.9995543147782233
Position 4979: 0.9984028682596806
Position 4498: 0.9934057346001407
Position 2628: 0.9932178612789813
Position 7927: 0.9562361309048448
Position 247: 0.8910252376417354
Position 7516: 0.8852214528583099
Position 8081: 0.8405431967661278
Position 9085: 0.787764735447705
Position 3189: 0.43353454540717656
Position 8363: 0.20858467084759402
Position 5666: 0.14928606792978114
Position 664: 0.12042274519429733
Position 7718: 0.09126903717492443
Position 5237: 0.05435378263014803
Position 8092: 0.038126948168630576
Position 4722: 0.032078061157164946
Position 2871: 0.030052874867881177
Position 172: 0.027743110477824174
Position 3158: 0.02404287653120032
Position 543: 0.020949494142174837
Position 9514: 0.018294991152141143
Position 6849: 0.01583313245271758
Position 507: 0.012759343131667504
Position 1367: 0.010403809959908032
Position 5653: 0.008575155913269322
Position 161: 0.008110223661775703
Position 4687: 0.007383761549243525
Position 2426: 0.006675847048217934
Position 2395: 0.006629224572683527
Position 5126: 0.006320331552826182
Position 3034: 0.005436156230010685
Position 5643: 0.005317483183721463
Position 1322: 0.005300526874523252
Position 4675: 0.005282887976034846
Position 1771: 0.004962365391084575
Position 3507: 0.004182967267203343
Position 1765: 0.0038967017989908225
Position 2477: 0.003069858901285347
Position 1761: 0.002848110853678904
Position 1071: 0.0027712104525000913
Position 902: 0.002512631627025309
Position 739: 0.002304772660368149
Position 330: 0.0019120568739958022
Position 844: 0.0018674229654518089
Position 2955: 0.001557927946024575
Position 336: 0.001501037028980207
Position 4929: 0.0014799480901666016
Position 658: 0.001265668589221456
Position 49: 0.0009479536322371865
Position 474: 0.0008436133263175884
Position 532: 0.0007131163960225804
Position 334: 0.0005658627380687737
Position 426: 0.0004060850067136848
Position 3484: 0.00040324027336557304
Position 2579: 0.000355612074310062
Position 4983: 9.271424107203197e-05
Position 320: 1.2955214983258743e-05
Position 6203: 1.0611498917021751e-05
Position 3468: 3.87720358987021e-06
Position 2199: 3.849200112302846e-06
Position 3212: 1.929478052703808e-06
Position 4637: 4.000954103264801e-07
Position 4819: 3.732517635679912e-07
Position 308: 7.45961382096543e-08
Position 306: 6.676793846972378e-08
Position 98: 7.7785045876595e-09
Position 144: 4.524945876459634e-10
Position 206: 9.375507696603966e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4554: 0.9999076081533638
Position 6382: 0.9990387839931502
Position 2109: 0.9944546384047589
Position 2679: 0.984196931301481
Position 5040: 0.9796185843261952
Position 7576: 0.8944633645220763
Position 7988: 0.802615360237297
Position 9144: 0.7750689973293455
Position 8167: 0.7190846153888802
Position 8901: 0.3808964752935973
Position 3290: 0.30533831191561095
Position 6037: 0.1598949404531342
Position 7971: 0.13304964593305574
Position 3329: 0.1087390047306723
Position 306: 0.1060795800230358
Position 7783: 0.09126903717492443
Position 5830: 0.038799247490647296
Position 4781: 0.028177754834894663
Position 3842: 0.023764941873739422
Position 9598: 0.018294991152141143
Position 6015: 0.018113778958735213
Position 9165: 0.016984123546591963
Position 3585: 0.014913386830721532
Position 1524: 0.014365644237889828
Position 3814: 0.013744235300919859
Position 3301: 0.013376316970050045
Position 4742: 0.01098551158025816
Position 3326: 0.010462766180764778
Position 2500: 0.009257187302462312
Position 5311: 0.00916362296061091
Position 5707: 0.008575155913269322
Position 7640: 0.007136767582821422
Position 3015: 0.005564987588830173
Position 5698: 0.005317483183721461
Position 417: 0.004705273127779966
Position 5047: 0.004343955263925671
Position 2467: 0.003904209881776858
Position 9214: 0.0035564644061341446
Position 2527: 0.003069858901285347
Position 584: 0.002921543869950156
Position 4802: 0.0028357788625290254
Position 2936: 0.002044161817312725
Position 3098: 0.0019267271458901598
Position 2870: 0.0018651616077031813
Position 4733: 0.0016740785906157085
Position 1221: 0.0012180142993946485
Position 4819: 0.0010545389018641934
Position 320: 0.0006719361700778251
Position 654: 0.0005554337627001989
Position 1656: 0.0004939314535145901
Position 426: 0.00047049346346583515
Position 2928: 0.0003404139527830884
Position 2699: 0.000267887940678377
