Gene = Cip4
index = 1073
Annotated 5SS: [  355  1076 26036 27834 36330 36870 37119 39042 39241 39819]
Annotated 3SS: [  974 25919 27782 36184 36399 36931 38691 39105 39654 39881]
SMsplice 5SS: [ 1076 26036 27834 36330 36870 37119 39042 39819]
SMsplice 3SS: [25919 27782 36184 36399 36931 38676 39105 39881]
top_k =  100
Partition function (log Z): -26.605240935555116

Sorted 5' Splice Sites (High to Low Probability):
Position 1076: 0.9965571897730346
Position 27834: 0.41774501402598996
Position 13038: 0.11715086479078465
Position 16054: 0.11253902951119545
Position 115: 0.07432428424079611
Position 13400: 0.05438858937758784
Position 15930: 0.04402820033878738
Position 333: 0.04011792952568338
Position 355: 0.028113503339538302
Position 302: 0.017531207412311824
Position 337: 0.006752006541659056
Position 254: 0.006306422974615459
Position 339: 0.004310676294686138
Position 187: 0.001113364911502908
Position 343: 0.0011103116772784745
Position 53: 0.0009160619226279501
Position 370: 0.0008889351734400335
Position 148: 0.0006051459885684268
Position 146: 0.000590584433333797
Position 538: 0.00046630498047733074
Position 341: 0.0003710577843848404
Position 144: 0.0003092729920491772
Position 486: 0.00019722332953896497
Position 34: 0.000159933912159775
Position 331: 0.00011731373447908898
Position 628: 0.0001108252204302734
Position 119: 9.766177900538843e-05
Position 20: 9.687644053773436e-05
Position 282: 9.275778054119528e-05
Position 125: 9.24685541827795e-05
Position 136: 6.48168761253237e-05
Position 323: 5.9391057420421615e-05
Position 13862: 6.074388843847169e-09
Position 5281: 1.374136950953008e-09
Position 3732: 5.07828957311802e-11
Position 2288: 3.90734377175239e-11
Position 4537: 1.535576718688883e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 27782: 0.9999998058684771
Position 28659: 0.3025137229740753
Position 12915: 0.17153949831946838
Position 716: 0.159114161153171
Position 15863: 0.15656730191629525
Position 27972: 0.11523129105191618
Position 420: 0.01651050966178201
Position 538: 0.004030934196030441
Position 974: 0.0018179235815090529
Position 17258: 6.518738955096658e-08
Position 13469: 1.2268431951415255e-08
Position 13932: 6.074388843847196e-09
Position 5132: 5.439262423737288e-10
Position 13273: 4.1330769876609544e-10
Position 4665: 3.653696984727226e-10
Position 3786: 2.1423608120953933e-10
Position 4407: 1.011706479098454e-10
Position 5184: 8.264460528933158e-11
Position 4744: 8.245594248710818e-11
Position 3444: 5.079180253804806e-11
Position 843: 3.0022068850812886e-11
Position 10557: 2.7712604789451103e-11
Position 757: 2.752574626696561e-11
Position 1143: 1.869836612199706e-11
Position 10579: 1.4204428690296566e-11
Position 1208: 1.0809670516714544e-11
Position 1232: 9.599816114680839e-12
Position 8684: 1.8175218962364815e-12
Position 7924: 4.0385211113910023e-13
Position 370: 3.7232264751873007e-13
Position 7518: 3.127630661895927e-13
Position 6721: 1.2821614094136528e-13
Position 4081: 1.781021043430267e-14
Position 4767: 1.0140958755824854e-14
Position 4413: 8.335060296986234e-15
Position 4607: 6.34994800215965e-15
Position 1506: 2.273797776225757e-15
Position 1270: 2.0958247621462008e-15
Position 1531: 1.6463471283280692e-15
Position 2392: 6.984286361955938e-16
Position 2761: 6.319399770987198e-16
Position 2054: 5.259016136486134e-16
Position 1237: 2.698646594271586e-16
Position 1730: 2.165379320044664e-16
Position 1363: 1.6823984813485154e-16
Position 1171: 1.4243648769867668e-16
Position 187: 3.93066059377719e-18
Position 373: 3.4688776404182706e-18
Position 288: 3.0469065093295473e-18
Position 222: 9.949885542908557e-19
Position 258: 9.927084570321623e-19
Position 192: 7.335318204501575e-19
