Gene = Vta1
index = 1599
Annotated 5SS: [211 334 569]
Annotated 3SS: [271 417 635]
SMsplice 5SS: [211 334 569]
SMsplice 3SS: [271 417 635]
top_k =  100
Partition function (log Z): -1.2206451884414562

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9622607838787964
Position 334: 0.941893258801121
Position 569: 0.9338301781759284
Position 776: 0.03592804827342999
Position 1260: 0.018436691405461284
Position 729: 0.0030207302070726924
Position 1254: 0.00164740566841764
Position 530: 0.0015191137930001212
Position 57: 0.0014008553030246682
Position 582: 0.0006865235265211964
Position 282: 0.0005497614754338333
Position 573: 0.0005187530735060483
Position 215: 0.0003245756932435581
Position 310: 0.0001216905779850372
Position 338: 0.0001012197138029693
Position 483: 8.959172795469879e-05
Position 383: 7.522857188348124e-05
Position 32: 1.4107678922978996e-05
Position 4: 1.4002273530067837e-05
Position 182: 1.1426353784886708e-05
Position 738: 8.124492063157084e-06
Position 185: 6.781674448705717e-06
Position 14: 4.181619526191148e-06
Position 20: 2.2392833827593993e-06
Position 622: 1.3940286894351495e-06
Position 229: 1.2164440728610718e-06
Position 35: 1.1148844128901907e-06
Position 452: 1.045313875478025e-06
Position 106: 2.7435825080031075e-07
Position 133: 4.289579065239016e-08
Position 247: 3.155935053664226e-08
Position 238: 1.6403309032876694e-08
Position 380: 1.8054504277893696e-09
Position 117: 7.781447969722257e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 417: 0.945886314375607
Position 271: 0.9179112018123922
Position 635: 0.844120295336989
Position 687: 0.050296965473100363
Position 281: 0.034405970666016486
Position 856: 0.02615058035177149
Position 618: 0.023609433087691135
Position 1314: 0.01857617952601267
Position 662: 0.010365069716394486
Position 805: 0.006327844632441258
Position 1161: 0.006112455856016817
Position 648: 0.004153444995949296
Position 1158: 0.0037264731034760664
Position 1063: 0.003269259692507488
Position 1010: 0.0020723746320542
Position 1320: 0.0015079175478662642
Position 133: 0.001267384449736905
Position 440: 0.0010280797322286747
Position 1181: 0.0006453327339691356
Position 585: 0.0003817215862356367
Position 365: 0.00023321009386045223
Position 545: 0.00014711965352828387
Position 154: 0.00010906791021431949
Position 467: 5.862294729823488e-05
Position 315: 3.912202334460465e-05
Position 452: 2.3781865020538673e-05
Position 106: 1.447989803471011e-05
Position 494: 1.2404800304092479e-05
Position 52: 1.2088980484616873e-05
Position 70: 1.932047325997017e-06
Position 294: 1.4447069240019355e-06
Position 78: 1.1312335007861601e-06
Position 65: 5.017666558805899e-07
Position 84: 4.443169775838009e-07
Position 224: 3.599044343963054e-07
Position 437: 2.4032227823242105e-07
Position 163: 1.5916458158736451e-07
