Gene = homer
index = 1731
Annotated 5SS: [ 167 1218 1710 1842 2172 2363]
Annotated 3SS: [ 928 1272 1762 1904 2227 2416]
SMsplice 5SS: [ 563 1218 1710 1842 2172 2363]
SMsplice 3SS: [ 928 1272 1762 1904 2227 2416]
top_k =  100
Partition function (log Z): 16.081631750924682

Sorted 5' Splice Sites (High to Low Probability):
Position 1842: 0.999438306678857
Position 1218: 0.9993677710934444
Position 1710: 0.993845232799562
Position 2363: 0.9739706924523763
Position 2172: 0.9677450697657792
Position 563: 0.541865107314727
Position 167: 0.2577115936885767
Position 2833: 0.09172763256099074
Position 3048: 0.06475592074176333
Position 406: 0.0558577347082547
Position 2176: 0.02977646781608874
Position 388: 0.01984688564638232
Position 2490: 0.017398717413483627
Position 3079: 0.013832270669104958
Position 808: 0.011491951003009898
Position 3106: 0.010376121980909408
Position 414: 0.0036888061229061538
Position 410: 0.0036326275583679997
Position 216: 0.0032065278689594507
Position 301: 0.0031636457137624555
Position 3084: 0.0022282595664574537
Position 285: 0.0019238148944192965
Position 529: 0.0014816665997024652
Position 2916: 0.0013483415115445783
Position 2712: 0.0011889465021839487
Position 3792: 0.0009883139164744681
Position 372: 0.0009789026711450979
Position 376: 0.000969837950871312
Position 2496: 0.0008402339919273079
Position 5: 0.0007801405881262727
Position 1023: 0.0006312357811188281
Position 1671: 0.0005658134222800952
Position 2344: 0.0005126387298805268
Position 2156: 0.0004542857547022988
Position 2149: 0.0002704331093197528
Position 43: 0.00019904932517775871
Position 1225: 0.00016692348066362815
Position 2129: 0.00013565874266046148
Position 1178: 0.00011261076287962398
Position 1573: 0.0001050411284265654
Position 2056: 7.875470452269033e-05
Position 2350: 3.41079572025736e-05
Position 2061: 3.369297234745731e-05
Position 1438: 2.4739892282314626e-05
Position 1685: 2.0943984444887458e-05
Position 1393: 2.0920692741282608e-05
Position 2253: 1.018825887173965e-05
Position 1176: 1.0098343900474028e-05
Position 2326: 9.439389224828444e-06
Position 321: 8.300270656953669e-06
Position 1222: 7.558375547806602e-06
Position 2417: 7.3170566838463234e-06
Position 1994: 5.635543970262182e-06
Position 1089: 5.410658867524577e-06
Position 2246: 5.1149724359407785e-06
Position 2307: 2.908043487062661e-06
Position 1618: 2.839192723184863e-06
Position 62: 1.3083746499476e-06
Position 2288: 2.2912203483249931e-07
Position 95: 2.2285015234108292e-07
Position 585: 2.1734016536505217e-07
Position 262: 2.1193289831767475e-07
Position 784: 1.527826372778296e-07
Position 380: 9.762337472865823e-08
Position 114: 9.607749539041481e-08
Position 2281: 8.857222136203415e-08
Position 2236: 8.410929157224496e-08
Position 2241: 6.679693148903472e-08
Position 1161: 1.1054859525473466e-10
Position 1831: 3.616879078507954e-11
Position 2010: 5.4629356772224256e-12
Position 2053: 5.082041020198326e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2227: 0.9957077458407715
Position 1762: 0.9945493836107858
Position 1272: 0.9939277769108615
Position 1904: 0.9707399505855437
Position 2416: 0.9700369946200723
Position 928: 0.6697515744073704
Position 953: 0.19514778923313705
Position 2880: 0.08229228177898529
Position 3327: 0.04243191868525031
Position 3151: 0.03687071153183494
Position 1923: 0.027847045781928804
Position 3106: 0.017850941473225232
Position 3417: 0.01576226868177661
Position 980: 0.013064835518825497
Position 784: 0.007361842164563459
Position 488: 0.00593431081463936
Position 2566: 0.0056956460616782315
Position 1279: 0.004465970099627632
Position 1042: 0.003965158874330117
Position 2522: 0.0033545298207705203
Position 2892: 0.0023016179487147918
Position 1130: 0.0017719667579629912
Position 387: 0.00173285680593261
Position 1069: 0.0016728758423831048
Position 2428: 0.0016435871937297152
Position 3496: 0.0016328927926078773
Position 405: 0.0014188320953198979
Position 808: 0.0013539492525563976
Position 829: 0.001233281994088052
Position 680: 0.0012108291902488155
Position 2236: 0.00118147693748314
Position 3858: 0.0009883139164744681
Position 1991: 0.0005619044639612964
Position 604: 0.0005541257302636833
Position 1290: 0.0004663087844588525
Position 1284: 0.00045467967437846365
Position 292: 0.0004380870400637537
Position 453: 0.00030377620541555155
Position 108: 0.00022653062287899135
Position 1940: 0.00014126866715670085
Position 1407: 0.00011589657566199087
Position 1490: 0.00011561264533589317
Position 2266: 0.00011209746016011255
Position 1473: 6.49399464905526e-05
Position 1517: 6.398246972590335e-05
Position 360: 5.4763563082771305e-05
Position 449: 5.128388240143722e-05
Position 240: 4.7947805717891427e-05
Position 465: 3.477208960076561e-05
Position 1560: 2.9813442612644334e-05
Position 1955: 2.8885405463465756e-05
Position 1293: 2.2428320222400574e-05
Position 1778: 1.864520549175421e-05
Position 2293: 1.5123116398559517e-05
Position 2022: 1.5082456507269409e-05
Position 2114: 8.432868036773113e-06
Position 1934: 5.888654895367759e-06
Position 1958: 5.443696393122722e-06
Position 1980: 5.14710542255322e-06
Position 1808: 3.424291496788128e-06
Position 1831: 1.2924250306103263e-06
Position 2423: 1.1465051685870439e-06
Position 1741: 1.139154527268548e-06
Position 2434: 9.505733634015572e-07
