Gene = Rad9
index = 1407
Annotated 5SS: [ 103  386  592 1556 1906]
Annotated 3SS: [ 158  439  699 1772 2200]
SMsplice 5SS: [103 386 592]
SMsplice 3SS: [158 439 699]
top_k =  100
Partition function (log Z): 3.436155423629012

Sorted 5' Splice Sites (High to Low Probability):
Position 386: 0.9993484419144519
Position 592: 0.9706388345546991
Position 103: 0.6632378844007982
Position 1906: 0.2691535064407673
Position 887: 0.23682150482068795
Position 1454: 0.2011418933855505
Position 1556: 0.08955394243619712
Position 602: 0.027052155412636728
Position 1625: 0.005208351940163826
Position 1235: 0.004562632379365291
Position 191: 0.0035767570116731484
Position 1744: 0.0026050388060797013
Position 501: 0.001207914063016712
Position 488: 0.0010944556336750795
Position 1127: 0.0009996651130848772
Position 266: 0.0005690098346114214
Position 902: 0.00012364937759183704
Position 824: 0.00012074225043368997
Position 608: 8.304148177637322e-05
Position 10: 5.657829764783144e-05
Position 304: 4.1612295683023524e-05
Position 626: 3.0006678434099915e-05
Position 390: 2.5080795934300006e-05
Position 54: 1.6041874702786704e-05
Position 596: 1.4262766074133893e-05
Position 205: 8.699503396667254e-06
Position 158: 8.531905903603246e-06
Position 606: 7.907055126958361e-06
Position 173: 7.389512587519673e-06
Position 357: 2.9992583472165525e-06
Position 280: 6.059014083407774e-07
Position 295: 5.614305588058344e-07
Position 367: 4.226701406427509e-09
Position 302: 8.114936056980708e-10
Position 365: 6.470385753830013e-10
Position 14: 4.937563993164816e-10
Position 184: 1.0215979838603625e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 439: 0.9948051734627895
Position 699: 0.9877748909743556
Position 158: 0.5681201342565092
Position 2200: 0.2972302419500888
Position 1772: 0.19010619676097745
Position 1585: 0.12450079513266708
Position 1282: 0.11026800819105294
Position 1978: 0.05635236030220591
Position 170: 0.051002764827435765
Position 235: 0.02347321975718691
Position 190: 0.0169464561886951
Position 2293: 0.015351484050729173
Position 1624: 0.011801992858772333
Position 1972: 0.007099843418289014
Position 266: 0.006591144925405085
Position 755: 0.004506689035609449
Position 1802: 0.0026050388060797043
Position 487: 0.002319015798419498
Position 475: 0.0014694922585562356
Position 1112: 0.0011015284074296077
Position 326: 0.0009880394626958146
Position 952: 0.0005979762224956046
Position 542: 0.0004940531799783556
Position 445: 0.0004023169639504687
Position 1328: 0.00029263144094245384
Position 1472: 0.0002544330225692587
Position 1088: 0.00013860711749251041
Position 1358: 0.0001371616417771925
Position 1117: 0.00012288080402427214
Position 223: 0.00011850610307787883
Position 580: 8.291501271209952e-05
Position 505: 7.519556921567138e-05
Position 340: 3.520593205760561e-05
Position 718: 3.4985776199504456e-05
Position 199: 2.6357690810355444e-05
Position 202: 2.503665981667335e-05
Position 288: 2.1795702029552916e-05
Position 302: 1.871850892219043e-05
Position 352: 1.3209654680048022e-05
Position 143: 5.472985110227778e-06
Position 273: 4.200125981647109e-06
Position 84: 2.342123402284435e-06
Position 120: 1.1889016949611969e-06
Position 54: 2.733502399218063e-09
Position 91: 2.3879078027065347e-11
