Gene = Taf2
index = 1544
Annotated 5SS: [ 164  282 2110 2581 2850]
Annotated 3SS: [ 226  343 2167 2638 2909]
SMsplice 5SS: [ 282 2110 2581 2850]
SMsplice 3SS: [ 343 2167 2638 2909]
top_k =  100
Partition function (log Z): 6.328719743233936

Sorted 5' Splice Sites (High to Low Probability):
Position 2581: 0.9997009597230114
Position 2110: 0.9894661891248803
Position 282: 0.9857799321426921
Position 2850: 0.9194868527654683
Position 2318: 0.09884747295686488
Position 2855: 0.07181320706880118
Position 969: 0.01865463872294988
Position 3592: 0.01858799810629582
Position 4140: 0.015068076061932823
Position 926: 0.014962798349107137
Position 3674: 0.013465132665948185
Position 938: 0.011291682504065648
Position 2275: 0.007845496191286168
Position 4097: 0.0042030743229379474
Position 521: 0.003459224965199291
Position 1055: 0.003413847471050245
Position 2385: 0.0032253350371548176
Position 1193: 0.003143467599503401
Position 2758: 0.0026217666543835337
Position 2076: 0.0022813840715634097
Position 2998: 0.002235901535355573
Position 428: 0.0020648015600124546
Position 2480: 0.0019447269270540385
Position 141: 0.0017532568989529645
Position 3756: 0.0012492092318952901
Position 132: 0.001185111834752555
Position 965: 0.0009735644757258431
Position 2720: 0.0008147713726495742
Position 168: 0.000701938610666385
Position 596: 0.0006473585337689076
Position 881: 0.0006432410921075817
Position 2657: 0.0004757223432167358
Position 4081: 0.00046295609199857585
Position 240: 0.0004409003232361253
Position 237: 0.0004326465043390941
Position 36: 0.00035025822402399466
Position 2831: 0.00024438320996027197
Position 862: 0.0002352719239297395
Position 636: 0.00023351030036129772
Position 2006: 0.00022277358590873307
Position 184: 0.00020135256013573794
Position 630: 0.00019437763464789663
Position 259: 0.00016754122784842006
Position 155: 4.8339464562584716e-05
Position 2703: 4.636448877117508e-05
Position 3445: 1.4716180773505792e-05
Position 44: 1.3413936903678744e-05
Position 3296: 1.118739834652131e-05
Position 3023: 9.702830252375605e-06
Position 8: 6.082181402658998e-06
Position 3291: 6.058568263262607e-06
Position 2674: 5.666953409335691e-06
Position 49: 4.8420717853401255e-06
Position 2979: 4.437757638391997e-06
Position 2970: 3.329481430104206e-06
Position 3360: 2.4043185872437856e-06
Position 313: 1.3765611956748397e-06
Position 78: 1.0236896877311893e-06
Position 2990: 1.0125432976115327e-06
Position 51: 3.229425768342071e-07
Position 2788: 3.3028739262965525e-08
Position 2797: 3.145532337144729e-08
Position 2791: 2.9411038320193525e-08
Position 2433: 6.114471180660109e-09
Position 206: 1.0623362663017814e-09
Position 683: 4.1242022214324446e-10
Position 1579: 4.067179995031826e-10
Position 1810: 2.4239775756267723e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2638: 0.9994933508686611
Position 2909: 0.9949513173390897
Position 343: 0.9777552789204972
Position 2167: 0.9347108881156986
Position 2384: 0.12490293332287417
Position 1990: 0.031061303520036363
Position 2297: 0.017420874348578898
Position 4235: 0.016635875919524774
Position 3729: 0.015138038242076338
Position 1362: 0.014646039890421004
Position 3663: 0.01208111256525071
Position 2237: 0.009647451966320782
Position 2540: 0.00789858179823798
Position 481: 0.006494665852779717
Position 1464: 0.005858104191878798
Position 375: 0.004957604019862927
Position 3699: 0.004661602972750006
Position 2497: 0.0028714927265293486
Position 2361: 0.002848256360409518
Position 2338: 0.0027535454447636977
Position 3056: 0.0022173980128466744
Position 4191: 0.0020994896574466214
Position 1119: 0.0020160484663375887
Position 1142: 0.0018157296893922393
Position 188: 0.0017636410560578747
Position 930: 0.0017088781503248427
Position 3809: 0.0012492092318952901
Position 595: 0.0011691481971903307
Position 223: 0.0010797893083811323
Position 2703: 0.0009353778497799833
Position 2249: 0.0008294540017916695
Position 4153: 0.0007447804306900492
Position 4171: 0.0004434579607356014
Position 97: 0.0003495815763709117
Position 3390: 5.423210173716485e-05
Position 2747: 4.4117704595982875e-05
Position 2831: 2.9558824445364782e-05
Position 2770: 1.6478904561846746e-05
Position 78: 1.499538120937141e-05
Position 236: 4.578652439846251e-06
Position 259: 2.324654985817899e-07
