Gene = BtbVII
index = 56
Annotated 5SS: [  42 1508 2197 2527 2727 8496]
Annotated 3SS: [ 981 1568 2281 2617 7311 8553]
SMsplice 5SS: [1508 2197 2527 2727 8496]
SMsplice 3SS: [1568 2281 2617 7311 8553]
top_k =  100
Partition function (log Z): 8.471188062161804

Sorted 5' Splice Sites (High to Low Probability):
Position 8496: 0.9994019137734249
Position 1508: 0.9988828592706782
Position 2727: 0.986330332059309
Position 2197: 0.9571347587772774
Position 2527: 0.5264236371450334
Position 6098: 0.4019801616465127
Position 42: 0.2610599527241602
Position 924: 0.06838825252655449
Position 515: 0.062275542724838234
Position 8865: 0.05798398137518245
Position 2212: 0.03613589224242448
Position 702: 0.0306339691936432
Position 5103: 0.028318181769545828
Position 722: 0.021101075549536764
Position 4372: 0.019552169897993663
Position 5371: 0.017783877807055367
Position 743: 0.0169949853885653
Position 2553: 0.01653969933566992
Position 749: 0.014660899142945844
Position 4799: 0.014254128457022598
Position 745: 0.013649346223648016
Position 747: 0.013473718611248027
Position 1671: 0.012875604042507609
Position 5142: 0.010933720186124093
Position 2544: 0.010835533971727766
Position 585: 0.009940758352625591
Position 2789: 0.009895289711679602
Position 35: 0.009637133002326497
Position 123: 0.00945745870622907
Position 741: 0.009150208160256685
Position 910: 0.008653993141961932
Position 511: 0.006663890284302545
Position 523: 0.006181094577861655
Position 8903: 0.005269312639090662
Position 1115: 0.0048787533876424065
Position 834: 0.004665018605076118
Position 488: 0.004549007269846961
Position 276: 0.0036553979811177048
Position 922: 0.0034888929109121204
Position 6115: 0.0034080768027472882
Position 623: 0.0033573656138389638
Position 907: 0.0032718423072203616
Position 555: 0.0031550097661588302
Position 102: 0.003149129571925482
Position 2809: 0.0023574101829368123
Position 4385: 0.001593795923562256
Position 1625: 0.0015559706303443625
Position 4327: 0.0014761669808219073
Position 4306: 0.00134872960488133
Position 2393: 0.001272630497013668
Position 92: 0.0012553034776993002
Position 898: 0.0012457302377503023
Position 939: 0.0011925217749442678
Position 280: 0.0011605136860245854
Position 3019: 0.0010221904031771662
Position 9629: 0.0008468727073175215
Position 9001: 0.0007581358514518408
Position 775: 0.0006986380776125169
Position 753: 0.0006862746177351663
Position 332: 0.00038873963564620525
Position 3023: 0.00035752983157378594
Position 9625: 0.0003334859120698273
Position 316: 0.0003114907128287432
Position 675: 0.00030693900335554506
Position 358: 0.0002939135644864497
Position 2122: 0.0002506782740095883
Position 2207: 3.7889138326644724e-05
Position 1812: 3.068797477146168e-05
Position 7447: 4.939999361752033e-06
Position 99: 2.2539815826037158e-06
Position 597: 1.4382724916728776e-06
Position 270: 1.1043112518764987e-06
Position 110: 9.082534330305316e-08
Position 8894: 3.424334818272317e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8553: 0.9966788728474373
Position 7311: 0.9868841118496962
Position 1568: 0.9794204152410998
Position 2281: 0.9353657683080259
Position 2617: 0.6005621973843265
Position 981: 0.5866379691747219
Position 3808: 0.2591439619680464
Position 6014: 0.23263326872734424
Position 8985: 0.05856943750014792
Position 2620: 0.016359399984174145
Position 1616: 0.015931383272004954
Position 7270: 0.013112497916453077
Position 1165: 0.011670476521878314
Position 5178: 0.008874298801634766
Position 9099: 0.004651237230356273
Position 1775: 0.0035355857513320707
Position 99: 0.002714124802627048
Position 1691: 0.0019091173061641289
Position 9156: 0.0018224537339846865
Position 9700: 0.0014762949213278928
Position 1734: 0.001300489210096937
Position 1625: 0.001155908773647611
Position 2069: 0.001118112424123554
Position 1727: 0.0010529961295833294
Position 796: 0.0010252299856604507
Position 8594: 0.0008761532378623779
Position 1685: 0.0008548428211733922
Position 2900: 0.0007927754575767003
Position 1688: 0.0005963066939368137
Position 2838: 0.0005869447771742517
Position 8742: 0.0005250968432221016
Position 151: 0.0005105777841978059
Position 2066: 0.0004680267066375842
Position 1101: 0.0004524277984156007
Position 1858: 0.0004260864550293365
Position 164: 0.00039002344948940845
Position 1783: 0.0003156190144745783
Position 2576: 0.0001862899122668844
Position 2313: 8.028980164961738e-05
Position 110: 6.850063918484311e-05
Position 270: 5.429756450153936e-05
Position 121: 3.378193265333568e-05
Position 2246: 2.763138277830886e-07
