Gene = ND-39
index = 1298
Annotated 5SS: [ 133 3438 3994 4442]
Annotated 3SS: [3269 3542 4075 4509]
SMsplice 5SS: [ 133 4442]
SMsplice 3SS: [4075 4509]
top_k =  100
Partition function (log Z): 0.4493836636933929

Sorted 5' Splice Sites (High to Low Probability):
Position 4442: 0.9999362005027191
Position 133: 0.9171022558524874
Position 786: 0.19633238374216974
Position 3994: 0.11833916457431201
Position 2973: 0.08691958615502283
Position 3438: 0.057697780619414316
Position 190: 0.025848203163626408
Position 2962: 0.019802984637587367
Position 1232: 0.01296353698989777
Position 520: 0.010448901164129427
Position 493: 0.0037400176883078994
Position 1960: 0.0021016990035887316
Position 1985: 0.0017382428547829563
Position 18: 0.0006206213413734547
Position 371: 0.00038158035008642796
Position 1956: 0.0001682956714831009
Position 188: 0.00015392833585400802
Position 137: 0.00011532240585523541
Position 4718: 0.00010275933673883545
Position 561: 9.036872854588154e-05
Position 321: 8.759922184136987e-05
Position 278: 8.368943904227783e-05
Position 254: 6.999470595079384e-05
Position 308: 5.125726159627957e-05
Position 126: 3.05998641392269e-05
Position 484: 2.9402626599491116e-05
Position 270: 2.4437162214150664e-05
Position 4890: 1.8298965317953197e-05
Position 315: 1.676084228098493e-05
Position 76: 1.6370641497490623e-05
Position 4195: 1.4795247135399716e-05
Position 4464: 1.4617041865322707e-05
Position 4781: 7.888588187990175e-06
Position 827: 6.50592558432177e-06
Position 4864: 4.170136702413558e-06
Position 2845: 1.2952978254375748e-07
Position 4151: 1.0552926059348316e-10
Position 4187: 1.0274520213620011e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4509: 0.9990739619803836
Position 4075: 0.9754253288129843
Position 2689: 0.2072227306946121
Position 684: 0.1542541319462374
Position 3218: 0.03935419391131167
Position 2513: 0.031489453254776735
Position 592: 0.015245877401003798
Position 3269: 0.007592282070937406
Position 2726: 0.007356065714192433
Position 2205: 0.00640443531555588
Position 3430: 0.003869539717432143
Position 3542: 0.002344890378847289
Position 665: 0.0012604962468793998
Position 3036: 0.0012049783772742895
Position 4525: 0.0008976745592515512
Position 188: 0.0006490832540634471
Position 185: 0.0005598774539981678
Position 1672: 0.0004145888690684166
Position 2634: 0.00019974362781447136
Position 4777: 6.276685472321963e-05
Position 895: 5.2995420816698494e-05
Position 1984: 4.144358835652523e-05
Position 4780: 2.2866229264792248e-05
Position 4944: 1.965855634431197e-05
Position 1048: 1.7178037690189146e-05
Position 4774: 1.7126252750823592e-05
Position 4567: 1.6282865560455796e-05
Position 4831: 7.888588187990167e-06
Position 4959: 2.8105456760547638e-06
