Gene = amd
index = 1608
Annotated 5SS: [2162]
Annotated 3SS: [2639]
SMsplice 5SS: [197 493]
SMsplice 3SS: [ 257 2639]
top_k =  100
Partition function (log Z): 1.3883322001752363

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9720093407755641
Position 197: 0.8646604724543481
Position 2162: 0.25469193447262645
Position 2253: 0.1710637384033197
Position 190: 0.1254531649181768
Position 1421: 0.09808366424469718
Position 1328: 0.09727003839191106
Position 3340: 0.03279836893171492
Position 1198: 0.021163200801632955
Position 449: 0.014135150021365077
Position 1082: 0.013087323012850588
Position 661: 0.01135871369699379
Position 1746: 0.01021014001619048
Position 2859: 0.008044845986698069
Position 2263: 0.00498103914983959
Position 199: 0.0049569821519081965
Position 510: 0.002985168256282627
Position 1364: 0.0017527441958163756
Position 1802: 0.0014624304823707677
Position 81: 0.0005973076602147276
Position 36: 0.0004915439796703373
Position 28: 0.0002830897039833868
Position 203: 8.443900024780625e-05
Position 1047: 7.494272339729637e-05
Position 201: 4.425738919418059e-05
Position 21: 3.9243018189170104e-05
Position 517: 1.8128196249401332e-05
Position 9: 1.3625019352537026e-05
Position 571: 1.2132375842958423e-05
Position 488: 1.184399641200772e-05
Position 136: 7.604377910163985e-06
Position 161: 4.172789940856851e-06
Position 581: 8.830716446425359e-07
Position 131: 8.13217470721625e-07
Position 377: 5.795790224491566e-07
Position 343: 2.162739459956472e-07
Position 575: 1.4912771947035038e-07
Position 242: 3.0851450913538805e-10
Position 244: 3.688486422205853e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2639: 0.9961756154664243
Position 257: 0.9940852414639496
Position 1608: 0.40084775958457347
Position 1282: 0.1701516042028999
Position 911: 0.043556831605654656
Position 3719: 0.02155264666177147
Position 3408: 0.019290568256641518
Position 639: 0.015301556619138927
Position 866: 0.010886082682796656
Position 1140: 0.009299300409075159
Position 1798: 0.0058960712589679835
Position 718: 0.004683772706511156
Position 1468: 0.0034531044556674368
Position 773: 0.002861648357273999
Position 1061: 0.002847427359169418
Position 1979: 0.0027453980444346574
Position 752: 0.0015216701525079049
Position 984: 0.001394322461934672
Position 300: 0.001090259696271952
Position 1047: 0.0006054540985956899
Position 837: 0.000566781366730288
Position 1024: 0.0005401274666614275
Position 112: 0.0005366845548360922
Position 324: 0.00051322837051365
Position 660: 0.000502145571464504
Position 1163: 0.0003122629298336409
Position 81: 0.0002484223552182895
Position 1033: 0.00015283859668490654
Position 272: 0.00014807222959348034
Position 852: 3.371000816986545e-05
Position 839: 2.170030523909751e-05
Position 312: 1.3172674911169591e-05
Position 601: 9.003710624433887e-06
Position 533: 6.953623934173087e-06
Position 309: 1.353673500291241e-06
Position 530: 2.812441261291909e-07
Position 131: 2.0590785940875993e-07
Position 613: 1.389693337836075e-07
Position 161: 9.078630520742625e-09
Position 194: 3.6203576263688153e-09
Position 181: 3.690238880999103e-10
Position 52: 1.7596008307222894e-12
