Gene = Dhc62B
index = 1133
Annotated 5SS: [ 2177  2427  5158  5531  5833  6978 10818 11201]
Annotated 3SS: [ 2245  2487  5215  5589  5888  7039 10880 11269]
SMsplice 5SS: [ 2177  2427  5158  5531  5833  9480 10818 11201]
SMsplice 3SS: [ 2245  2487  5215  5589  9262  9601 10880 11269]
top_k =  100
Partition function (log Z): 2.7787046673065916

Sorted 5' Splice Sites (High to Low Probability):
Position 2427: 0.9999319283164582
Position 11201: 0.9986009772293067
Position 2177: 0.992857685775007
Position 5158: 0.9630856183597768
Position 5531: 0.8666988787264064
Position 5833: 0.7325957877324529
Position 6978: 0.5490037673294001
Position 6157: 0.4906973028092704
Position 357: 0.2320418784025186
Position 161: 0.15050574625803748
Position 7157: 0.08323460712699583
Position 846: 0.07939664684258886
Position 270: 0.0730743593557923
Position 1323: 0.07258994507548261
Position 2967: 0.0601866190195168
Position 891: 0.0527655306356033
Position 1194: 0.04949005913116137
Position 821: 0.032755236944466574
Position 1220: 0.03163192981659389
Position 5154: 0.030669198552879546
Position 6055: 0.02910329192643291
Position 5348: 0.023771779488563457
Position 604: 0.01845196535645059
Position 216: 0.016858491187224857
Position 3238: 0.010827787353834509
Position 1230: 0.01024603841352112
Position 3574: 0.004763201528294011
Position 1161: 0.004430703135828253
Position 2956: 0.004132558982111756
Position 2147: 0.0036620195516805553
Position 5776: 0.002942733309722345
Position 787: 0.0026964884212536677
Position 3016: 0.0026710397095453613
Position 11666: 0.0023558352584632587
Position 440: 0.0012412179412165671
Position 5498: 0.0011563890659142169
Position 1073: 0.0011014835214164579
Position 1016: 0.0010715123834078022
Position 504: 0.0008959099720059658
Position 11891: 0.0008317813247923882
Position 2964: 0.0004565855275315072
Position 6965: 0.00011747956377801405
Position 5839: 9.197413062196664e-05
Position 3863: 1.5762400587751846e-05
Position 1070: 1.5302331425728875e-05
Position 872: 1.3449546646905494e-05
Position 863: 7.970674728540834e-06
Position 2369: 5.18956894617694e-06
Position 1025: 4.183620251315046e-06
Position 2412: 4.143879784632062e-06
Position 2603: 4.107581801598252e-06
Position 453: 2.688413565456499e-06
Position 176: 2.4919611462746745e-06
Position 773: 2.4636229587479086e-06
Position 2640: 1.344156180338083e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10880: 0.9999102024585294
Position 2487: 0.9988415476475777
Position 11269: 0.9824676448874705
Position 5215: 0.9790157357215236
Position 2245: 0.9584842217810691
Position 5589: 0.7804740492431052
Position 2033: 0.6029375723104907
Position 5888: 0.33669962514387936
Position 6571: 0.26241828148691304
Position 5952: 0.25826622311181086
Position 1319: 0.14243909603915422
Position 7039: 0.08332258444678975
Position 3060: 0.060093512432705706
Position 1379: 0.04322741319755013
Position 5595: 0.04314928635388592
Position 2264: 0.03815154602439871
Position 1137: 0.020298131118175536
Position 5237: 0.020253749505078862
Position 1886: 0.014687141109109198
Position 11325: 0.007978170410904085
Position 5990: 0.006661399709876998
Position 3322: 0.00601547400900195
Position 6257: 0.005578190048296248
Position 3633: 0.00476320152829401
Position 3459: 0.004617822213051946
Position 11284: 0.0041915050749831125
Position 1274: 0.0036810783030963574
Position 11329: 0.0035954661964950354
Position 3573: 0.0030312680734248462
Position 890: 0.0026574290812388926
Position 12070: 0.0023558352584632583
Position 5618: 0.001363674161366309
Position 5745: 0.0009362897393095674
Position 11959: 0.0008317813247923889
Position 5445: 0.0006341853057959296
Position 2208: 0.0005620839520342572
Position 2315: 0.0004312444200874955
Position 11433: 0.00036819065945397207
Position 1087: 0.0002464278472655094
Position 2730: 4.3345312739952546e-05
Position 2677: 3.8824965610759096e-05
Position 3021: 1.9389983379984394e-05
Position 3114: 1.921424390218172e-05
Position 2787: 6.824881208105909e-06
Position 2556: 5.187528060505188e-06
