Gene = NijA
index = 1318
Annotated 5SS: [ 311 1249 1854]
Annotated 3SS: [1172 1461 2150]
SMsplice 5SS: [ 311 1400 1854]
SMsplice 3SS: [1172 1461 2150]
top_k =  100
Partition function (log Z): 0.4633131479955852

Sorted 5' Splice Sites (High to Low Probability):
Position 1854: 0.9750295437371148
Position 311: 0.6142988530957654
Position 1400: 0.5768402359656528
Position 1249: 0.35281740829527036
Position 348: 0.21033237823090317
Position 299: 0.07621042296106882
Position 1381: 0.025862683826470244
Position 176: 0.01225602654236994
Position 1002: 0.0071420746866189735
Position 1294: 0.005252503826213647
Position 1253: 0.004423952915566967
Position 1590: 0.004310834619346738
Position 1932: 0.003980972719427093
Position 117: 0.0037083654227761443
Position 1868: 0.0029729073279167635
Position 2033: 0.0023393242128345727
Position 676: 0.0021440834780223537
Position 1222: 0.001984245719386717
Position 1584: 0.0015998862183781235
Position 2023: 0.0015484466852140164
Position 2342: 0.0014006616965891935
Position 986: 0.0012892244071128047
Position 2050: 0.0012090993415923902
Position 2066: 0.0006975458744711934
Position 2244: 0.0005539295772841381
Position 1692: 0.00046111284479528636
Position 2370: 0.0004345561974821816
Position 1889: 0.00035490321837617435
Position 2351: 0.00034442332598597905
Position 370: 0.0003015603675980463
Position 1947: 0.00026753486043343575
Position 849: 0.0001774516703046137
Position 100: 0.0001512307320903395
Position 972: 0.00013867259421272517
Position 2271: 0.00010624265507554745
Position 1540: 9.940991264609617e-05
Position 2313: 7.194092716209723e-05
Position 2277: 3.5406783072340965e-05
Position 2268: 3.2941498345089914e-05
Position 321: 1.0963042103268622e-06
Position 469: 2.4707586392721372e-08
Position 436: 2.171261233419773e-08
Position 560: 2.120963956486016e-08
Position 228: 2.0446414151269966e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2150: 0.9969102197545345
Position 1461: 0.9842707543390251
Position 1172: 0.6755654272123717
Position 1063: 0.10493438707421036
Position 702: 0.1013823424494279
Position 947: 0.00735930439464185
Position 1509: 0.0029257326801527626
Position 1017: 0.0024951892119292342
Position 1922: 0.002452116442089273
Position 745: 0.002115476580591443
Position 443: 0.001964022353299598
Position 771: 0.0014687003245700118
Position 2398: 0.0011892963594647284
Position 2439: 0.0010191275932585197
Position 546: 0.0009718093272382775
Position 2363: 0.0007097491937463292
Position 513: 0.0006464714417786381
Position 1899: 0.0005936336282537729
Position 1434: 0.0005768289095710183
Position 393: 0.0005596277732834436
Position 1068: 0.000531124788731296
Position 824: 0.0005239249073614824
Position 930: 0.0003586375361288143
Position 2083: 0.000304728332854927
Position 576: 0.00023119402367084647
Position 2053: 0.00020273464249453144
Position 2386: 0.00019855104781782068
Position 972: 0.0001903469367516843
Position 1973: 0.00016836860986620418
Position 983: 0.000136574488069165
Position 653: 0.0001248606946045396
Position 1192: 0.00010292029962178795
