Gene = Aef1
index = 15
Annotated 5SS: [ 280 2588]
Annotated 3SS: [1602 2650]
SMsplice 5SS: [ 280 2588]
SMsplice 3SS: [1602 2650]
top_k =  100
Partition function (log Z): -5.740863889426662

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9983317878768653
Position 280: 0.7513391692396455
Position 1461: 0.3281964547074494
Position 1225: 0.12502924681258296
Position 626: 0.09715248577255897
Position 3377: 0.08362387995068932
Position 3363: 0.08243340632154675
Position 1709: 0.051847880995531406
Position 1506: 0.039036155758090316
Position 1086: 0.026686776352957745
Position 851: 0.016658048921037963
Position 3381: 0.015039923206992859
Position 41: 0.012805029211800583
Position 455: 0.011041746471018089
Position 3397: 0.008920033104083833
Position 315: 0.007298656572563355
Position 1513: 0.006713451280405987
Position 678: 0.0054837869974462515
Position 461: 0.004014348368470111
Position 29: 0.0039414862622206715
Position 3555: 0.0032030288732656726
Position 827: 0.00313471356446091
Position 465: 0.0004748810429314005
Position 831: 0.00016671334365311822
Position 65: 6.647407444122924e-05
Position 220: 2.5327936359572825e-05
Position 10: 2.250767119706907e-05
Position 20: 1.4266202494967966e-05
Position 81: 6.195345689299658e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2650: 0.9991246955217219
Position 1602: 0.6951081154266959
Position 1296: 0.32077599211821
Position 2082: 0.10880923159927583
Position 3438: 0.0982544808507153
Position 1739: 0.09534439839559954
Position 1770: 0.06299383722134234
Position 522: 0.059009141930213116
Position 1555: 0.04875881654460868
Position 1078: 0.01949528439683015
Position 3739: 0.019147192178402623
Position 3457: 0.01708947176478915
Position 365: 0.01503825375227459
Position 996: 0.014940571329981103
Position 105: 0.01304994478254808
Position 3480: 0.012694258715212271
Position 3848: 0.010465799305964883
Position 4567: 0.009370878015280922
Position 3612: 0.009123089049139721
Position 455: 0.009040161844515709
Position 3415: 0.007064190067484176
Position 1785: 0.006112478275254907
Position 3761: 0.0059104463956162045
Position 1375: 0.0053405961823811314
Position 1031: 0.005250625870425699
Position 1210: 0.0035318021974528927
Position 111: 0.002742511976056348
Position 4207: 0.002450863156831527
Position 3893: 0.001649601957141653
Position 327: 0.0012555920304735322
Position 442: 0.0010196182816427763
Position 477: 0.0010182330970675024
Position 146: 0.000756688963134806
Position 374: 0.0007329758334390772
Position 117: 0.00023802321072664953
