Gene = Ripalpha
index = 1428
Annotated 5SS: [106 559 684]
Annotated 3SS: [307 617 737]
SMsplice 5SS: [106 559 684]
SMsplice 3SS: [307 617 737]
top_k =  100
Partition function (log Z): -0.929595308965161

Sorted 5' Splice Sites (High to Low Probability):
Position 559: 0.9906085080189563
Position 684: 0.9573654859502111
Position 106: 0.515108637389745
Position 194: 0.16772841566667276
Position 242: 0.03807264536368065
Position 68: 0.020225171720297083
Position 842: 0.015600548877366246
Position 239: 0.013225187745622861
Position 906: 0.011986309792139905
Position 706: 0.007056861941081047
Position 381: 0.0052550962212354795
Position 952: 0.0033665389872835354
Position 189: 0.0023852323302217984
Position 165: 0.0009721529032657509
Position 229: 0.0007528207982135977
Position 187: 0.0005007077383771236
Position 1143: 0.00038169204071667335
Position 110: 0.00034798695246164937
Position 114: 0.0002340902596270416
Position 123: 0.00019268255193517376
Position 11: 0.00017052461526369158
Position 132: 0.0001405070230760884
Position 150: 7.398264235475859e-05
Position 573: 5.2028652818694465e-05
Position 71: 4.7632878468104074e-05
Position 130: 3.277624185959913e-05
Position 295: 3.0911970799180894e-05
Position 174: 1.3980463174751853e-05
Position 73: 1.158267975983581e-05
Position 585: 4.829694920068105e-06
Position 571: 3.1846137444692138e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 617: 0.9839927339388737
Position 737: 0.9472756769761995
Position 307: 0.6769008379852917
Position 328: 0.04712596555425125
Position 452: 0.02874916361779213
Position 748: 0.015635615699456495
Position 1478: 0.008300038461993462
Position 772: 0.007087392502827679
Position 381: 0.006841088186413423
Position 1142: 0.003909457658277832
Position 1526: 0.003894638958138342
Position 1007: 0.0036758863046601207
Position 951: 0.0035517378678215582
Position 968: 0.0029184977660122765
Position 1449: 0.0026157049550913653
Position 130: 0.0020682365493634902
Position 150: 0.0015886594231583238
Position 918: 0.001432470893526227
Position 926: 0.001301727730737844
Position 393: 0.0010920241220718095
Position 1239: 0.000522966925945069
Position 639: 0.0003857854250777668
Position 652: 0.0003598011948283767
Position 483: 0.0003432044822411977
Position 140: 0.00024382088837092005
Position 629: 9.946819190964603e-05
Position 499: 1.8159960879277434e-05
Position 105: 1.3229708609282737e-05
Position 687: 3.7152976951284416e-06
Position 60: 3.849674265226249e-07
Position 171: 3.566079057561363e-07
Position 194: 2.394140079440626e-07
Position 110: 2.6508494102998e-08
