Gene = tant
index = 1908
Annotated 5SS: [284 528]
Annotated 3SS: [440 580]
SMsplice 5SS: [284 528]
SMsplice 3SS: [440 580]
top_k =  100
Partition function (log Z): -5.815165522738178

Sorted 5' Splice Sites (High to Low Probability):
Position 528: 0.9540134847775134
Position 284: 0.8490342405873345
Position 299: 0.015313213417511231
Position 1191: 0.0021823352992440294
Position 60: 0.0015101494869163247
Position 1421: 0.000971468129765693
Position 288: 0.000739894153176638
Position 116: 0.0005907909077684446
Position 1089: 0.0005895688576367842
Position 1505: 0.0005729305452245616
Position 3: 0.0005118452997735196
Position 10: 0.00036115445600793555
Position 1095: 0.00028559791835789235
Position 331: 0.0002501310579640998
Position 218: 0.0002073184649068114
Position 250: 0.00017556027163741865
Position 1104: 7.878142885056651e-05
Position 414: 7.011083562260923e-05
Position 342: 3.314771029307155e-05
Position 119: 3.1089268921672345e-05
Position 425: 1.7452058713601528e-05
Position 82: 1.6157246533664314e-05
Position 34: 1.1674949028070682e-05
Position 205: 6.070889678242183e-06
Position 71: 2.9636843795185124e-06
Position 161: 1.7996570015107845e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 580: 0.9242717622801845
Position 440: 0.80983030871661
Position 453: 0.025343592235687298
Position 342: 0.01965609914634249
Position 623: 0.019317391913065085
Position 672: 0.004123678520804268
Position 952: 0.003867507128102484
Position 1564: 0.0035436185439376407
Position 331: 0.003179287891842897
Position 1840: 0.00222241276271772
Position 484: 0.0019162975575333471
Position 729: 0.0016853730766070013
Position 1141: 0.0012431941052778932
Position 561: 0.000866013070288654
Position 1276: 0.0008086038433253772
Position 962: 0.0007078730765190427
Position 154: 0.0006218245132015144
Position 976: 0.0004976058837078357
Position 1265: 0.0004506813819147982
Position 1482: 0.000434470054914907
Position 129: 0.0004004556988028248
Position 177: 0.0003735291740049963
Position 402: 0.0003117363891410809
Position 703: 0.00030026561812533084
Position 883: 0.0002792937889112688
Position 376: 0.0002269572928877099
Position 793: 0.00022312534999086774
Position 94: 0.00016364012792781
Position 644: 0.00015374781321145713
Position 119: 0.00014399222224391716
Position 1816: 9.525345685089184e-05
Position 166: 7.158033472868977e-05
Position 501: 6.065839219761236e-05
Position 283: 5.364726343399841e-05
Position 231: 4.7230631411298294e-05
Position 371: 2.6612451369060386e-05
Position 104: 2.6435288883616376e-05
Position 317: 1.0715671524278638e-05
Position 514: 9.164481990287538e-06
Position 50: 6.5813914370250785e-06
Position 60: 4.760338672398228e-06
Position 241: 1.942178719601627e-06
Position 213: 1.0300710837785451e-08
