Gene = Cog3
index = 1084
Annotated 5SS: [ 194  763 1308 1501 1721 1909 2706]
Annotated 3SS: [ 249  819 1360 1559 1778 1962 2763]
SMsplice 5SS: [ 194  763 1308 1501 1721 1909 2706]
SMsplice 3SS: [ 249  819 1360 1559 1778 1962 2763]
top_k =  100
Partition function (log Z): 17.430143602566886

Sorted 5' Splice Sites (High to Low Probability):
Position 1721: 0.9998650532168748
Position 194: 0.9979356486375014
Position 1501: 0.9925191045299577
Position 2706: 0.9747309243122755
Position 763: 0.9078897493077694
Position 1308: 0.8961060572161902
Position 1909: 0.8680311068890131
Position 2405: 0.20174428255271437
Position 2420: 0.06980108177248834
Position 2409: 0.056740690409393536
Position 889: 0.04084418144276152
Position 3150: 0.027892007417911466
Position 2253: 0.027699853232690627
Position 277: 0.023639716239894956
Position 1896: 0.02151801486516247
Position 2731: 0.016444462904007875
Position 1941: 0.005324056881360043
Position 1039: 0.005058806707703424
Position 1930: 0.003320969720725702
Position 1265: 0.0033147198446720908
Position 2411: 0.003212968127591036
Position 1186: 0.00277665010219572
Position 3156: 0.002110640961332868
Position 2974: 0.002032314727848176
Position 2816: 0.0019204518589207953
Position 1317: 0.001656632568971187
Position 2395: 0.0015163755358321455
Position 3106: 0.0013003364638677981
Position 2308: 0.0011650846824041161
Position 1159: 0.0010354202212743628
Position 652: 0.0008513350585893942
Position 771: 0.000794563270089718
Position 1240: 0.0005680850954960179
Position 378: 0.0005665056873041345
Position 1005: 0.00041833438571941
Position 1071: 0.0003940203030451773
Position 2001: 0.0003903579657264572
Position 528: 0.00037576670447186206
Position 2966: 0.0003428989601543397
Position 3172: 0.00030205178697433803
Position 893: 0.0001577727478461419
Position 884: 0.00014685850830947788
Position 855: 0.00012388716458764415
Position 791: 0.00011973936768741708
Position 1056: 9.198441263154095e-05
Position 1522: 8.557418871123004e-05
Position 910: 8.236238009975775e-05
Position 388: 8.079719194921492e-05
Position 1505: 7.636117247646633e-05
Position 694: 6.368518706399389e-05
Position 1728: 3.234776916845413e-05
Position 1725: 2.9037388174720283e-05
Position 223: 2.0313979650154326e-05
Position 366: 1.4559675756428583e-05
Position 1545: 1.0745532090082618e-05
Position 1705: 7.69552928662778e-06
Position 246: 3.6691475634512238e-06
Position 775: 6.650854557020277e-07
Position 512: 5.686982789139447e-07
Position 717: 3.405782777647586e-07
Position 2671: 3.20975401218638e-07
Position 2718: 2.6224731390435294e-07
Position 2634: 7.384463930652484e-08
Position 198: 3.937598255276094e-08
Position 132: 3.7310324354124284e-08
Position 172: 1.1825659938670487e-08
Position 38: 3.779938110667274e-09
Position 158: 2.4942892486329284e-09
Position 103: 9.04895272899364e-10
Position 6: 2.0284096072271303e-11
Position 281: 1.6023327186868935e-13
Position 1878: 9.192783348673932e-15
Position 1858: 6.587734600263136e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1778: 0.9965776898217799
Position 249: 0.9801823815730518
Position 1360: 0.9694157077847011
Position 1559: 0.967438872005313
Position 819: 0.8952436998128582
Position 2763: 0.8931156248524299
Position 1962: 0.5356052926499658
Position 2472: 0.40786182800793547
Position 2001: 0.30686183078520657
Position 2790: 0.054502727340043564
Position 2827: 0.040113889743705416
Position 1606: 0.020172657408996292
Position 3218: 0.01894122853299973
Position 276: 0.011432869284216432
Position 3260: 0.010738340323040503
Position 831: 0.007152811683883168
Position 2885: 0.006640684908969666
Position 1254: 0.004313457767094545
Position 549: 0.0036592848335026016
Position 3297: 0.0035182957704653667
Position 301: 0.0035120001788653487
Position 1574: 0.003076962298666819
Position 948: 0.0028570496846059283
Position 1800: 0.002667866656050024
Position 2311: 0.0026237532500245466
Position 441: 0.0017677576026590347
Position 1651: 0.0017657296825089048
Position 2384: 0.0017258638650945086
Position 444: 0.0017152885079853085
Position 2075: 0.001611322687213633
Position 2029: 0.0016072175222809468
Position 1119: 0.0013443550498901322
Position 2195: 0.001334848412687704
Position 332: 0.001128955565642456
Position 678: 0.0007746570508072985
Position 3233: 0.0006282904858500343
Position 2354: 0.0004589701424161991
Position 1849: 0.0001966691353119982
Position 354: 0.0001868893477290938
Position 1615: 0.00017811235847315103
Position 3332: 0.00015409520573329545
Position 392: 0.00011517811231051636
Position 647: 8.47223394767159e-05
Position 701: 6.261779135170198e-05
Position 651: 5.909424345677667e-05
Position 1663: 4.7809683516874626e-05
Position 554: 4.045939107900049e-05
Position 981: 2.523102576175506e-05
Position 1858: 2.495790636421829e-05
Position 579: 1.4382055259430841e-05
Position 1780: 1.1947068698165613e-05
Position 921: 8.771015343119265e-06
Position 317: 7.987349095873417e-10
Position 183: 4.001383020896111e-11
Position 52: 3.5088010115792076e-13
Position 139: 2.880351920939677e-13
Position 145: 1.3294560751135503e-13
Position 76: 1.6855916489726194e-14
Position 143: 1.614490478528258e-14
Position 58: 8.777430627324367e-15
Position 103: 8.151732556695798e-15
Position 198: 2.023104499752708e-15
