Gene = mtRNApol
index = 1802
Annotated 5SS: [ 358  562 1001 1213 2018 3215 4495]
Annotated 3SS: [ 423  615 1056 1266 2074 3271 4552]
SMsplice 5SS: [ 358  562 1001 1213 2018 3215 4495]
SMsplice 3SS: [ 423  615 1056 1266 2074 3271 4552]
top_k =  100
Partition function (log Z): 16.872483436520305

Sorted 5' Splice Sites (High to Low Probability):
Position 562: 0.9994474218693448
Position 358: 0.9977519162727991
Position 4495: 0.995446418684405
Position 3215: 0.9941336708776798
Position 1001: 0.9746089052061659
Position 2018: 0.9061439619066552
Position 1213: 0.8985829076344894
Position 1355: 0.05265528905295164
Position 1418: 0.04619666454286292
Position 1576: 0.04540523379544823
Position 70: 0.025466523699727812
Position 3476: 0.018708515127279952
Position 1006: 0.01624753033506508
Position 778: 0.011399202004462415
Position 2022: 0.009587686990041264
Position 1357: 0.008961121350960026
Position 4667: 0.0058175960911151245
Position 2294: 0.0049507656701212625
Position 897: 0.00455258849954973
Position 759: 0.004153827791887509
Position 4835: 0.004028347444256887
Position 4843: 0.0038124819805012587
Position 3196: 0.0027783112596419515
Position 74: 0.0026507725124233195
Position 786: 0.0026411819549584568
Position 273: 0.002147505598732269
Position 2540: 0.0020214248898523506
Position 1201: 0.0017929059076949843
Position 3493: 0.0013188954659206478
Position 3872: 0.0012609474589550915
Position 3178: 0.0011106880388238036
Position 918: 0.0010171979351740355
Position 1220: 0.0006225673335413127
Position 4951: 0.0004221087108914331
Position 60: 0.00024286471078925926
Position 94: 0.0002093906552102207
Position 362: 0.00020886120203460635
Position 32: 0.0001953689055975983
Position 379: 0.0001617700194653018
Position 3166: 0.00015930693669847186
Position 757: 0.00015042002066995925
Position 4499: 0.00014204862605163467
Position 37: 0.00013410061790247743
Position 96: 0.0001322333089887917
Position 843: 0.00010103135216351406
Position 644: 9.961069016380206e-05
Position 4700: 5.577873527264891e-05
Position 4716: 5.245381778397745e-05
Position 884: 5.149454447042679e-05
Position 323: 2.1319126512420925e-05
Position 546: 1.2383526350762207e-05
Position 566: 1.1196093484795601e-05
Position 1361: 9.953159913443086e-06
Position 173: 7.8332539807748e-06
Position 275: 6.630598831758413e-06
Position 1157: 6.212278201457245e-06
Position 72: 4.147001478188584e-06
Position 117: 2.6817684123533636e-06
Position 277: 2.6451000416216387e-06
Position 1529: 2.3229977154731445e-06
Position 144: 1.7971228853762834e-06
Position 2327: 1.5709499116758266e-06
Position 2162: 1.1847213449530662e-06
Position 2397: 8.02696262935417e-07
Position 4653: 1.74745755275803e-07
Position 4225: 1.03801059764063e-07
Position 4417: 4.759438182989345e-08
Position 3617: 2.906052658163471e-10
Position 187: 8.236499055898743e-12
Position 309: 7.86869602122657e-12
Position 137: 2.976145114028282e-12
Position 161: 2.807312015649352e-12
Position 207: 2.25642362944057e-12
Position 4117: 1.333162388801143e-12
Position 128: 7.84799579127575e-13
Position 146: 5.483157562748042e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 615: 0.9972468280486294
Position 1056: 0.9960377090653046
Position 4552: 0.9951319625804307
Position 423: 0.9927235242568284
Position 3271: 0.9905182692246997
Position 2074: 0.985615077222288
Position 1266: 0.710465516639763
Position 1698: 0.10494366582584493
Position 1417: 0.09335504836134231
Position 1273: 0.04433669652587024
Position 155: 0.025372786019143122
Position 834: 0.019675637254567526
Position 1279: 0.013520697449286849
Position 3766: 0.011493688509907642
Position 1658: 0.01146151051759434
Position 3694: 0.008735251347523442
Position 3283: 0.006559671989625245
Position 2749: 0.006296013235258034
Position 5021: 0.004526448269159476
Position 1768: 0.0034466388796148798
Position 435: 0.0034305343745975755
Position 5037: 0.0032003551334131423
Position 4104: 0.002724766656563173
Position 2353: 0.002403705601639265
Position 4903: 0.0020216794986440746
Position 258: 0.001954081968956578
Position 4726: 0.0019161739319685873
Position 4732: 0.0016762572999058057
Position 323: 0.0014555096360815976
Position 495: 0.0011113610469712988
Position 161: 0.000967135638834043
Position 426: 0.000835287275959224
Position 347: 0.0007245997016366946
Position 878: 0.0005713482609142276
Position 4916: 0.00046157160469164065
Position 1073: 0.00043383788398214466
Position 4887: 0.00039794072244226676
Position 320: 0.0003965783179269028
Position 1085: 0.0003489610738945304
Position 3671: 0.00031725294144004833
Position 1451: 0.0002320472546706577
Position 4736: 0.00019183951129329716
Position 4619: 0.00013745553463948132
Position 273: 0.00012854339235492107
Position 5099: 0.00011911026041415398
Position 937: 9.193914402797394e-05
Position 627: 6.42637172638726e-05
Position 634: 5.567649446481969e-05
Position 896: 5.101375968933942e-05
Position 704: 3.469707962743381e-05
Position 187: 1.7136479207892904e-05
Position 384: 1.5540034184820407e-05
Position 503: 1.4348023629358482e-05
Position 1062: 1.4048405435291038e-05
Position 917: 1.4024960266920535e-05
Position 884: 1.2614974436234793e-05
Position 965: 1.2017630438207566e-05
Position 225: 7.1155288444750905e-06
Position 1131: 5.37104318655864e-06
Position 515: 1.5711810998829268e-06
Position 527: 4.886871815403955e-07
Position 512: 3.820020806826756e-07
