Gene = Cbl
index = 1055
Annotated 5SS: [ 909 1860 2073 2260 2450]
Annotated 3SS: [1451 1947 2137 2317 4086]
SMsplice 5SS: [ 909 1860 2073 2260 2450]
SMsplice 3SS: [1451 1947 2137 2317 3825]
top_k =  100
Partition function (log Z): 13.186249607786284

Sorted 5' Splice Sites (High to Low Probability):
Position 2260: 0.999808711437203
Position 2073: 0.9996704906918938
Position 909: 0.9902625597787978
Position 1860: 0.9644868330774937
Position 2450: 0.6687356702728339
Position 2546: 0.29828869544349307
Position 2901: 0.08462519544905331
Position 4024: 0.07541967014674852
Position 2895: 0.05078129119614526
Position 1870: 0.03152375232610697
Position 2805: 0.020048009899882355
Position 2905: 0.018716029586875557
Position 4921: 0.01505796387895713
Position 1314: 0.012299360320803913
Position 169: 0.008841021437144098
Position 988: 0.0028587986333278716
Position 1329: 0.002722740893355863
Position 1876: 0.0020487882325254275
Position 979: 0.0018296176408925226
Position 514: 0.0017828002063157535
Position 902: 0.0017468224454230967
Position 1495: 0.0012506654082913068
Position 1690: 0.0012009850716348106
Position 59: 0.0007387567838078559
Position 1156: 0.0005850454340048505
Position 1581: 0.0005624050693102738
Position 1901: 0.00033633511985777496
Position 2064: 0.00027941225558910065
Position 2670: 0.0002726420684262145
Position 116: 0.00026838062058159406
Position 177: 0.00019492276467398287
Position 2917: 0.0001827131593446791
Position 2880: 0.00017878060016864158
Position 970: 0.00016960268744828645
Position 132: 0.00016885052806974045
Position 2242: 0.00013386023449535374
Position 1827: 0.00012624237378468752
Position 1007: 9.155829494451454e-05
Position 2455: 6.373903113564993e-05
Position 557: 6.302997238897546e-05
Position 45: 5.299992247354637e-05
Position 2269: 5.277861490316187e-05
Position 1615: 4.550715829210887e-05
Position 501: 3.7880139395354705e-05
Position 1783: 2.9309424257689713e-05
Position 564: 2.7850679501762935e-05
Position 941: 2.7573587461013356e-05
Position 190: 2.6737537246550854e-05
Position 2504: 2.6448845011373867e-05
Position 1735: 1.6468765098083842e-05
Position 1671: 1.5970951091968214e-05
Position 2036: 1.407305506899489e-05
Position 198: 1.1531283399015576e-05
Position 327: 1.086528268331264e-05
Position 57: 8.194291412616665e-06
Position 2083: 6.828470797348822e-06
Position 2559: 4.9413137722733325e-06
Position 63: 4.816748186781696e-06
Position 2550: 4.53776565641716e-06
Position 2460: 2.5404732800096233e-06
Position 2211: 1.7580620236267073e-06
Position 2682: 7.43236082769683e-07
Position 2278: 6.604736263403157e-08
Position 2214: 6.25109020209782e-08
Position 2331: 9.263326941397675e-09
Position 2013: 3.856794060836661e-11
Position 2102: 2.4729911328274566e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2317: 0.9999630350184493
Position 1947: 0.9968829219275239
Position 1451: 0.9774786107965128
Position 2137: 0.9528270558095164
Position 3825: 0.49512994868804894
Position 2729: 0.1289067042407448
Position 4086: 0.09727207788178371
Position 5757: 0.0936263356582279
Position 3791: 0.06831727009835802
Position 2593: 0.06491791608746149
Position 6178: 0.062404780920947776
Position 2702: 0.057330786212126006
Position 2679: 0.0489628314745192
Position 5886: 0.036028291758773555
Position 2141: 0.02984882976699555
Position 5921: 0.020018742185113167
Position 5686: 0.015494721332385369
Position 2151: 0.013634046400335446
Position 1608: 0.010424124789576031
Position 4608: 0.010406622894850552
Position 3806: 0.0073208954376866075
Position 1119: 0.006772749246732834
Position 3092: 0.00605689558690269
Position 230: 0.006044727814127013
Position 3629: 0.005075349437581505
Position 1482: 0.004705973132330584
Position 4324: 0.004477545845510768
Position 1638: 0.004141553142495345
Position 3860: 0.00367808177455714
Position 2118: 0.003648363613823762
Position 1075: 0.0030220243699077584
Position 1970: 0.0028749065440654272
Position 1140: 0.0028726658900452093
Position 1191: 0.0023656717601025726
Position 3982: 0.0017346389488692414
Position 621: 0.0015272349824541319
Position 3221: 0.0013867811173185396
Position 2633: 0.001210329074077384
Position 3198: 0.0010118011945917662
Position 260: 0.0009665592911722496
Position 1276: 0.0009411662531735737
Position 3026: 0.0009229694472600259
Position 3149: 0.0007172968259136738
Position 1007: 0.0006980109893571033
Position 115: 0.0006676445927807692
Position 1390: 0.000562703338040065
Position 970: 0.0004327381862302267
Position 1025: 0.0003534764343105201
Position 1408: 0.000348138713314948
Position 423: 0.0003471188920589022
Position 1314: 0.00021417865223739472
Position 1707: 0.00020483564600290335
Position 1910: 0.00019063579734983975
Position 597: 0.00017265629018211202
Position 284: 0.00016514767042016847
Position 281: 0.0001609218212899439
Position 806: 0.00015953370432792688
Position 1145: 0.00015943956996046957
Position 1233: 0.00013878595002414601
Position 1419: 7.2599598463057e-05
Position 173: 7.141853307239455e-05
Position 1821: 6.761054899893163e-05
Position 198: 6.0186481581529005e-05
Position 627: 5.691608540927956e-05
Position 393: 5.307337415503862e-05
Position 633: 3.282837185649602e-05
Position 2347: 2.579498144066121e-05
Position 459: 2.394564942710747e-05
Position 266: 2.1390240761170183e-05
Position 2389: 1.027803091043678e-05
Position 2172: 8.005411297428707e-06
Position 2013: 6.658054229735974e-06
Position 1949: 5.050906215434229e-06
Position 1979: 3.4662417646052366e-06
Position 2021: 2.8174174587729933e-06
Position 2182: 2.7995790605301542e-06
Position 1154: 2.530597809199377e-07
Position 2467: 1.5526346509688826e-07
Position 2425: 1.281467334499877e-07
Position 2422: 6.704381445985332e-08
