Gene = lok
index = 1759
Annotated 5SS: [ 299  642  884 1232 1750 2191]
Annotated 3SS: [ 359  725 1122 1311 1955 2249]
SMsplice 5SS: [ 591  884 1232 2191]
SMsplice 3SS: [ 725 1122 1955 2249]
top_k =  100
Partition function (log Z): 10.397315146425287

Sorted 5' Splice Sites (High to Low Probability):
Position 2191: 0.9991227383316916
Position 591: 0.7987742471821618
Position 1232: 0.6826911647610887
Position 884: 0.6277376323695393
Position 1011: 0.3590842291911027
Position 299: 0.2660933312471824
Position 1750: 0.2620808308994342
Position 1251: 0.20702283282976544
Position 1419: 0.15733223927338313
Position 642: 0.07629128491249644
Position 559: 0.06535884982687502
Position 827: 0.04130345329539195
Position 1826: 0.03767500089778687
Position 141: 0.026040833333451505
Position 2729: 0.023434364079138924
Position 1277: 0.019439774567606996
Position 1409: 0.008848147668576316
Position 322: 0.007198839837797908
Position 518: 0.005334430482295054
Position 97: 0.0048944612701216465
Position 638: 0.003039579717467422
Position 333: 0.0029467198263777223
Position 1201: 0.002235854276264809
Position 2894: 0.0017848985970519012
Position 303: 0.0015016060514348518
Position 1733: 0.001397889557454783
Position 2864: 0.001179270041096258
Position 132: 0.0009261955486157767
Position 211: 0.0008940891520016104
Position 2325: 0.0008803045137524124
Position 1571: 0.0008802482227541803
Position 2046: 0.0006140405236071276
Position 888: 0.0006052135307749164
Position 319: 0.0005496266486869969
Position 552: 0.0004829820679967313
Position 597: 0.00044124746479705384
Position 545: 0.0004255414439386638
Position 2177: 0.0002592607723754864
Position 195: 0.00013794994349386618
Position 2875: 0.00013652267227475453
Position 297: 0.00010932395356491068
Position 2674: 9.195164495740273e-05
Position 305: 8.143329365991643e-05
Position 492: 6.566626994876703e-05
Position 2554: 6.36883687167316e-05
Position 112: 5.795220889036704e-05
Position 2606: 5.3976361203465405e-05
Position 2584: 4.29340038725554e-05
Position 129: 2.435261809472266e-06
Position 2174: 2.289514689011356e-06
Position 2195: 1.3858169032971736e-06
Position 2280: 1.0909723186057098e-06
Position 151: 7.251961822799127e-07
Position 100: 1.3684652411633646e-07
Position 160: 9.257017396974688e-08
Position 145: 5.1043302210012965e-08
Position 2153: 4.797502876815802e-09
Position 2114: 3.5425302747076308e-09
Position 2050: 1.051317273539936e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2249: 0.9997383549572105
Position 1955: 0.9914592762858169
Position 1122: 0.9906329925624608
Position 725: 0.9540636568510786
Position 1311: 0.2995038561434131
Position 359: 0.20605939648715452
Position 1325: 0.054692236378278775
Position 387: 0.04837587956493137
Position 883: 0.03608519017713552
Position 1516: 0.033225419690401145
Position 365: 0.028477314692922733
Position 2806: 0.01650363746245683
Position 2938: 0.008709114264101599
Position 1096: 0.005878785073605071
Position 186: 0.0036224302836620815
Position 939: 0.0032495077679497194
Position 752: 0.00255628646216228
Position 1333: 0.0021918503891119843
Position 948: 0.0019430378275744778
Position 407: 0.0015894392015031815
Position 256: 0.0011962665612267396
Position 2911: 0.0011781686916606745
Position 2433: 0.001143040528859818
Position 887: 0.0009908979314841716
Position 265: 0.0009645300167137547
Position 1941: 0.0009384442564439959
Position 517: 0.0006770814610865535
Position 325: 0.0004084009140314957
Position 872: 0.0003408056589912511
Position 2875: 0.0003047337051355095
Position 935: 0.00028373616855691347
Position 190: 0.00015659057611064453
Position 230: 0.00012623936010178416
Position 2727: 9.195164495740273e-05
Position 284: 8.241000229164458e-05
Position 273: 7.905945751412893e-05
Position 145: 4.770284523650576e-05
Position 1057: 2.773540312498327e-05
Position 1175: 2.7214320116594776e-05
Position 227: 1.3361592643861613e-05
Position 204: 1.105977132910543e-05
Position 1054: 5.773033662404645e-06
Position 1394: 3.1229603408742956e-09
