Gene = ens
index = 1696
Annotated 5SS: [  97  782 1002 2595 2801 3430 4162 4900 6243 7562 7789 8670 8973 9415
 9632]
Annotated 3SS: [ 727  893 2337 2660 3313 3906 4758 5576 7387 7618 7847 8741 9049 9470
 9697]
SMsplice 5SS: [ 782 2595 2801 3430 4156 4900 7562 7789 8670 8973 9415 9632]
SMsplice 3SS: [2337 2660 3313 3906 4758 7387 7618 7847 8741 9049 9470 9697]
top_k =  100
Partition function (log Z): 40.38064951951886

Sorted 5' Splice Sites (High to Low Probability):
Position 4900: 0.9999999999999968
Position 7562: 0.9998775842996779
Position 8973: 0.9996208308454381
Position 8670: 0.999550958267501
Position 7789: 0.9991281583550938
Position 9415: 0.9952972006420451
Position 3430: 0.9951464189492749
Position 2801: 0.9949385758118369
Position 782: 0.9857372380242703
Position 2595: 0.9725885756839985
Position 9632: 0.9228579754764932
Position 4156: 0.422694126706424
Position 1002: 0.33936747363959935
Position 4455: 0.2786762190579074
Position 5937: 0.27378114739321036
Position 4162: 0.23905435587344215
Position 6919: 0.21188555708357956
Position 962: 0.14565171074237435
Position 660: 0.1016941051908281
Position 8079: 0.08530777545104411
Position 9848: 0.05383526999147947
Position 666: 0.05287002285894203
Position 36: 0.049983411748957915
Position 5350: 0.04587670357948723
Position 97: 0.037887768799746695
Position 1274: 0.03231423232060371
Position 6243: 0.02850429025090468
Position 541: 0.026784201034170375
Position 2599: 0.026404275073638867
Position 4474: 0.021059960255147066
Position 2211: 0.016594434702345232
Position 7921: 0.014100978159191278
Position 1343: 0.011886290774996564
Position 2158: 0.010655017090044289
Position 3691: 0.010517370631251789
Position 9868: 0.010516709826969175
Position 553: 0.010428102527608002
Position 10515: 0.009406683027058322
Position 551: 0.008849186985083303
Position 2124: 0.008590755988298712
Position 549: 0.007453958994427936
Position 1598: 0.00617351150419531
Position 833: 0.0048875190500089274
Position 545: 0.004538546235334878
Position 537: 0.004439026571023835
Position 9226: 0.00284065720706408
Position 547: 0.0028256552127699816
Position 9317: 0.0027115402763594376
Position 3679: 0.0026924608895865973
Position 6660: 0.002001595260722936
Position 41: 0.0019875370502743955
Position 4284: 0.0019083830648207176
Position 3707: 0.001344043961222818
Position 5145: 0.0012507256159407982
Position 2791: 0.0012042964761087487
Position 2818: 0.0011885994540169838
Position 378: 0.0011206825424176098
Position 9216: 0.0010271617872288908
Position 348: 0.0010034720773826793
Position 350: 0.0008599639272043232
Position 2769: 0.0008522643709781538
Position 3109: 0.0008327189852446735
Position 9429: 0.0006935144683530817
Position 124: 0.0006295792339708178
Position 266: 0.0004586446924140666
Position 527: 0.00037197039532848236
Position 1155: 0.00034155685981568894
Position 2764: 0.0003307319889932053
Position 2573: 0.00032064494663598447
Position 3580: 0.00021136475267878162
Position 3798: 0.00018615274535389184
Position 3685: 0.00017275532322291314
Position 207: 0.0001644861826489293
Position 21: 0.00012654195683552
Position 811: 0.0001170981296715036
Position 1166: 9.721060477338934e-05
Position 2523: 9.381383628963374e-05
Position 442: 8.505384554230565e-05
Position 213: 4.042979734011469e-05
Position 153: 3.9661044825842764e-05
Position 9833: 3.306608676751045e-05
Position 7906: 1.1651671576084082e-05
Position 7970: 6.013350356063139e-06
Position 755: 3.0686308236594353e-06
Position 9006: 4.5146387405749635e-07
Position 3460: 3.6195054728148356e-07
Position 7798: 1.412330357995921e-07
Position 8977: 4.62814008297004e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2660: 0.9996732864886996
Position 8741: 0.9991134528411281
Position 7618: 0.9971324774925312
Position 7847: 0.9924634633460381
Position 9049: 0.9921937954097618
Position 3313: 0.9689318889986711
Position 2337: 0.9408632667953392
Position 7387: 0.9328628251401312
Position 9697: 0.8835930801836779
Position 9470: 0.8397659928795502
Position 4758: 0.7944716867796283
Position 893: 0.5916356863689225
Position 3906: 0.47881063030601423
Position 727: 0.2863832465889801
Position 3552: 0.2653585693206219
Position 4379: 0.22369990301603995
Position 6824: 0.1990221030310001
Position 5576: 0.165804501973804
Position 9489: 0.15370297621739815
Position 8154: 0.08386034118867633
Position 5417: 0.07509792898588659
Position 9914: 0.0738809686577936
Position 4761: 0.07220207999959595
Position 5175: 0.07159509020739714
Position 6376: 0.046133815920280596
Position 4807: 0.04535846426517817
Position 3831: 0.04331750713335699
Position 4952: 0.03592157441706265
Position 7031: 0.033774612604056134
Position 3573: 0.03083196921320942
Position 4617: 0.01758474963356991
Position 3273: 0.014881219378514254
Position 96: 0.014695448102897933
Position 7969: 0.012197220332698286
Position 11633: 0.012088071727306648
Position 93: 0.011533172327019
Position 9766: 0.011486606150498837
Position 3336: 0.010054946030232902
Position 1219: 0.009279942454278359
