Gene = Cln3
index = 1081
Annotated 5SS: [  60 3334 3537 3784 4183]
Annotated 3SS: [3119 3405 3624 3842 4239]
SMsplice 5SS: [ 203 3334 3537 3784 4183]
SMsplice 3SS: [3119 3405 3635 3842 4239]
top_k =  100
Partition function (log Z): 12.141901119871317

Sorted 5' Splice Sites (High to Low Probability):
Position 3334: 0.9984609734965295
Position 3537: 0.9950103420729909
Position 3784: 0.9940259898487416
Position 4183: 0.9875688771584122
Position 203: 0.550154179273856
Position 60: 0.18462030700602217
Position 801: 0.1479693197478002
Position 96: 0.03448752286049712
Position 64: 0.028737356317848708
Position 269: 0.02526174824654326
Position 501: 0.02525373444882525
Position 2776: 0.019461412547915755
Position 293: 0.015148626689185082
Position 542: 0.013563645845407939
Position 508: 0.011114656095674995
Position 1324: 0.008342501689540715
Position 2194: 0.00631640271512288
Position 3796: 0.005202484646029175
Position 4039: 0.003261490370248381
Position 3532: 0.00267481219336432
Position 655: 0.001847848912160675
Position 4389: 0.0013084821442031567
Position 4303: 0.0006080556251746098
Position 3263: 0.0005778490669897446
Position 4287: 0.000488188881380879
Position 3541: 0.0004262555133506246
Position 4086: 0.00031447560112510503
Position 4321: 0.0002917045401892144
Position 260: 0.0002668574561985119
Position 3289: 0.00021077985845477444
Position 4015: 0.00018246978138710716
Position 4081: 0.00016664430748623244
Position 4720: 0.0001541696994875136
Position 3286: 0.00012916685766033685
Position 3461: 0.00012189391038382427
Position 4147: 0.00011861983392367437
Position 3993: 0.00011553520593367674
Position 4671: 0.00010836238491606918
Position 209: 9.980406634673969e-05
Position 4399: 9.539119994566257e-05
Position 267: 6.812677310452941e-05
Position 229: 6.18619697311543e-05
Position 3788: 4.7345848836295105e-05
Position 4796: 3.519104461121775e-05
Position 3481: 3.273285226742123e-05
Position 139: 1.452383772560002e-05
Position 80: 1.2452962070275852e-05
Position 241: 7.062843655277883e-06
Position 4054: 3.319509575221361e-06
Position 3791: 2.671956059639786e-06
Position 3499: 2.271749620150128e-06
Position 3451: 2.1091934682807564e-06
Position 73: 1.6581799079301416e-06
Position 132: 1.5343911617213651e-06
Position 3711: 7.976270283518419e-07
Position 3674: 4.634564173300106e-07
Position 4030: 2.2949710875769245e-08
Position 4044: 1.006975699022484e-08
Position 4007: 8.51310437457495e-09
Position 4004: 6.191114639543084e-09
Position 3932: 4.544472033824743e-09
Position 3875: 1.3303513956674958e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3842: 0.9992510782135642
Position 3405: 0.9989030191349073
Position 3119: 0.9859503323053083
Position 4239: 0.9717448862182169
Position 3635: 0.5249488468546987
Position 3624: 0.4566744169574429
Position 2543: 0.03223612685222007
Position 4261: 0.016693770111468352
Position 3659: 0.016615921696073073
Position 332: 0.015390487630524693
Position 598: 0.009834229227544357
Position 541: 0.007870632413287478
Position 719: 0.007343379741645185
Position 685: 0.006560722982081608
Position 339: 0.004430419652410479
Position 4356: 0.0038175385228853406
Position 355: 0.0014640810376330548
Position 4442: 0.0014038733441488185
Position 673: 0.001287910261820546
Position 3460: 0.0005658852276080164
Position 4389: 0.000546964589902379
Position 4113: 0.0003181703829189811
Position 4092: 0.00015743463563176025
Position 4767: 0.0001541696994875135
Position 4731: 0.00010836238491606914
Position 3421: 8.309636303889752e-05
Position 3425: 7.99296947392512e-05
Position 4098: 6.470640602534396e-05
Position 4855: 3.519104461121777e-05
Position 3925: 2.111343878754663e-05
Position 3735: 6.4188854564274825e-06
