Gene = l(2)34Fd
index = 1743
Annotated 5SS: [ 154  614 1389]
Annotated 3SS: [ 211  666 1448]
SMsplice 5SS: [ 154  614 1389]
SMsplice 3SS: [ 211  666 1448]
top_k =  100
Partition function (log Z): 4.209558141393608

Sorted 5' Splice Sites (High to Low Probability):
Position 1389: 0.9985944984789887
Position 614: 0.9950852737041939
Position 154: 0.9426372515887308
Position 1550: 0.021133801740548335
Position 779: 0.014602549684846798
Position 772: 0.007071287548616798
Position 141: 0.0036519105089707015
Position 982: 0.003363295520854898
Position 2215: 0.0017358398505779248
Position 599: 0.001397459266330551
Position 796: 0.0013713404837837802
Position 605: 0.0011903848882178596
Position 1594: 0.001035275200777524
Position 975: 0.0006692775531781041
Position 389: 0.0005704862354479927
Position 340: 0.00028170751411679196
Position 748: 0.0002779108407055482
Position 145: 0.00025926152107612544
Position 1376: 0.0002551038137095224
Position 2005: 0.00022264647758975993
Position 449: 0.00014963794782589296
Position 1560: 0.00012390002348069428
Position 379: 0.00011213567507639974
Position 1971: 0.00011201163118142276
Position 2018: 0.00011004341573366015
Position 158: 8.762420024498841e-05
Position 2254: 8.318540492071531e-05
Position 1726: 7.284235366921488e-05
Position 46: 6.923607463245069e-05
Position 568: 6.173983571032557e-05
Position 391: 4.819031134313063e-05
Position 592: 4.2460166985038756e-05
Position 434: 1.603422166949156e-05
Position 90: 1.4276327137528818e-05
Position 94: 7.107463922422401e-06
Position 32: 2.615045302237276e-06
Position 34: 9.691318857803485e-07
Position 1393: 7.300812010086208e-07
Position 50: 5.364755945593547e-07
Position 626: 3.507241933080363e-07
Position 1293: 3.272508112026996e-07
Position 695: 2.11109749549628e-07
Position 11: 1.6193296321498776e-07
Position 1414: 1.4993775467454706e-07
Position 56: 1.4510087505567478e-07
Position 1308: 8.378452930863992e-08
Position 9: 1.6257181845372454e-08
Position 112: 9.91479769661e-09
Position 103: 3.761333278956765e-09
Position 185: 1.18729644256958e-09
Position 197: 6.039478563285685e-10
Position 211: 1.1962697985265454e-11
Position 78: 2.4119298332502527e-12
Position 374: 1.4571024057948286e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.9965968762917381
Position 666: 0.9824976634610919
Position 211: 0.9419538929107112
Position 847: 0.024862548980697854
Position 1649: 0.02099251640442832
Position 728: 0.008425109635670409
Position 1038: 0.0055741775870978725
Position 690: 0.002488935046602177
Position 456: 0.0018899773121353357
Position 2280: 0.0018467918221121656
Position 1617: 0.0017227332077843721
Position 340: 0.0010483759480315882
Position 254: 0.0008227765129309075
Position 1466: 0.0007215587288483009
Position 241: 0.0005487249960770273
Position 271: 0.0005346802303777415
Position 1174: 0.0004726147495511191
Position 2208: 0.00042881584668189943
Position 1791: 0.00039224907005013654
Position 1052: 0.00033834468205743275
Position 286: 0.000279374469052775
Position 1525: 0.0002559379812914527
Position 1014: 0.00022729929823247383
Position 2084: 0.00021567600691711053
Position 468: 0.00016201018003580652
Position 534: 0.0001390982469248865
Position 1659: 0.00011775311452862014
Position 699: 0.00010782504197183172
Position 748: 0.00010352576700961067
Position 775: 0.00010181343924089788
Position 415: 9.183749484649117e-05
Position 2304: 8.318540492071515e-05
Position 757: 8.272760291218919e-05
Position 1594: 7.826481370956175e-05
Position 1485: 7.823827183835111e-05
Position 315: 6.670898222958032e-05
Position 969: 6.490159579443696e-05
Position 433: 2.798099091886972e-05
Position 103: 2.28048012266202e-05
Position 117: 2.1280554893178938e-05
Position 379: 1.4434700027468983e-05
Position 232: 1.2358424296638442e-05
Position 185: 5.641159946237845e-06
Position 87: 3.035616514968298e-06
Position 151: 1.1959039894665497e-07
Position 141: 8.263427214899876e-08
Position 69: 2.018010431901615e-08
