Gene = M6
index = 1254
Annotated 5SS: [ 416 3399 3762]
Annotated 3SS: [3238 3456 3817]
SMsplice 5SS: [ 839 1094 3399 3762]
SMsplice 3SS: [ 897 3238 3456 3817]
top_k =  100
Partition function (log Z): 4.759790925370229

Sorted 5' Splice Sites (High to Low Probability):
Position 3399: 0.9999984153454454
Position 3762: 0.9830379781713033
Position 1094: 0.9304465072404726
Position 1984: 0.6483884616108112
Position 839: 0.622363695635468
Position 416: 0.3373027836203522
Position 1411: 0.2974873048291113
Position 2429: 0.23528899927981992
Position 260: 0.07207161928104598
Position 481: 0.06143827735258404
Position 801: 0.041384694308505256
Position 1955: 0.02144799491844803
Position 622: 0.018384874765961092
Position 3590: 0.018365918016254493
Position 1453: 0.013539072788640392
Position 1359: 0.007351661216229234
Position 4732: 0.006778993681144463
Position 652: 0.0050640069012674385
Position 266: 0.003945527534121182
Position 4419: 0.003725113481643888
Position 4798: 0.0034546807088749326
Position 3594: 0.0032309741306025853
Position 250: 0.002895548818639357
Position 455: 0.0028288176005420206
Position 3916: 0.002440384757228257
Position 1013: 0.002085720467641372
Position 4211: 0.0018719436546712964
Position 1436: 0.0015695182101583371
Position 1423: 0.0014275209658566068
Position 270: 0.0011424347294152273
Position 1405: 0.0010750881943610575
Position 399: 0.0009072967543617225
Position 3607: 0.000622405766710163
Position 3566: 0.0005973723434377766
Position 3674: 0.0004407531149259938
Position 4722: 0.00040224714131934056
Position 1306: 0.00038062868873892016
Position 276: 0.00024482776123737135
Position 3870: 1.8281851017553787e-05
Position 274: 1.1341010857446609e-05
Position 4065: 1.0838453766287242e-05
Position 268: 7.527773942046158e-06
Position 126: 5.7871901225207175e-06
Position 115: 5.76256466571593e-06
Position 163: 2.3129085231911046e-06
Position 22: 1.7102616847989374e-06
Position 3722: 1.1384233920253967e-06
Position 234: 1.0119791425081045e-06
Position 129: 9.226951245004295e-07
Position 189: 8.867734566476369e-07
Position 241: 7.64335388691204e-07
Position 14: 3.997533857799275e-07
Position 20: 3.8364462754103543e-07
Position 52: 1.6089885193043873e-07
Position 86: 1.467424423316762e-07
Position 211: 9.49359055396959e-08
Position 3654: 4.4570602118241163e-10
Position 3712: 1.426899864516522e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3456: 0.9999997320589719
Position 3817: 0.9922598008834741
Position 3238: 0.9662848225207312
Position 897: 0.8655171160522792
Position 1157: 0.47369697516129106
Position 1786: 0.2512988443153344
Position 1835: 0.1516745963879619
Position 1530: 0.0792432585977828
Position 685: 0.07145948486624919
Position 335: 0.06608129983113098
Position 918: 0.061261929061552416
Position 2225: 0.0563307658752032
Position 2215: 0.050253612996364
Position 2135: 0.04100028882489988
Position 1457: 0.0331591931891456
Position 1309: 0.02510483385223007
Position 691: 0.024052440069810513
Position 2022: 0.02144799491844803
Position 3171: 0.019474587419375966
Position 1795: 0.018658088946028682
Position 933: 0.01705454853058034
Position 3677: 0.013505030583262316
Position 478: 0.012349254185374449
Position 4882: 0.005871719686991231
Position 2718: 0.00523817804631626
Position 4856: 0.0047642018443475095
Position 4309: 0.004341448716683394
Position 4488: 0.003725113481643885
Position 1340: 0.003631406441165553
Position 340: 0.003545265028360009
Position 610: 0.0023939144427267446
Position 1076: 0.002285494130232209
Position 626: 0.002185722551567988
Position 558: 0.0020732628407093287
Position 2835: 0.002008207256512189
Position 1481: 0.0007803222267695701
Position 1614: 0.0007509756637644563
Position 3654: 0.0005319770293131423
Position 358: 0.0001579885618351693
Position 307: 2.3413834511232836e-05
Position 300: 2.241607377937001e-05
Position 216: 9.587333061596956e-09
