Gene = Clamp
index = 1078
Annotated 5SS: [ 256  764 1024 1507 1841 2094]
Annotated 3SS: [ 499  822 1076 1566 1889 2155]
SMsplice 5SS: [ 256  764 1024 1507 1841 2094]
SMsplice 3SS: [ 499  822 1076 1566 1925 2155]
top_k =  100
Partition function (log Z): 5.8721570749255525

Sorted 5' Splice Sites (High to Low Probability):
Position 764: 0.9983210455763628
Position 1507: 0.9889087889339522
Position 2094: 0.9018925921919492
Position 256: 0.8728193265947118
Position 1841: 0.6571320578572942
Position 1024: 0.6380780487696915
Position 2581: 0.33933956986044606
Position 1812: 0.19143291222461525
Position 970: 0.1082402118235379
Position 1110: 0.10197637040331797
Position 403: 0.04102958581248544
Position 1028: 0.029613376529484932
Position 3058: 0.017555213356513142
Position 387: 0.01443088528265406
Position 1681: 0.013912210910416401
Position 1800: 0.009959580161192798
Position 997: 0.005765858964449443
Position 3292: 0.005504583097053905
Position 1654: 0.0044037208162995166
Position 377: 0.002693629617871974
Position 234: 0.002448930742280719
Position 291: 0.0020229633898845027
Position 407: 0.0019508889013388107
Position 249: 0.0016440894047823418
Position 1434: 0.0016115519234072026
Position 1510: 0.0015594864783548873
Position 2382: 0.0012867859289406264
Position 87: 0.001234815788326214
Position 69: 0.001137139842862665
Position 286: 0.0011163202814803794
Position 48: 0.000983507142060573
Position 2044: 0.0009507944355524705
Position 299: 0.0008087162112943235
Position 1845: 0.0007241967350378144
Position 1767: 0.0006547919778353062
Position 355: 0.0006490115287352711
Position 244: 0.0005211467008326074
Position 947: 0.0004724462334678677
Position 123: 0.00042694489098028126
Position 1103: 0.00041300491225171126
Position 2324: 0.0002740570255788833
Position 75: 0.00025872547221846774
Position 768: 0.0002580198950815141
Position 2408: 0.0002465706307133862
Position 220: 0.00022511555628870771
Position 1943: 0.0002146505100601192
Position 1233: 0.00019790602264859475
Position 563: 0.00014378807112612027
Position 239: 0.00011693559543633558
Position 345: 0.00011684128497088264
Position 2609: 8.578547312925837e-05
Position 17: 8.442899860928177e-05
Position 546: 7.653731548038872e-05
Position 574: 3.373672183963003e-05
Position 1279: 2.3681651910583315e-05
Position 155: 7.62987619354409e-06
Position 771: 6.0680752459094214e-06
Position 145: 2.7308348980012912e-06
Position 1338: 1.181014259770207e-06
Position 922: 1.0426936299466689e-06
Position 1890: 3.072223067249348e-07
Position 20: 2.9433000821687888e-08
Position 25: 9.482998854037674e-09
Position 381: 5.041916133810502e-09
Position 236: 4.283602197050327e-09
Position 391: 2.795172859481715e-09
Position 289: 2.563619695888319e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.9887501962597942
Position 2155: 0.9652660790434142
Position 822: 0.9414134395241263
Position 499: 0.8968763262989556
Position 1076: 0.6636337718591597
Position 1925: 0.5850753566878719
Position 2994: 0.25627391190050874
Position 1904: 0.2107265435693829
Position 1170: 0.10832440920102358
Position 1157: 0.0591200415620129
Position 852: 0.057194770282677734
Position 324: 0.03806225197936832
Position 1119: 0.03294940400196331
Position 2790: 0.0272995189438568
Position 3016: 0.023441285261560522
Position 1096: 0.014677858480278342
Position 2946: 0.014204016521183499
Position 3207: 0.013241443802625225
Position 2664: 0.012717804890144555
Position 1889: 0.009961086259489405
Position 1610: 0.007217709988748841
Position 1964: 0.006054864565125731
Position 3361: 0.005504583097053905
Position 2658: 0.004949771047429462
Position 3327: 0.004313769553887913
Position 505: 0.004264504027449533
Position 1724: 0.0030261111398230986
Position 706: 0.0024866786650808255
Position 1021: 0.0022209381202433418
Position 445: 0.0013481665042927532
Position 2453: 0.0012172564043535735
Position 2177: 0.0009776877163827783
Position 520: 0.0007861877391658668
Position 679: 0.0007280274197152995
Position 1721: 0.0005594160781317
Position 336: 0.000497518349744501
Position 889: 0.0003935976592392535
Position 331: 0.00035537576191646986
Position 2970: 0.0003240113459314618
Position 2221: 0.0002814174775306869
Position 2381: 0.0002740570255788833
Position 2477: 0.0002465706307133866
Position 2895: 0.00016470280955114232
Position 216: 0.0001275130956044928
Position 360: 0.00011399748208687996
Position 614: 0.00011269107055517318
Position 2707: 6.913933126219402e-05
Position 2635: 5.072280673413844e-05
Position 716: 3.356670023299711e-05
Position 945: 3.077873561946611e-05
Position 289: 2.993194840856791e-05
Position 343: 2.9328382845422856e-05
Position 97: 2.786766107747011e-06
