Gene = Mdr65
index = 1275
Annotated 5SS: [ 117  746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
Annotated 3SS: [ 425 1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
SMsplice 5SS: [ 746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
SMsplice 3SS: [1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
top_k =  100
Partition function (log Z): 24.376135685892844

Sorted 5' Splice Sites (High to Low Probability):
Position 2537: 0.9968569627546507
Position 1491: 0.9955431161575096
Position 3759: 0.9903068813680853
Position 2382: 0.9793581893614569
Position 1267: 0.9679479797056915
Position 4541: 0.9529055524342374
Position 1866: 0.889096147495018
Position 4112: 0.8727937222201138
Position 2994: 0.7642160831711258
Position 746: 0.670238373092881
Position 858: 0.3675671503566444
Position 2960: 0.19694872914581782
Position 4084: 0.059258751073578884
Position 117: 0.03594725998014663
Position 4463: 0.03235782726121438
Position 2756: 0.028274329898127396
Position 4040: 0.024768671083678227
Position 652: 0.024022905262846273
Position 174: 0.021563121890788833
Position 2070: 0.019769259872569965
Position 1793: 0.0195034106449618
Position 736: 0.017895650578706315
Position 4646: 0.01609149457599523
Position 2781: 0.015673992468735954
Position 733: 0.014069927175634902
Position 762: 0.013457180605608556
Position 2862: 0.012405375641159998
Position 4066: 0.0105189115409831
Position 3433: 0.010252274611504075
Position 2787: 0.010103975239052007
Position 1841: 0.008586614767365924
Position 2147: 0.008018981690808473
Position 514: 0.0063964235953621355
Position 2927: 0.005155320370104448
Position 2204: 0.0045554330078028385
Position 74: 0.004436658280970586
Position 3255: 0.004199260704409697
Position 3969: 0.003491155797427099
Position 2345: 0.0028450095862231537
Position 922: 0.0025627263520899774
Position 7: 0.0024627499158200246
Position 356: 0.001952435225466423
Position 4076: 0.001798522384852539
Position 3742: 0.0017505303462501053
Position 1262: 0.0014793982976450042
Position 4892: 0.0014544299866463438
Position 1356: 0.0012923910015922978
Position 333: 0.0012905302963441981
Position 1218: 0.001229031465718477
Position 2801: 0.000951896883437294
Position 2254: 0.0009213743086500543
Position 3559: 0.0008491133240462397
Position 842: 0.0008349280601876893
Position 2832: 0.0007857262902612624
Position 1271: 0.0006399256634074064
Position 2910: 0.000545982681828486
Position 2308: 0.00040888671860070614
Position 4477: 0.00040414065571488657
Position 3733: 0.00033432490419389813
Position 1440: 0.00029946755407198625
Position 3963: 0.00029732580403292886
Position 328: 0.00027422877052421367
Position 4512: 0.00026191522686309086
Position 4957: 0.0002612165834383495
Position 181: 0.00024927350482075274
Position 33: 0.0001854560133997491
Position 3771: 0.00018464552041822142
Position 2349: 0.00013280481320056668
Position 2323: 0.00013094038072770234
Position 299: 0.00013085271888736854
Position 1166: 0.00012961134771361833
Position 3681: 0.00012623941888530223
Position 247: 0.00012339662355799193
Position 785: 0.00012329355176156264
Position 1638: 0.00010598649471159237
Position 750: 9.549343893671972e-05
Position 2027: 9.244410252344209e-05
Position 668: 9.1901195637743e-05
Position 1377: 7.090562146839805e-05
Position 1461: 6.785461051077767e-05
Position 196: 5.982670919698578e-05
Position 2153: 5.232335544657472e-05
Position 1668: 1.4716852974265541e-05
Position 3710: 3.899690694413686e-06
Position 3537: 3.5063312927662482e-06
Position 4374: 2.6218329778516024e-06
Position 3517: 2.4797885515227485e-06
Position 391: 1.8906527357348277e-06
Position 4359: 1.6944042392689173e-06
Position 1827: 1.4377043136259572e-06
Position 297: 1.2980994894188843e-06
Position 103: 1.2166755875574648e-06
Position 4436: 1.128429255942773e-06
Position 4446: 9.055611670775931e-07
Position 386: 9.019021670804504e-07
