Gene = UK114
index = 1579
Annotated 5SS: [170 472]
Annotated 3SS: [241 700]
SMsplice 5SS: [170 472]
SMsplice 3SS: [241 700]
top_k =  100
Partition function (log Z): -0.14510873133114222

Sorted 5' Splice Sites (High to Low Probability):
Position 472: 0.9857502535559588
Position 170: 0.9744581532333725
Position 625: 0.012442221482364478
Position 190: 0.0041198325060618395
Position 843: 0.002196021314065354
Position 184: 0.0018947677943961284
Position 459: 0.0008632536957716658
Position 618: 0.0007409145882734955
Position 16: 0.0005066297383380276
Position 831: 0.0003405820035824089
Position 593: 0.0001586996091317671
Position 476: 0.00011913221008261092
Position 402: 9.531659969036115e-05
Position 494: 6.778396028463005e-05
Position 117: 5.239056782668647e-05
Position 33: 3.98188188152018e-05
Position 5: 1.0274369254374275e-05
Position 814: 4.285467519659688e-06
Position 156: 4.082441861692128e-06
Position 269: 2.6052098820073964e-06
Position 89: 8.973244502172602e-07
Position 315: 6.173376941127402e-07
Position 393: 3.634780643325045e-07
Position 66: 2.9822987897587177e-07
Position 84: 7.839749536208798e-08
Position 419: 3.165737712209826e-08
Position 450: 3.147413721115871e-08
Position 417: 2.438425974734713e-08
Position 107: 8.864982285817361e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 700: 0.9382708728877578
Position 241: 0.8821509965044686
Position 245: 0.09588930756613634
Position 728: 0.04137612997799446
Position 738: 0.01313893739899093
Position 518: 0.0074555818915044885
Position 891: 0.002203201234968561
Position 642: 0.0009407687733768131
Position 711: 0.0007823357323235639
Position 84: 0.0005517952431002291
Position 886: 0.00044897391587107036
Position 580: 0.0002915787398523941
Position 597: 9.867934493182814e-05
Position 299: 9.222284341088776e-05
Position 897: 3.56220923581782e-05
Position 377: 3.277594393876215e-05
Position 747: 3.1573226978088794e-05
Position 324: 3.130417835094224e-05
Position 344: 1.778371258744448e-05
Position 450: 1.5719114272284922e-05
Position 347: 6.611984173115624e-06
Position 428: 2.3098350842814162e-06
Position 98: 1.4696185651995355e-06
Position 417: 1.4478923810261663e-06
Position 133: 7.611913870708512e-07
Position 402: 5.163431086257003e-07
Position 47: 3.638358079353312e-08
Position 121: 2.713957818163615e-08
Position 156: 1.380702663474784e-08
Position 152: 6.521470425483933e-09
Position 174: 4.5998033173631463e-10
Position 170: 3.9028328613126605e-11
