Gene = BuGZ
index = 57
Annotated 5SS: [ 166  663  981 1703 3212 5784]
Annotated 3SS: [ 354  718 1284 2821 5650 5885]
SMsplice 5SS: [ 663  981 1703 3212 5784]
SMsplice 3SS: [ 718 1284 2821 5650 5885]
top_k =  100
Partition function (log Z): 1.5531318032012493

Sorted 5' Splice Sites (High to Low Probability):
Position 3212: 0.9977057731170283
Position 663: 0.9936700493730779
Position 5784: 0.9787962742423421
Position 981: 0.9672479130040476
Position 1703: 0.8903040013772491
Position 7086: 0.4289376136558743
Position 5212: 0.41627988038837327
Position 2333: 0.25157009128997315
Position 1870: 0.07188218183591095
Position 2112: 0.049496952694246
Position 6892: 0.047541507028442204
Position 3435: 0.03238311741878879
Position 6282: 0.0284290909018507
Position 2431: 0.0217331495385507
Position 5813: 0.017542815149971212
Position 1820: 0.012063499334293102
Position 2033: 0.010185275018321914
Position 366: 0.009847811077031036
Position 269: 0.00926489118295437
Position 2279: 0.008505530424054055
Position 656: 0.005321334053328921
Position 2451: 0.004512894575360485
Position 975: 0.004350265647011954
Position 482: 0.0042707403726890405
Position 255: 0.003971443323259866
Position 166: 0.003966575855163132
Position 828: 0.0025279179443004735
Position 287: 0.002132550468682489
Position 786: 0.0009975647725864935
Position 48: 0.0009380854097623364
Position 262: 0.0006215281755315927
Position 1254: 0.0005672091290492527
Position 2783: 0.0005324434014419408
Position 160: 0.0005230246889148605
Position 1507: 0.00041515516120979265
Position 355: 0.0003908411844243143
Position 223: 0.00032912599618494193
Position 1089: 0.0003181759706542162
Position 1191: 0.00025487986697780515
Position 667: 0.00014128938800455522
Position 211: 0.00011568406131577826
Position 1203: 8.079943746563527e-05
Position 91: 6.125615414786194e-05
Position 1635: 3.4125542500295753e-05
Position 616: 2.5012313034593344e-05
Position 506: 1.565032860338403e-05
Position 609: 1.171854119012954e-05
Position 597: 1.1631730125368145e-05
Position 641: 1.1064233957073517e-05
Position 835: 6.177940339164496e-06
Position 442: 4.5541032713486666e-06
Position 497: 3.886149824765795e-06
Position 445: 2.725180077840117e-06
Position 1050: 3.920001619240914e-07
Position 1120: 2.2440084099156017e-07
Position 1043: 1.991119262324188e-07
Position 1060: 1.5051277383149806e-07
Position 1111: 1.1208047729441689e-07
Position 681: 1.1387007786333845e-08
Position 730: 5.015688075475242e-09
Position 542: 2.1653263083905993e-09
Position 60: 9.475200153642825e-10
Position 101: 5.60695330416351e-10
Position 23: 1.2424142917806528e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.994952249367716
Position 5650: 0.9926080171843942
Position 2821: 0.9475081075739041
Position 5885: 0.733460684056068
Position 1284: 0.44530305164702755
Position 1988: 0.30971362877163794
Position 1299: 0.3066847231753144
Position 7269: 0.21707319493342658
Position 6728: 0.1362872551703207
Position 7306: 0.1181328830060471
Position 4770: 0.11260576297756528
Position 4842: 0.10941057982966784
Position 5902: 0.10467879912009345
Position 3358: 0.07772977084138484
Position 3937: 0.07743438579750121
Position 1784: 0.07466354197217542
Position 8956: 0.07433194622440344
Position 1751: 0.0682820014209174
Position 3501: 0.04371139573107446
Position 7506: 0.031469917906663494
Position 3818: 0.030915914530442755
Position 6523: 0.02844932548878444
Position 1119: 0.025694586116222416
Position 7668: 0.020892095595393484
Position 354: 0.019567996176807382
Position 5861: 0.01863031954501292
Position 1036: 0.017359859505188858
Position 1453: 0.01556513549281398
Position 2227: 0.01466365299495971
Position 7391: 0.014579083018381891
Position 1191: 0.014196848905198131
Position 1102: 0.01109588490119973
Position 1338: 0.009686341951753755
Position 481: 0.008886521388713353
Position 880: 0.007819509553059587
Position 1361: 0.007708419213502609
Position 1222: 0.007098514386728957
Position 1040: 0.006523712126211848
Position 2396: 0.006385699545395899
Position 542: 0.004590590842827221
Position 2708: 0.00254896936564054
Position 6035: 0.002096639191424279
Position 5936: 0.0018879652644566698
Position 439: 0.0009993202275460904
Position 6738: 0.0009387383192381487
Position 1235: 0.0008279674167477513
Position 1545: 0.0007961443595573541
Position 101: 0.0007402997260730949
Position 1350: 0.0007356727459575449
Position 2848: 0.0005324434014419408
Position 442: 0.00043454447945596753
Position 397: 0.00037792020573736607
Position 835: 0.0003573451494927778
Position 3326: 0.0002913981709258908
Position 1682: 0.00019841095467122734
Position 1043: 0.00015381872662288183
Position 1916: 0.00012000301737291391
Position 403: 9.115222232582605e-05
Position 111: 6.891590089365648e-05
Position 585: 5.446672022683607e-05
Position 1381: 5.258745086540102e-05
Position 1391: 3.56124641560885e-05
Position 406: 3.201748057458651e-05
Position 1940: 2.5913185508341873e-05
Position 120: 2.1716781587115277e-05
Position 807: 2.1443666006028963e-05
Position 272: 2.0522699601086058e-05
Position 1199: 1.8652711976887098e-05
Position 728: 8.841081077710569e-06
Position 1929: 7.312840701291714e-06
Position 786: 7.183545665851546e-06
