Gene = Tmc
index = 1563
Annotated 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
Annotated 3SS: [ 6077  6286  6647  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
SMsplice 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 13545 13799 14031 14409]
SMsplice 3SS: [ 6077  6286  6667  7166  7562  7984  8251  8628  9340  9498  9656  9895
 13439 13616 13853 14085 14478]
top_k =  100
Partition function (log Z): 23.747215081147345

Sorted 5' Splice Sites (High to Low Probability):
Position 321: 0.9971206575101151
Position 9596: 0.9970701238070011
Position 8174: 0.994620193388822
Position 9436: 0.9944675108262767
Position 7295: 0.9902806130624726
Position 9750: 0.9805103739659597
Position 10052: 0.974593339097816
Position 6215: 0.9606795337059065
Position 8383: 0.9068721425523749
Position 7668: 0.9015304843489231
Position 6328: 0.7539808106094718
Position 8740: 0.4582487932334168
Position 12073: 0.34415219631827676
Position 10355: 0.2925213691636884
Position 9234: 0.18175744584699574
Position 7119: 0.12149245396441913
Position 8813: 0.1178613394474648
Position 3072: 0.10089494137812434
Position 9291: 0.09685182796320421
Position 7874: 0.08875020748007155
Position 8432: 0.07709077690996742
Position 8786: 0.05257002624035812
Position 6950: 0.049084966387811395
Position 10534: 0.024680748348085597
Position 8749: 0.024415537337494245
Position 10868: 0.017486709068056154
Position 8855: 0.014666276001713094
Position 6337: 0.009416958263724252
Position 7646: 0.009195460373652967
Position 9742: 0.008643674038969023
Position 6415: 0.00732014792424013
Position 6943: 0.005273657851914736
Position 10301: 0.004083081115209148
Position 8804: 0.0037667338695845667
Position 6346: 0.003126932394706943
Position 432: 0.0025122471465760065
Position 7282: 0.0023723345088852276
Position 10444: 0.002324512076997997
Position 8119: 0.00187958319773975
Position 7299: 0.0015421441477040158
Position 10364: 0.0014417595360505207
Position 1520: 0.0010183463335155076
Position 8436: 0.0009343680163859688
Position 7286: 0.0007942146980244655
Position 9808: 0.0006193150081240336
Position 8396: 0.0003630161445226931
Position 10000: 0.000351624035682277
Position 9754: 0.0003223461398949904
Position 8524: 0.0003173922568525738
Position 8344: 0.00011857610968742986
Position 10036: 0.0001067124087799778
Position 7672: 0.00010556013465342856
Position 9600: 9.223583168228683e-05
Position 9697: 1.72264579720792e-05
Position 9730: 1.4200839519564868e-05
Position 1197: 6.924561113280279e-06
Position 9685: 5.603470231239423e-06
Position 9733: 3.945030949153885e-06
Position 962: 3.507073275137159e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9895: 0.999937903345349
Position 8628: 0.9990962518789204
Position 9498: 0.9966132939453772
Position 9656: 0.987031779924807
Position 8251: 0.9790969295210109
Position 7166: 0.9661992164887148
Position 7562: 0.9613759052404082
Position 6077: 0.8360459130787333
Position 9340: 0.8032239361513881
Position 6286: 0.7501110745940619
Position 10115: 0.6270198146849507
Position 14478: 0.47808138826079316
Position 7948: 0.35500028317598714
Position 7984: 0.34417816207202323
Position 7732: 0.26731119480428883
Position 10669: 0.2181709790584766
Position 10997: 0.15059575290836844
Position 6667: 0.12647519560891038
Position 10419: 0.12418983562756518
Position 9299: 0.10868478393356623
Position 5489: 0.10557224207383453
Position 6647: 0.0781068122353985
Position 2821: 0.06495037550236207
Position 7860: 0.05163706907582349
Position 4913: 0.04155646661875079
Position 11423: 0.02941741290490734
Position 8902: 0.018510121833812943
Position 2789: 0.01668782824131382
Position 10173: 0.013916729394931234
Position 2786: 0.011894361815717961
Position 9380: 0.010983928708676583
Position 10615: 0.009330399733299861
Position 7383: 0.00915414938636975
Position 12420: 0.007594658429868531
Position 7719: 0.004976169487740579
Position 8266: 0.004416375991409715
Position 2740: 0.0038755184714741498
Position 9025: 0.0036196114172032667
Position 9207: 0.0029697913483982073
Position 1614: 0.002574385887595587
Position 4987: 0.0023252297038457706
Position 10711: 0.002280391015570809
Position 1930: 0.0009124714596609773
Position 8559: 0.0008732622318632804
Position 6565: 0.0007505551845612279
Position 10387: 0.0006968117382438738
Position 6470: 0.0006466209240880722
Position 6568: 0.0006134087545910378
Position 6715: 0.0005919716311281162
Position 10099: 0.0003092531872848416
Position 9675: 0.000308120349030461
Position 6694: 0.0002521693376787738
Position 1286: 0.0002441109936750931
Position 8286: 0.00023818984353265134
Position 6414: 0.00020883959183520297
Position 6672: 0.00017647948827997212
Position 6611: 0.00015304062407933022
Position 10181: 0.0001386242243822359
Position 1025: 0.00012711554129849108
Position 755: 0.00010902890941804463
Position 954: 0.00010471604868259056
Position 893: 7.671113151639525e-05
Position 9677: 2.1260533226551865e-05
Position 8681: 1.789045012545732e-06
Position 8640: 1.5607400715014148e-06
Position 9914: 3.865974800887369e-09
