Gene = Ir31a
index = 1236
Annotated 5SS: [ 335  873 1738 2086 2421]
Annotated 3SS: [ 387  933 1798 2280 2480]
SMsplice 5SS: [ 873 1738 2212 2421]
SMsplice 3SS: [ 933 1798 2280 2480]
top_k =  100
Partition function (log Z): 2.029404845187856

Sorted 5' Splice Sites (High to Low Probability):
Position 1738: 0.9988119916446135
Position 2212: 0.8536210664105738
Position 873: 0.8520186984470907
Position 335: 0.6923209017443217
Position 2421: 0.6801739928172688
Position 1298: 0.25617391347517016
Position 2086: 0.15544417780793043
Position 569: 0.1014258417074959
Position 2378: 0.08686889760493262
Position 513: 0.0464478513697221
Position 618: 0.011421344137343336
Position 2024: 0.008808368105750855
Position 877: 0.006920103772232947
Position 203: 0.006460591624894758
Position 2427: 0.006285752190438502
Position 1567: 0.005929573896251057
Position 363: 0.00504548355034844
Position 182: 0.002619834502212311
Position 49: 0.0013684689352342746
Position 1742: 0.0008281739222831067
Position 2408: 0.0005490230553210633
Position 2013: 0.00038435491030603677
Position 65: 0.00034770428104125375
Position 2393: 0.00020030938471691552
Position 236: 0.00018408010293375672
Position 268: 0.00016537723852682012
Position 1958: 0.00012080874493292666
Position 96: 0.00011730802013226544
Position 287: 7.835838114287532e-05
Position 292: 4.9427894025369814e-05
Position 251: 1.7821697614251557e-05
Position 265: 1.707442782935342e-05
Position 2115: 9.045967225300992e-06
Position 2090: 5.806273305087402e-06
Position 280: 3.2786003570286125e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2280: 0.9897586324203937
Position 1798: 0.8822571335187335
Position 933: 0.8467248875710138
Position 2480: 0.7536242419941297
Position 387: 0.26589237344124034
Position 1364: 0.23388070398817
Position 693: 0.1910824160809019
Position 441: 0.10168567351323163
Position 457: 0.08437822364646771
Position 1881: 0.08155704883629135
Position 1500: 0.07045095605903562
Position 668: 0.049961972474725225
Position 1967: 0.03334769419959894
Position 1091: 0.026186871358343092
Position 555: 0.0245735995432239
Position 2446: 0.022958407743073072
Position 396: 0.022831627621506197
Position 568: 0.01764734513707609
Position 2148: 0.01581844575990225
Position 904: 0.01070821429960061
Position 590: 0.010152127579688204
Position 1546: 0.008589439793842852
Position 726: 0.008038329119237811
Position 2084: 0.007512018505124564
Position 1648: 0.005926444014584841
Position 2296: 0.0036323942753391163
Position 765: 0.0021003955491386943
Position 523: 0.0019959344907133714
Position 820: 0.0018541380678058787
Position 1824: 0.001719900510451328
Position 911: 0.0016025344372130076
Position 103: 0.0009331963727897502
Position 287: 0.0005726898104693894
Position 334: 0.00046468977004587256
Position 223: 0.00027081442165202154
Position 133: 0.00020565535418864538
Position 203: 6.484816079284407e-05
Position 1832: 6.0430529086330394e-05
Position 2242: 5.1170842724009384e-05
Position 170: 5.026442722395403e-05
Position 229: 3.896375630796639e-05
Position 167: 2.9159906381336057e-05
Position 292: 2.4749104198049453e-05
Position 136: 2.2058222636188956e-05
Position 259: 5.047486386867653e-06
Position 303: 9.429308382783629e-07
