Gene = toc
index = 1913
Annotated 5SS: [  448 19685 20772 36062 46865 50570 63793 64136 73218 73964]
Annotated 3SS: [16995 19828 35924 46720 50410 63517 63898 73021 73281 74054]
SMsplice 5SS: [  448 17993 19685 20772 36062 46865 47612 50570 63793 64136 73218 73964]
SMsplice 3SS: [16995 19089 19828 35924 46720 47083 50410 63517 63898 73021 73281 74054]
top_k =  100
Partition function (log Z): -80.84524472575757

Sorted 5' Splice Sites (High to Low Probability):
Position 448: 0.9676975531851614
Position 1525: 0.7122251887306987
Position 1837: 0.3972647877401356
Position 831: 0.24248425742775284
Position 1751: 0.14687207799684546
Position 5843: 0.041935643232407775
Position 860: 0.004505178836863576
Position 930: 0.0030717920956042674
Position 935: 0.003002275351397509
Position 3: 0.0028756002816406946
Position 989: 0.0027177714625117875
Position 570: 0.0019014106014993866
Position 851: 0.0013430575049713086
Position 249: 0.0009464473250786646
Position 194: 0.0006865188260129151
Position 202: 0.0005396640030811502
Position 173: 0.0004828020843142254
Position 247: 0.00015283637496486154
Position 25: 0.00012887534701509076
Position 307: 0.00011395524454337961
Position 282: 0.0001004672356083719
Position 198: 7.678701926560243e-05
Position 220: 3.3958454572742785e-05
Position 188: 3.0547289931528077e-05
Position 256: 1.8052249381447648e-05
Position 357: 1.1335663612059528e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 16995: 0.9999998300821452
Position 1129: 0.45526427824113513
Position 1596: 0.3181434070883163
Position 501: 0.29897812246962113
Position 1622: 0.20080831034952124
Position 1283: 0.04774927767295958
Position 5583: 0.0419356696420527
Position 1081: 0.03695734642138562
Position 1064: 0.03433652602556746
Position 720: 0.02468064808973775
Position 619: 0.020501366593496665
Position 902: 0.01170426482402129
Position 1382: 0.00747592239939807
Position 987: 0.00689400967998898
Position 744: 0.004203298714727378
Position 1023: 0.0039273720239425495
Position 1225: 0.002663464728398682
Position 1774: 0.002121779726923854
Position 350: 0.0015935601791818956
Position 963: 0.0015056685128439398
Position 1151: 0.0014132879166985708
Position 58: 0.0013360726205837363
Position 1262: 0.0012924232476787098
Position 328: 0.0011400954306679209
Position 61: 0.001058696279901571
Position 1179: 0.0010248636417393864
Position 984: 0.0009443999148530745
Position 356: 0.0006965944124440296
Position 667: 0.0004956061238621338
Position 247: 0.00027308392212754265
Position 282: 7.021732721169953e-05
Position 183: 1.0766085845829663e-05
Position 426: 4.633510564365548e-06
Position 118: 1.4475997890344921e-06
Position 256: 1.3777070932417442e-06
Position 188: 8.144336335464579e-07
Position 7391: 1.228904676170215e-07
Position 2093: 6.6534868294447535e-09
Position 2710: 1.7213208400490787e-09
Position 2012: 1.5426636022148427e-09
Position 2226: 1.391708994443604e-09
Position 1988: 9.496588670399645e-10
Position 2265: 2.364026395238943e-10
Position 1832: 2.2721283213974148e-10
Position 2350: 2.1465157469210493e-10
