Gene = gogo
index = 1718
Annotated 5SS: [  373 15446 17481 17950 22147 23618 23848 24197 24686]
Annotated 3SS: [14985 16262 17818 21915 23328 23682 23910 24246 24767]
SMsplice 5SS: [  373 15446 17950 18509 22147 23618 23848 24197 24686]
SMsplice 3SS: [14985 17818 18411 21915 22365 23682 23910 24246 24767]
top_k =  100
Partition function (log Z): -25.018358929708572

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.781213910236684
Position 1844: 0.6572679846623949
Position 1103: 0.5386208385260428
Position 1448: 0.21820746458372361
Position 669: 0.18456698808189934
Position 522: 0.09533843130756653
Position 856: 0.040550347267730394
Position 182: 0.015010058896151096
Position 1482: 0.008340721552759816
Position 1351: 0.006812658675738011
Position 865: 0.006466674861819783
Position 1018: 0.0053972660953933
Position 273: 0.004378908921301446
Position 286: 0.0034938272125066964
Position 1092: 0.0019883818823395946
Position 340: 0.0018859346023429619
Position 23: 0.0015529675827226249
Position 426: 0.001418015524964274
Position 105: 0.001139625292682125
Position 584: 0.0009716365654238461
Position 582: 0.0007764847264046437
Position 1097: 0.0005491229195003373
Position 431: 0.0003571342474821898
Position 19: 0.0003023242249076137
Position 196: 0.00020542518019806873
Position 73: 0.00016821579444173984
Position 27: 0.0001381637179949388
Position 114: 0.00010628495253883106
Position 121: 0.00010260703603674943
Position 144: 0.00010165297779305602
Position 278: 9.823254132174366e-05
Position 226: 9.196660095629592e-05
Position 377: 7.52783686101714e-05
Position 382: 6.186667035555212e-05
Position 291: 5.669299713070917e-05
Position 33: 3.419509720831751e-05
Position 338: 3.129352683322294e-05
Position 13: 6.227200789233839e-06
Position 4030: 6.151927041754631e-06
Position 3789: 4.386321477292132e-06
Position 243: 3.6791602918055354e-06
Position 5086: 3.3178273113405596e-06
Position 3798: 2.9940524089483936e-06
Position 128: 2.711219717556541e-06
Position 396: 1.8593117809401819e-06
Position 265: 5.453261704749103e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14985: 0.9999901131305025
Position 1180: 0.5425074199419079
Position 901: 0.4059379085167254
Position 482: 0.18895017322449983
Position 1577: 0.18517329707246752
Position 702: 0.1288195304914251
Position 1814: 0.04980457986217487
Position 1647: 0.03293159918546233
Position 1408: 0.0250243460746137
Position 1008: 0.007132724525092069
Position 1201: 0.0027048917823435867
Position 853: 0.002594739650912753
Position 1292: 0.0014037798518195695
Position 76: 0.001206694353250468
Position 396: 0.0011487830737818565
Position 330: 0.0011298264787893957
Position 343: 0.00059497707724209
Position 582: 0.0004900777011246859
Position 186: 0.00019058756457577216
Position 521: 0.0001444228684402379
Position 3915: 7.380373886240533e-06
Position 3684: 7.2245286173974685e-06
Position 195: 5.373327829875951e-06
Position 5430: 4.9186409337871434e-06
Position 4184: 4.55111341930801e-06
Position 3413: 1.1722268368439935e-06
Position 2414: 2.2884646590563934e-07
Position 2297: 8.569213419941318e-08
Position 1512: 4.908161607670627e-08
