Gene = eIF3e
index = 1684
Annotated 5SS: [198 685]
Annotated 3SS: [291 770]
SMsplice 5SS: [198 685]
SMsplice 3SS: [291 770]
top_k =  100
Partition function (log Z): -3.199111300517438

Sorted 5' Splice Sites (High to Low Probability):
Position 685: 0.9912747130022931
Position 198: 0.6638161765000804
Position 506: 0.1318452996512512
Position 68: 0.040844390691575604
Position 929: 0.025657847027801807
Position 218: 0.007551188500092414
Position 91: 0.0035843810867138425
Position 689: 0.0023695447385238388
Position 247: 0.002269461215210421
Position 232: 0.0015751646277300478
Position 1262: 0.0014955108059052538
Position 1001: 0.0013452061408794156
Position 466: 0.0011832642959134108
Position 80: 0.0009651775288953947
Position 45: 0.0006704532922076269
Position 939: 0.00028906969717193035
Position 185: 0.00022167269898681205
Position 989: 0.00018091165008439814
Position 240: 0.00013628863600991705
Position 568: 7.516761762774094e-05
Position 334: 1.7954459715805894e-05
Position 29: 7.717917296859894e-06
Position 66: 4.4309305769255285e-06
Position 274: 1.354328334750563e-06
Position 603: 1.0081019224922404e-06
Position 179: 9.96093216758452e-07
Position 648: 9.924918504944465e-07
Position 615: 3.928425656858375e-07
Position 14: 1.0862161481868176e-08
Position 143: 1.1982975256200343e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9946148560344612
Position 291: 0.700796693905267
Position 567: 0.11394781727192989
Position 1019: 0.019442155863263717
Position 549: 0.010887682119882364
Position 143: 0.009376991090016008
Position 154: 0.007943785990180526
Position 1062: 0.0076347442649310334
Position 552: 0.0055258635721189345
Position 1316: 0.0026720844164388946
Position 797: 0.0006940500528937816
Position 995: 0.000551830955074132
Position 330: 0.00041844828165187004
Position 1118: 0.00037761603229860064
Position 306: 0.0002811032204663703
Position 1094: 0.000257885085779519
Position 886: 0.0002409672674998387
Position 630: 0.00021867152202930719
Position 594: 0.00021501563573835442
Position 396: 0.0002136823280519052
Position 392: 0.0002094757477956665
Position 1475: 0.00020188485443901555
Position 453: 0.000169341224536162
Position 959: 0.00015593476800974276
Position 303: 0.00015556057087362388
Position 309: 9.604722963593838e-05
Position 378: 6.17713815391374e-05
Position 91: 1.350736885173361e-05
Position 342: 5.140864078720713e-06
Position 99: 2.6126305979239957e-06
Position 736: 1.8375723497799293e-06
Position 179: 5.052284495127735e-07
Position 194: 1.610730103456891e-07
Position 197: 2.2020437770615436e-08
