Gene = spz4
index = 1890
Annotated 5SS: [ 459 5670]
Annotated 3SS: [4380 5728]
SMsplice 5SS: [ 459 5670]
SMsplice 3SS: [4380 5728]
top_k =  100
Partition function (log Z): -3.479721749530739

Sorted 5' Splice Sites (High to Low Probability):
Position 5670: 0.9970160009420943
Position 459: 0.8744789354052792
Position 247: 0.2344302923031461
Position 245: 0.22959481802804296
Position 3648: 0.20972484498273472
Position 251: 0.17908844040867716
Position 556: 0.10951846191510711
Position 792: 0.0861285691274248
Position 3620: 0.08065057813711657
Position 4912: 0.0459227377982444
Position 14: 0.04552243988720256
Position 2697: 0.03936295736276279
Position 4642: 0.025556993988514375
Position 6217: 0.01937297243498523
Position 6516: 0.016887350132252687
Position 6366: 0.016495881173794504
Position 574: 0.011730787602522889
Position 3665: 0.008418949498392926
Position 6220: 0.007075019500895059
Position 249: 0.004104628653356658
Position 6212: 0.003994817224619095
Position 5828: 0.003988861789885385
Position 6227: 0.003583667225894349
Position 201: 0.0024018010874536583
Position 401: 0.002115145841508899
Position 2659: 0.002011551651114089
Position 2091: 0.0014641494406364122
Position 35: 0.0013055660758618326
Position 172: 0.0008216381713611312
Position 86: 0.0006467526489269454
Position 257: 0.0004800454128244836
Position 411: 8.605813920811092e-05
Position 6154: 6.483083339886121e-05
Position 265: 4.4754240202136426e-05
Position 102: 3.1858015418500344e-05
Position 263: 2.7222615757224755e-05
Position 463: 1.7198596904917872e-05
Position 276: 1.4507552494370519e-05
Position 18: 7.553743267817201e-06
Position 52: 6.937898823826925e-06
Position 27: 6.642702808317732e-06
Position 29: 5.567678452728641e-06
Position 4499: 4.6341015939308754e-07
Position 386: 3.3747893077593526e-08
Position 5: 5.874969686833068e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4380: 0.9999732581384192
Position 5728: 0.9956072067306619
Position 302: 0.6844905847953738
Position 2524: 0.20986069615705008
Position 3057: 0.13032364932792612
Position 526: 0.08923809952080546
Position 5285: 0.0599305148278694
Position 6280: 0.03394890248286769
Position 6422: 0.018139475714906747
Position 4976: 0.011509583644457602
Position 6798: 0.010050685033291488
Position 86: 0.003925057479404768
Position 6825: 0.002765203311932872
Position 5890: 0.0024876719856980157
Position 684: 0.002461595165436999
Position 334: 0.002348513133067705
Position 6926: 0.002068658186106539
Position 6879: 0.002002803600921794
Position 5747: 0.0014562324740502483
Position 1932: 0.0005552067896289678
Position 1726: 0.000512496832175281
Position 703: 0.0002557832869397503
Position 155: 0.00025519717003469686
Position 158: 3.895139247864486e-05
Position 245: 8.995360547430995e-07
Position 109: 8.88896767496339e-07
Position 187: 7.985861682770543e-07
Position 95: 4.254612050475036e-07
Position 448: 2.5124069157577074e-07
