Gene = CG43050
index = 722
Annotated 5SS: [239 490 642 795]
Annotated 3SS: [403 550 701 863]
SMsplice 5SS: [490 642 795]
SMsplice 3SS: [550 701 863]
top_k =  100
Partition function (log Z): 7.833946914575738

Sorted 5' Splice Sites (High to Low Probability):
Position 642: 0.9921756078442556
Position 795: 0.9876494769862807
Position 490: 0.9550977226838661
Position 239: 0.08149360071454875
Position 1000: 0.034626869907576095
Position 439: 0.0142226045604479
Position 799: 0.012083101313558645
Position 1061: 0.00899626509613733
Position 639: 0.0044619121232277025
Position 211: 0.004393512918258828
Position 419: 0.004241480041708548
Position 259: 0.0015103631282384897
Position 171: 0.0008046881381146207
Position 503: 0.0002494540183250789
Position 497: 0.00023500750426930727
Position 141: 0.00020853595557165371
Position 1173: 0.00014759227689825066
Position 622: 0.00012980040097063884
Position 646: 0.00012242125012732334
Position 816: 0.00011520646824315505
Position 629: 8.09625417125219e-05
Position 6: 5.611682225519303e-05
Position 157: 5.0293874021167806e-05
Position 1333: 2.53184795922274e-05
Position 18: 1.781783947718907e-05
Position 103: 1.4988867072974133e-05
Position 66: 8.470170046602267e-06
Position 673: 5.655212312103646e-06
Position 111: 3.7613109315582903e-06
Position 54: 3.436162699625243e-06
Position 615: 2.292053760159169e-06
Position 510: 1.904011255543611e-06
Position 612: 1.8799361053388367e-06
Position 609: 1.755350308681514e-06
Position 766: 4.3120474125416874e-07
Position 869: 1.6830684867966438e-07
Position 301: 1.3137991094819812e-08
Position 48: 1.2099501711433038e-08
Position 197: 6.085413997586092e-09
Position 875: 4.634519730543355e-09
Position 118: 1.057083648908308e-09
Position 899: 4.8432474310677704e-11
Position 743: 4.324126728938288e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 701: 0.9972375763642543
Position 863: 0.9932537402360697
Position 550: 0.9785786056926792
Position 315: 0.07200020590586455
Position 1187: 0.035442858952731526
Position 1225: 0.00509300655686536
Position 403: 0.004358091310509513
Position 326: 0.0032719673409896313
Position 869: 0.0026050672795271766
Position 1147: 0.0021910144171428353
Position 272: 0.0019835433405523493
Position 1282: 0.001160007949725879
Position 908: 0.001134684005309337
Position 489: 0.0011132222529588295
Position 976: 0.0010337257350865048
Position 935: 0.0007519495547101372
Position 1424: 0.0004180242428676456
Position 510: 0.00025077705243969477
Position 290: 0.00021892213326100713
Position 406: 0.00021221348061497379
Position 919: 0.00013292525149533266
Position 1156: 0.00011362063657422336
Position 1096: 0.00010700280872716773
Position 739: 0.00010604374455599798
Position 1402: 6.917002294218148e-05
Position 1150: 6.776296861261238e-05
Position 157: 5.627549317348015e-05
Position 494: 5.183150175158657e-05
Position 1409: 5.023906017059579e-05
Position 507: 4.151289581091814e-05
Position 238: 3.750016564523235e-05
Position 438: 2.2461830356995796e-05
Position 1362: 1.998080594471097e-05
Position 444: 1.8930989266722793e-05
Position 234: 1.4339402952551296e-05
Position 521: 1.406161329959232e-05
Position 634: 7.407097377214831e-06
Position 766: 2.2461735996102067e-07
Position 171: 5.86453875797618e-09
Position 317: 4.35569147346598e-09
Position 86: 4.301101603439806e-09
Position 83: 3.3052015771321054e-09
