Gene = bark
index = 1622
Annotated 5SS: [  152  3979  5608  9720 11988 12262 12687 12871 13065 13221 13655 13938]
Annotated 3SS: [ 3370  5428  5665  9781 12049 12330 12744 13040 13122 13283 13712 14040]
SMsplice 5SS: [  152  5608  5923  9720 11988 12262 12687 13065 13221 13655 13938]
SMsplice 3SS: [ 5428  5665  9570  9781 12049 12330 12744 13122 13283 13712 14040]
top_k =  100
Partition function (log Z): 15.065342294619313

Sorted 5' Splice Sites (High to Low Probability):
Position 13221: 0.997634282336675
Position 12687: 0.9976029435679123
Position 5608: 0.9954163984118773
Position 12262: 0.9802834969403812
Position 11988: 0.9719945816152756
Position 9720: 0.9360674436851317
Position 13065: 0.8991506442056856
Position 5923: 0.8833170930558669
Position 13655: 0.8691724110026745
Position 13938: 0.7009944945991342
Position 152: 0.6331974449546157
Position 3979: 0.3574372371245631
Position 12871: 0.28172942352921726
Position 12456: 0.1916012219845097
Position 464: 0.1279980491585079
Position 7978: 0.09260311543747146
Position 34: 0.07801402343547832
Position 5854: 0.06900609039653041
Position 71: 0.03893989535682228
Position 1066: 0.033863939997793795
Position 74: 0.02779471256634642
Position 13350: 0.018550535163457216
Position 12267: 0.01716282443284639
Position 94: 0.01576966862789146
Position 12544: 0.01388960003256205
Position 1452: 0.012881747286189866
Position 13365: 0.01278047028991053
Position 340: 0.011195764917803898
Position 13541: 0.008797340094326495
Position 533: 0.007567824685751311
Position 643: 0.0058627415843626905
Position 5794: 0.0056316800538161625
Position 377: 0.005357643219075542
Position 14375: 0.005145873532914404
Position 7104: 0.0046692571396231095
Position 7461: 0.00465128348337889
Position 13691: 0.003954664139339442
Position 5612: 0.0031811395065326053
Position 131: 0.0025541111597670732
Position 1379: 0.0024613967902714267
Position 13498: 0.0016611659495890455
Position 12640: 0.0014182383067925393
Position 1955: 0.0014109378922963368
Position 881: 0.0011953555229162242
Position 5588: 0.0011198090598992538
Position 13216: 0.0010185405095457323
Position 12483: 0.0009369536276379863
Position 947: 0.0006123847564504432
Position 12857: 0.0006091790588309354
Position 1239: 0.0005700129492158355
Position 1193: 0.0005497079909692258
Position 5574: 0.0002685621609557558
Position 12677: 0.00026398964573355957
Position 885: 0.00024142935297686484
Position 683: 0.00023042339936091746
Position 12939: 0.00017069218329616775
Position 12622: 0.00012887400145463005
Position 13037: 9.409274419171202e-05
Position 522: 6.199974757780898e-05
Position 12128: 5.457949537780711e-05
Position 1128: 5.1158575206678404e-05
Position 136: 5.0132346516570355e-05
Position 1081: 3.6869952427095886e-05
Position 12189: 3.310960164190209e-05
Position 12691: 3.06926380475025e-05
Position 13203: 6.296230430366964e-06
Position 12565: 2.7389080843072377e-06
Position 12562: 1.0148664440133599e-06
Position 13193: 5.29297031900439e-07
Position 12460: 3.4480711395534663e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5665: 1.0000000000000018
Position 12744: 0.9983383144976261
Position 12330: 0.99593310494497
Position 13283: 0.9957559278473588
Position 5428: 0.988737920321882
Position 13122: 0.9830310337404209
Position 9781: 0.9740029066074248
Position 12049: 0.948409428066964
Position 8360: 0.9360674436851313
Position 13712: 0.8508180574213464
Position 14040: 0.4881518991789286
Position 3370: 0.27992110861589453
Position 12522: 0.15484183548286382
Position 12975: 0.13525808174216067
Position 15180: 0.08812514944904949
Position 13040: 0.06269177337075248
Position 14683: 0.06252089480366063
Position 12076: 0.04953338178100417
Position 7536: 0.04881970903522972
Position 2101: 0.04295017820134926
Position 12578: 0.0345069615479774
Position 13743: 0.031967477695630374
Position 1283: 0.02939781784704643
Position 13427: 0.020657660543128217
Position 15267: 0.019585246074678764
Position 12596: 0.016920214375987702
Position 14070: 0.01159527209062159
Position 5464: 0.01124798881738514
Position 14051: 0.011149736346335775
Position 7819: 0.011058810531456409
Position 14574: 0.011054583708109031
Position 14076: 0.010795319248224588
Position 14443: 0.010113750688526442
Position 2820: 0.007420741513923044
Position 942: 0.004538336540228201
Position 13507: 0.0033022930479275955
Position 13263: 0.0029090597356984044
Position 13064: 0.00156656598200727
Position 13568: 0.0010523869484710853
Position 946: 0.0008493970338709805
Position 1005: 0.0008290335988390051
Position 12346: 0.0007858573248626115
Position 12651: 0.0007028720960652844
Position 13092: 0.0006211217274027629
Position 13759: 0.00016722752670841383
Position 12771: 1.0443695172331554e-05
