Gene = Las
index = 1250
Annotated 5SS: [ 152  544  914 1029]
Annotated 3SS: [ 210  756  970 1083]
SMsplice 5SS: [ 544  914 1029]
SMsplice 3SS: [ 756  970 1083]
top_k =  100
Partition function (log Z): -0.5619113900538533

Sorted 5' Splice Sites (High to Low Probability):
Position 914: 0.9848501496292769
Position 1029: 0.9845120557715712
Position 544: 0.8338723509176118
Position 152: 0.2052900117273259
Position 561: 0.03478610435404205
Position 1395: 0.011751291936751875
Position 17: 0.004049371906292357
Position 171: 0.003661387172582068
Position 94: 0.0029720814379406634
Position 327: 0.0027507687187265832
Position 140: 0.002324737066972542
Position 78: 0.0016546686155150634
Position 595: 0.0015188591718095959
Position 387: 0.0011469830870178028
Position 1560: 0.0011439696922252898
Position 1615: 0.0009992544033330197
Position 1699: 0.0006699480948653582
Position 38: 0.000548443067101225
Position 269: 0.0004728256760515271
Position 1520: 0.0003540788637678001
Position 1196: 0.0003231923319215487
Position 1430: 0.00023682598433802485
Position 7: 0.00014383881383065166
Position 624: 0.00011001580160082364
Position 918: 9.553174828195427e-05
Position 1376: 8.415106057813957e-05
Position 1217: 6.010762507064023e-05
Position 1658: 4.897915746065881e-05
Position 1256: 4.190810393459692e-05
Position 60: 3.982858689518096e-05
Position 1601: 3.925444573156179e-05
Position 832: 3.854933984579608e-05
Position 1399: 3.768604347822903e-05
Position 889: 3.204609231177727e-05
Position 212: 2.3268537906681872e-05
Position 251: 1.2811561300980418e-05
Position 143: 1.1684256373762606e-05
Position 1009: 4.1997948623972665e-07
Position 318: 1.2361196395293731e-08
Position 983: 1.4951000667756335e-09
Position 103: 9.828508923969773e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 970: 0.9798938971600907
Position 1083: 0.9798328884136251
Position 756: 0.7475633337123806
Position 210: 0.18328840906002072
Position 616: 0.0727820780479275
Position 685: 0.054327605092656245
Position 294: 0.02462418270428843
Position 1752: 0.009121181698189566
Position 979: 0.0055083961622223185
Position 1456: 0.004597477422618289
Position 779: 0.004537720282818073
Position 1505: 0.004091397702982468
Position 1112: 0.0023381903585100233
Position 237: 0.0015417364176015537
Position 621: 0.0012485926301800416
Position 658: 0.000957230636476964
Position 267: 0.0008814784347409435
Position 692: 0.0006453501644995331
Position 946: 0.0005455181676766165
Position 591: 0.0004123037369815925
Position 1190: 0.0003663554126884618
Position 901: 0.0003380592193995201
Position 853: 0.0003100745418108386
Position 1300: 0.00025052293586299066
Position 1161: 0.0002497939139358248
Position 432: 0.00020228942977296898
Position 393: 0.00017773716653905945
Position 156: 5.664659020586366e-05
Position 1023: 1.203539595998696e-05
Position 311: 2.9141999930935983e-06
Position 143: 2.3664290258775465e-06
Position 438: 1.0767907728899212e-06
Position 354: 6.155878211490916e-07
