Gene = OtopLb
index = 1351
Annotated 5SS: [1281 2378 2706 2992 4002]
Annotated 3SS: [1927 2552 2773 3056 4061]
SMsplice 5SS: [ 227 2706 2992 4002]
SMsplice 3SS: [2552 2773 3056 4061]
top_k =  100
Partition function (log Z): 7.817400162888744

Sorted 5' Splice Sites (High to Low Probability):
Position 2706: 0.9990835199708823
Position 4002: 0.9915715938548617
Position 227: 0.9834628074114351
Position 2992: 0.9570808724949713
Position 2378: 0.390009232484695
Position 3557: 0.29092350484089446
Position 969: 0.11571554552879408
Position 3366: 0.050745550917143396
Position 4334: 0.02711733309784019
Position 4253: 0.020954285607511534
Position 1281: 0.01833313046226594
Position 595: 0.016132364424309473
Position 599: 0.016109744775993303
Position 1087: 0.011150693582125561
Position 507: 0.008802462634405525
Position 859: 0.007251471928892955
Position 964: 0.006733886588596571
Position 275: 0.0053912914812726045
Position 1640: 0.00495196659702242
Position 872: 0.0034809822077355324
Position 2956: 0.0029152162792357417
Position 1120: 0.00274557995975011
Position 1435: 0.0026657994666811724
Position 4171: 0.0025746725209526786
Position 472: 0.002079335664800101
Position 933: 0.0016149208281842527
Position 586: 0.0014045726300787064
Position 1002: 0.0013133149966995637
Position 1203: 0.0012840776949159432
Position 431: 0.0009895151605001185
Position 2939: 0.0008851745243057792
Position 2910: 0.0008025813828386135
Position 667: 0.0006714608020593076
Position 2898: 0.0005244227245693611
Position 289: 0.00043559021593782006
Position 3269: 0.00041512696887840023
Position 341: 0.0003625378833801984
Position 2853: 0.0002982151502779445
Position 2710: 0.00027465790446855353
Position 232: 0.00025228761499540087
Position 216: 0.00020772418314887574
Position 331: 0.00011250016835729333
Position 4629: 8.981980890749351e-05
Position 85: 6.842453481284379e-05
Position 2882: 6.484708673582285e-05
Position 55: 5.873206660700144e-05
Position 110: 3.908353037969151e-05
Position 118: 2.5994368723100377e-05
Position 688: 1.7320033284884608e-05
Position 643: 1.5683380482611094e-05
Position 555: 1.3606526093831984e-05
Position 4163: 1.0484367464477187e-05
Position 2820: 3.113975746135913e-06
Position 2928: 3.036648243547028e-06
Position 2816: 2.8255282904997874e-06
Position 4232: 2.2459271130227686e-06
Position 174: 1.0673472104926023e-06
Position 123: 8.390509734076232e-07
Position 187: 8.00590352715522e-07
Position 6: 4.320805587836087e-07
Position 192: 1.6457621258805896e-07
Position 3092: 1.6187105436558608e-07
Position 426: 1.3964343882732038e-07
Position 3376: 1.3275949460076346e-07
Position 3320: 1.0124953090654485e-07
Position 369: 4.924399680243326e-08
Position 126: 8.722928418313139e-09
Position 418: 2.4074435707744167e-10
Position 2832: 7.981371966200006e-12
Position 2738: 2.9369775335743382e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4061: 0.9983090593445426
Position 2773: 0.9850540120197715
Position 3056: 0.9680056395785782
Position 2552: 0.9631386462009751
Position 410: 0.26675289904203936
Position 3615: 0.19001405307663297
Position 1028: 0.11262169955374042
Position 1927: 0.07641191012219879
Position 2267: 0.06166872116582016
Position 3655: 0.05937039478017959
Position 3420: 0.049240559916398086
Position 813: 0.028585792692636534
Position 1930: 0.025504108311206343
Position 1473: 0.02430848089899322
Position 4305: 0.023057839455678564
Position 2508: 0.018576972506026242
Position 4417: 0.01682915134790664
Position 3916: 0.016593204526720494
Position 3832: 0.013106120874875338
Position 2526: 0.011797746867719188
Position 506: 0.0060138996731311034
Position 2562: 0.005670178621592294
Position 3724: 0.005123575369132825
Position 4434: 0.00472402854253514
Position 3108: 0.004427865478084546
Position 2829: 0.0037608217294362576
Position 4706: 0.0033192942857625993
Position 4666: 0.0021556176346736785
Position 3424: 0.0015340925347213988
Position 839: 0.0014965108992392373
Position 609: 0.0012884592071500875
Position 4220: 0.00048742532376703514
Position 3465: 0.00036153585794193544
Position 2917: 0.0003577402538336449
Position 2947: 0.0003324044460869437
Position 4718: 0.00017906109586964528
Position 1432: 2.390265641670918e-05
Position 1765: 2.30270693190176e-05
Position 1453: 1.9582579722460917e-05
Position 487: 4.605245906484771e-06
