Gene = CNMa
index = 1044
Annotated 5SS: [ 879 3540 3930 4107]
Annotated 3SS: [3344 3619 4094 4172]
SMsplice 5SS: [ 879 3540 3930]
SMsplice 3SS: [3344 3619 4172]
top_k =  100
Partition function (log Z): -5.293568474607751

Sorted 5' Splice Sites (High to Low Probability):
Position 879: 0.9996887339661
Position 3930: 0.8960406991458071
Position 3540: 0.7677956238769703
Position 4107: 0.10851074821128495
Position 1261: 0.07282763580250072
Position 1474: 0.031060017066035905
Position 49: 0.00977698543365141
Position 3878: 0.009633553549970678
Position 617: 0.0033715096281953577
Position 3957: 0.0025497903023929446
Position 3934: 0.0023301820609989065
Position 18: 0.0019175142841914162
Position 4258: 0.001700911199659172
Position 294: 0.0014913217008833512
Position 249: 0.0014891384483234084
Position 3835: 0.001388419303907034
Position 263: 0.0009860178493315563
Position 46: 0.0008312682122882556
Position 32: 0.0005299760415798764
Position 62: 0.000258973827100142
Position 4536: 0.00018585266891222733
Position 749: 0.00017099064169721483
Position 306: 2.308315346337312e-05
Position 887: 2.210690550796672e-05
Position 239: 2.0562585756406427e-05
Position 1119: 1.6184293477217137e-05
Position 883: 1.4150418344980075e-05
Position 426: 1.5724689651743766e-07
Position 120: 8.507574581070572e-08
Position 919: 1.2480302218752125e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4172: 0.9503420946247932
Position 3344: 0.8064313925411828
Position 3619: 0.7678504939767155
Position 4094: 0.10037880780864321
Position 3622: 0.09336083697509198
Position 959: 0.050690379357566505
Position 2583: 0.03274844321520824
Position 1172: 0.022827527874353198
Position 3230: 0.02278416117859248
Position 1023: 0.019209333417844424
Position 1043: 0.014636987344025928
Position 107: 0.011245388818590803
Position 937: 0.004018483228955631
Position 371: 0.0029030179847370674
Position 2593: 0.0027171757466173696
Position 684: 0.0023834489825642273
Position 4323: 0.0017009111996591725
Position 83: 0.0015786987458034595
Position 4129: 0.0012890734941209698
Position 1333: 0.0012862059654601273
Position 4195: 0.0010384220517454534
Position 754: 0.0006468924938229184
Position 741: 0.000591397564522956
Position 697: 0.00048197339795501515
Position 4630: 0.00045062868311474723
Position 115: 0.0004384026838913056
Position 804: 0.0003969684293727689
Position 1519: 5.41617795241921e-05
Position 1777: 4.929348207358174e-05
Position 1916: 4.670892531449995e-05
Position 1807: 3.1536975283305055e-05
Position 1197: 1.4300147980386207e-05
Position 1116: 3.7572424020053707e-06
Position 778: 1.3630552616740717e-06
Position 672: 8.038994955797536e-07
Position 386: 5.615385036602313e-07
Position 489: 5.224720373412015e-07
Position 663: 4.747947214680756e-07
Position 120: 4.0661341528244823e-07
Position 1126: 2.491295170049642e-07
Position 1395: 2.1652394155714784e-07
Position 186: 1.5555975918551549e-07
Position 441: 1.34224821527901e-07
