Gene = p130CAS
index = 1832
Annotated 5SS: [  421 14736 15967]
Annotated 3SS: [14591 15696 19176]
SMsplice 5SS: [  421 14736 15967]
SMsplice 3SS: [14591 15696 19176]
top_k =  100
Partition function (log Z): -3.46254910202253

Sorted 5' Splice Sites (High to Low Probability):
Position 14736: 0.9794455360309731
Position 15967: 0.9688100552929441
Position 421: 0.8931637469664292
Position 3788: 0.44232071629763814
Position 3437: 0.18765187953590715
Position 842: 0.18278005748388615
Position 4497: 0.14543599752674843
Position 15097: 0.06562438501503447
Position 507: 0.03727596455243726
Position 89: 0.029948115243491086
Position 16810: 0.022168515764003367
Position 18612: 0.013597829712259615
Position 548: 0.012764341965594549
Position 14704: 0.012407013515381421
Position 3773: 0.01175963189994847
Position 330: 0.006463505060976418
Position 3762: 0.004982221166408292
Position 475: 0.004368010110167833
Position 17109: 0.004083876724185397
Position 14794: 0.003557659456066086
Position 666: 0.0024471812086639447
Position 20227: 0.0018765622512387798
Position 1241: 0.0017528379763877184
Position 17473: 0.0016988394267572105
Position 1310: 0.001694197407739242
Position 1207: 0.0016225733417968432
Position 1314: 0.0014452919121847312
Position 1102: 0.001335007954835862
Position 1202: 0.001257347721478871
Position 33: 0.0011243007776702313
Position 561: 0.001118146394275486
Position 16014: 0.0004910857444223077
Position 413: 0.00037495074552774135
Position 29: 0.00036023561798173196
Position 623: 0.00031235664880468876
Position 109: 0.00023142938697329708
Position 230: 0.00014287652410092385
Position 200: 4.065676857267677e-05
Position 851: 1.5095017293221404e-05
Position 39: 1.4772081839546711e-05
Position 93: 1.3983009123432071e-05
Position 1131: 1.321945113923198e-05
Position 17: 1.1113222472395315e-05
Position 194: 8.468890413549432e-06
Position 211: 2.6064059519262003e-06
Position 47: 2.4565348117959758e-06
Position 243: 2.145210677450354e-06
Position 68: 1.549410488750811e-06
Position 56: 7.310605337037161e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14591: 0.999399023084917
Position 19176: 0.9908366645139333
Position 15696: 0.9680888523379484
Position 3083: 0.48448175745732874
Position 3832: 0.1338405599481286
Position 3570: 0.11346532400278575
Position 665: 0.104178683937698
Position 727: 0.07202606589701499
Position 15010: 0.032808982365537906
Position 3167: 0.027128527347671478
Position 16715: 0.02405118623653283
Position 3544: 0.021015742085666235
Position 14854: 0.01601781661864629
Position 18430: 0.013597829712259615
Position 3876: 0.011595437592312472
Position 14827: 0.00780493534850272
Position 19228: 0.004072290746053987
Position 14793: 0.0033943929863892
Position 17300: 0.0020715993435438964
Position 15770: 0.0019960796682466538
Position 20280: 0.0018765622512387833
Position 141: 0.0018672305083659664
Position 16119: 0.001758052048025846
Position 16686: 0.001612036338579166
Position 14817: 0.0016101899101637997
Position 16392: 0.0015550786969251002
Position 92: 0.0014340597215209173
Position 523: 0.0006718478138416568
Position 3747: 0.0006230980064498392
Position 288: 0.0005097921839841731
Position 297: 0.0004701361131797655
Position 16018: 0.00037488811866087093
Position 547: 0.0003478624718443795
Position 230: 0.0003334451370773816
Position 18099: 0.0003275962620635102
Position 16145: 0.0003244162593803791
Position 712: 0.00027014828019445797
Position 16575: 8.403618417726447e-05
Position 16037: 3.466619215269549e-05
Position 16476: 3.3116435119428775e-05
Position 16278: 2.673730826536908e-05
Position 15476: 2.294027344904835e-06
Position 15281: 2.035924964568526e-06
