Gene = Ets65A
index = 1157
Annotated 5SS: [14582 14805 16737 18386 21532 24086]
Annotated 3SS: [14753 16676 18337 21341 23876 24358]
SMsplice 5SS: [  855  3146  3695  6176 14805 16737 21532 24086]
SMsplice 3SS: [ 2851  3317  6007 14753 16676 21341 23876 24358]
top_k =  100
Partition function (log Z): 17.730957144174745

Sorted 5' Splice Sites (High to Low Probability):
Position 21532: 0.9999999999999997
Position 6176: 0.9999999999999971
Position 3146: 0.9988814531237049
Position 24086: 0.9987346629312359
Position 855: 0.9249594365735928
Position 3695: 0.9154409799266581
Position 16737: 0.8440781235028024
Position 14805: 0.5760284245589884
Position 2645: 0.38052645639575094
Position 18386: 0.23697893209557283
Position 23694: 0.11439710370921742
Position 3622: 0.08454998157039163
Position 702: 0.08089444905424044
Position 14923: 0.07474933332242673
Position 23690: 0.07338177151001692
Position 2099: 0.04443378735612974
Position 8042: 0.0330559422271167
Position 22423: 0.019375244819025618
Position 2985: 0.01616809013822658
Position 22108: 0.007809795374737371
Position 1483: 0.0048572645371911865
Position 5745: 0.003538239685496453
Position 56: 0.0034921630055344795
Position 325: 0.003169605729614206
Position 24923: 0.0031301017902878414
Position 4310: 0.00299570479113308
Position 134: 0.0027669336420427988
Position 4357: 0.00208620514975835
Position 4184: 0.001672202120168869
Position 22621: 0.001628910891408672
Position 690: 0.0013711718431351843
Position 4458: 0.0013595855669282458
Position 958: 0.0009651383460412961
Position 3165: 0.0005979410311927305
Position 1148: 0.0004408728263579688
Position 679: 0.0002504800118405285
Position 21953: 0.00020251586045158944
Position 3150: 0.00017188102950848341
Position 516: 0.00013691584747901534
Position 784: 9.574356951688613e-05
Position 3274: 8.138299968396689e-05
Position 760: 6.26126357315079e-05
Position 496: 6.0952062169658536e-05
Position 543: 1.5156103050976539e-05
Position 344: 1.1558108182511184e-05
Position 3685: 8.13880284144096e-06
Position 706: 8.043896726745738e-06
Position 735: 6.593206716597733e-06
Position 66: 4.888447859716401e-06
Position 3699: 5.81028278275994e-07
Position 21697: 7.01528713919196e-08
Position 21703: 6.30592735994151e-08
Position 1152: 6.047869681697157e-08
Position 924: 2.290671062923441e-09
Position 983: 2.306119911338357e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21341: 0.9969439069217347
Position 24358: 0.9937493760809031
Position 23876: 0.9811439260657338
Position 3317: 0.9777453194994069
Position 6007: 0.9739169469811434
Position 16676: 0.8430591495875895
Position 2851: 0.8017553206098926
Position 14753: 0.6507777578814137
Position 18337: 0.2203284535281776
Position 22829: 0.14414048139922994
Position 2875: 0.10228334234879216
Position 2882: 0.05406256399925994
Position 1280: 0.0538878037446442
Position 1348: 0.053489826540202096
Position 23444: 0.05279572281487455
Position 1662: 0.049198612390635325
Position 2799: 0.03620077608132083
Position 1693: 0.035752035050131824
Position 1625: 0.03308565650875569
Position 1715: 0.030472206372004984
Position 1594: 0.02914841126380083
Position 2119: 0.029095929129227996
Position 2285: 0.026855965533803487
Position 7833: 0.024282753760803945
Position 22168: 0.021600729887235944
Position 5499: 0.021232417762962832
Position 1019: 0.01727051235314076
Position 3246: 0.017057682114167815
Position 17948: 0.016650661988562524
Position 2242: 0.016378836729480945
Position 3053: 0.015819998131493394
Position 769: 0.014633254567994644
Position 1192: 0.014493430251879184
Position 1367: 0.011539547355204759
Position 1386: 0.011097587790912038
Position 1213: 0.009989135014534198
Position 841: 0.00953778022868282
Position 748: 0.006494567403974736
Position 4054: 0.005514982169358976
Position 3372: 0.005272896722132032
Position 23907: 0.003587541249755262
Position 21605: 0.0035513776443536465
Position 5487: 0.003437098191694886
Position 24974: 0.0031301017902878414
Position 21745: 0.0026898433322390947
Position 23164: 0.0026854621813550777
Position 4089: 0.002628508624093365
Position 5720: 0.002592640444660688
Position 24303: 0.002569932037171427
Position 7902: 0.0025632978032394975
Position 5049: 0.00232934313956711
Position 24227: 0.002157517296653158
Position 20858: 0.0021541554457238984
Position 7669: 0.0021064272828779686
Position 7786: 0.0021060427758252784
Position 21695: 0.001649862166172817
Position 15004: 0.001018973915212407
Position 7696: 0.0010148547280185766
Position 7150: 0.000982565876351436
Position 20434: 0.0009017000907274916
Position 757: 0.0008636792926622551
Position 24327: 0.0008140695010480838
Position 572: 0.0006027742542345676
Position 21632: 0.0005422739399007457
Position 22759: 0.0005255048638178782
Position 22866: 0.00044479291650465543
Position 24312: 0.0004280955791972176
Position 22319: 0.0004228797859578843
Position 543: 0.0002535779963402181
Position 934: 4.358913689879152e-05
Position 1317: 4.1401685198773946e-05
Position 21758: 3.0278442559463543e-05
Position 3254: 2.332961598395765e-06
Position 3226: 1.1685731862949363e-06
Position 3336: 1.0316485046061905e-06
Position 790: 5.168521974959182e-07
Position 740: 4.957216871986696e-07
Position 22514: 4.711235746508509e-07
Position 1296: 3.9151308087968114e-07
Position 464: 2.911832699007751e-07
Position 225: 1.7442481111504084e-07
Position 784: 1.346517700163178e-07
Position 182: 1.3436633676141335e-07
Position 18770: 5.412064482479816e-08
Position 986: 1.4585430553670133e-08
Position 1042: 9.266685993854622e-09
