Gene = tam
index = 1907
Annotated 5SS: [2038 2916]
Annotated 3SS: [2092 2974]
SMsplice 5SS: [2038 2916]
SMsplice 3SS: [2092 2974]
top_k =  100
Partition function (log Z): -3.7612977464850883

Sorted 5' Splice Sites (High to Low Probability):
Position 2916: 0.9804822783810285
Position 2038: 0.9594351722996354
Position 183: 0.38190251994691443
Position 2660: 0.21451510310672572
Position 711: 0.07163270202096443
Position 846: 0.06714190645629074
Position 1134: 0.040479968264894486
Position 2042: 0.029863287850369458
Position 2521: 0.022654570944250545
Position 917: 0.01803810421518083
Position 3255: 0.015759665069268486
Position 34: 0.014868452399034398
Position 252: 0.009132669756561919
Position 2615: 0.005179359941619831
Position 3033: 0.005059055461728782
Position 1318: 0.0034885676193199674
Position 2176: 0.0011536518292058983
Position 3216: 0.0010738991564257425
Position 339: 0.0005190321327779915
Position 3724: 0.00044136132504171824
Position 1959: 0.00023681461502937236
Position 642: 3.574170531601293e-05
Position 707: 2.091851816638124e-05
Position 104: 1.440841758913317e-06
Position 117: 1.3551269840936425e-06
Position 2639: 1.0237269825839471e-07
Position 2324: 7.872555774906311e-08
Position 701: 4.018090534191491e-08
Position 644: 3.805074498894855e-08
Position 944: 3.6592498136609495e-08
Position 1056: 3.5707291849889884e-08
Position 382: 1.4878454178708231e-10
Position 353: 1.2738520675047116e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2092: 0.9983898321335587
Position 2974: 0.9785790414746796
Position 1831: 0.5256479128062312
Position 2810: 0.1539902963059387
Position 2731: 0.03335961283696495
Position 1378: 0.025616523014136215
Position 1227: 0.024724222211935314
Position 2571: 0.022742372714188337
Position 3419: 0.01708581232275269
Position 2859: 0.01310865852276184
Position 2980: 0.009959238425752644
Position 2793: 0.008723151420103135
Position 871: 0.005564381272317779
Position 427: 0.0037063457170096823
Position 3093: 0.0035052401557426095
Position 1290: 0.00310820502904666
Position 1583: 0.0028302328697576823
Position 1659: 0.002580899031307185
Position 251: 0.002448354884634687
Position 2983: 0.0018819787071929783
Position 1328: 0.0011547321645465271
Position 2218: 0.0009776399521378072
Position 3332: 0.0008066730362989243
Position 2145: 0.0005836361087005567
Position 3462: 0.0005741900533785228
Position 3289: 0.00048490362034585174
Position 2254: 0.0004698517322695197
Position 3772: 0.0003168472957613587
Position 3777: 0.0001245140292803594
Position 2574: 6.0963525360575646e-05
Position 3056: 1.1657756031406169e-05
Position 995: 9.760234362899063e-09
