Gene = ppk13
index = 1843
Annotated 5SS: [ 184  372  721  871 1094 1639]
Annotated 3SS: [ 244  435  782 1007 1156 1699]
SMsplice 5SS: [ 184  372  721  871 1639]
SMsplice 3SS: [ 244  435  782 1007 1699]
top_k =  100
Partition function (log Z): 6.024851308472375

Sorted 5' Splice Sites (High to Low Probability):
Position 372: 0.9845017271961872
Position 184: 0.9822965760952043
Position 1639: 0.7838475044704681
Position 871: 0.6575031190323536
Position 542: 0.6409411561951494
Position 721: 0.47819165332771435
Position 1094: 0.3858312088924574
Position 929: 0.02355254160392956
Position 378: 0.014274071100534661
Position 149: 0.004895777192598242
Position 1098: 0.0047452582346960825
Position 1863: 0.003969490207147295
Position 590: 0.0014738372905894828
Position 1113: 0.0014289918408774125
Position 1598: 0.0013437371109806836
Position 188: 0.0012715072311429501
Position 361: 0.0010148880002836401
Position 161: 0.0005640039791285231
Position 501: 0.000556256860698162
Position 658: 0.00015408593389923923
Position 376: 0.00013813596037525475
Position 747: 9.845484156165419e-05
Position 126: 6.72411338186049e-05
Position 725: 5.29332168053397e-05
Position 87: 3.5637476972712376e-05
Position 80: 3.147549957437919e-05
Position 179: 1.3662821445609812e-05
Position 555: 1.357169754825928e-05
Position 284: 1.0688161516889129e-05
Position 138: 5.383171813640644e-06
Position 36: 5.28815004525362e-06
Position 1653: 4.309084795660552e-06
Position 531: 4.1759449546564585e-06
Position 47: 2.9117776419659825e-06
Position 245: 2.355176243380882e-06
Position 103: 1.989949282774259e-06
Position 269: 1.2923596453717674e-06
Position 518: 1.2555242904448726e-06
Position 325: 4.3038068949818807e-07
Position 274: 8.080127742380765e-08
Position 133: 6.530097039827728e-08
Position 397: 3.348592479631111e-08
Position 415: 2.4845279201993308e-08
Position 277: 1.7015313907977872e-08
Position 473: 1.0092070709076945e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 435: 0.9997462022377077
Position 244: 0.9887746976054717
Position 1699: 0.7848940079430243
Position 782: 0.6361298719703491
Position 1007: 0.5125850342087178
Position 1156: 0.5030535885986898
Position 594: 0.24457281721429003
Position 986: 0.1016017992866008
Position 618: 0.06817003403061107
Position 755: 0.053429198110906406
Position 929: 0.02452411397390671
Position 1367: 0.01299237586294055
Position 597: 0.011599738448304543
Position 960: 0.00940919822309918
Position 941: 0.008684301236743184
Position 1919: 0.005218043606238986
Position 600: 0.00477402088428691
Position 827: 0.0004481482599857911
Position 658: 0.00040481647953987695
Position 628: 0.00035214073585168625
Position 801: 0.0002687837236276477
Position 649: 0.0002673775914279848
Position 716: 0.00024489384963106384
Position 1952: 0.00022719726432541854
Position 269: 0.00021198911892472203
Position 325: 0.00017519867389830277
Position 518: 3.712665926483091e-05
Position 469: 3.0590891088938e-05
Position 284: 1.2262444777557577e-05
Position 339: 4.275256791567419e-06
Position 676: 3.2161488556207323e-06
Position 174: 1.0081639260886769e-06
Position 197: 2.337058359538021e-07
Position 480: 1.5245417647488e-07
Position 358: 9.897337581036956e-08
Position 360: 8.978103030374202e-08
Position 472: 6.76722535291849e-08
Position 411: 6.589488820238134e-08
Position 531: 3.38087265760159e-08
Position 484: 4.671801773937292e-09
