Gene = cutlet
index = 1660
Annotated 5SS: [1012 1647 1932 2115 2274 2473 2771 3258 3451 3734 4233]
Annotated 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
SMsplice 5SS: [1012 1647 1875 2115 2274 2473 2771 3258 3451 3734 4233]
SMsplice 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
top_k =  100
Partition function (log Z): 27.674075523936057

Sorted 5' Splice Sites (High to Low Probability):
Position 2115: 0.9948517098485893
Position 4233: 0.9941422273074515
Position 2473: 0.9939354345107966
Position 3451: 0.9921759952692245
Position 3258: 0.9705252261087222
Position 1012: 0.9692061617531827
Position 1647: 0.9321956973674304
Position 2771: 0.8315171335160436
Position 3734: 0.7124939823747352
Position 2274: 0.6304658487830388
Position 1879: 0.20251786677777733
Position 2284: 0.2007288742359777
Position 2242: 0.15483256247817284
Position 2970: 0.09541059603958167
Position 1919: 0.09537262197500194
Position 2673: 0.06062807081664501
Position 781: 0.023830979956194764
Position 580: 0.023687781038368088
Position 1350: 0.022226816384825595
Position 2944: 0.011922265056386695
Position 1896: 0.007541920962595947
Position 1777: 0.005885759810359264
Position 1289: 0.0049307419721059025
Position 2692: 0.004650818662275885
Position 1888: 0.004450926070348903
Position 1670: 0.00418888887777702
Position 4037: 0.004071447180013839
Position 971: 0.003950248460768344
Position 2697: 0.0038890366400501945
Position 2255: 0.003289913907147187
Position 2457: 0.0032138870571526224
Position 34: 0.003105099587707582
Position 1448: 0.0025451243305326695
Position 1473: 0.0025223393268104816
Position 4237: 0.002514681551364422
Position 1234: 0.002412805947932988
Position 222: 0.002384429814489256
Position 2080: 0.002306310309637777
Position 889: 0.002292922267600602
Position 2119: 0.0016753333846674758
Position 28: 0.0015832601333788914
Position 2444: 0.0013769285906298709
Position 1962: 0.0013592407093095539
Position 3969: 0.0013579441457599885
Position 63: 0.001354448356844114
Position 1891: 0.0012377212015126367
Position 1159: 0.0011910406079720466
Position 1640: 0.0011852931453455997
Position 1042: 0.0011784030054881097
Position 2435: 0.0009639943478955855
Position 2677: 0.0008721192690809767
Position 3606: 0.0008353265457286336
Position 454: 0.0007957125828641084
Position 1050: 0.0006322177896675971
Position 1023: 0.0006258869836586624
Position 3947: 0.00047822337129457826
Position 3812: 0.0004752641303696325
Position 1247: 0.00046457031696220576
Position 2483: 0.0004211537446906055
Position 584: 0.0003820260685638854
Position 415: 0.00031869483327761646
Position 1016: 0.00031716303198698985
Position 2602: 0.0002927042338427559
Position 374: 0.00029115717749810357
Position 2090: 0.0002793608388337508
Position 2639: 0.0002754764657971784
Position 2620: 0.00024249855106333156
Position 2683: 0.00023971962372985937
Position 955: 0.00022594252736261576
Position 2253: 0.0002209235284695446
Position 3262: 0.0001968437246199632
Position 2246: 0.00018730046663642235
Position 1607: 0.00013643868392818824
Position 828: 0.00011697193612395249
Position 3354: 9.602108843602449e-05
Position 3348: 9.011155022415322e-05
Position 952: 8.461020754320176e-05
Position 595: 5.878238091722888e-05
Position 3455: 4.04155371677347e-05
Position 4371: 3.3915293915571436e-05
Position 2447: 3.319398332846134e-05
Position 4359: 2.3931774432449726e-05
Position 1518: 1.9045083492142045e-05
Position 4328: 1.4752353213281176e-05
Position 2410: 6.320713013423706e-06
Position 4345: 3.867079242306523e-06
Position 446: 9.530193957419315e-07
Position 369: 5.491914337651083e-07
Position 213: 4.948970037257977e-07
Position 2426: 4.6247197444500125e-07
Position 2414: 4.279565144711972e-07
Position 465: 3.136582896636433e-07
Position 2375: 2.1329008688830666e-07
Position 2393: 2.0842081750358452e-07
Position 61: 1.4866479652565318e-07
Position 73: 7.450067191019697e-08
Position 283: 3.223703793503956e-08
