Gene = Nopp140
index = 1326
Annotated 5SS: [ 204 2056 2456]
Annotated 3SS: [ 405 2296 3208]
SMsplice 5SS: [ 204 2056 2456 3112 3332]
SMsplice 3SS: [ 405 2125 2692 3208 3442]
top_k =  100
Partition function (log Z): 1.9073485211126155

Sorted 5' Splice Sites (High to Low Probability):
Position 2456: 0.9828258476337884
Position 204: 0.9746508767875727
Position 2056: 0.9549269210991885
Position 3332: 0.7538633085628832
Position 3112: 0.7042180946977251
Position 23: 0.04526249833888394
Position 2183: 0.01005092946036031
Position 59: 0.009516214304709567
Position 3116: 0.006780588005217242
Position 3318: 0.006730171791337783
Position 2487: 0.0060349215940980454
Position 2483: 0.0032996722744670194
Position 351: 0.0017964532682229878
Position 3338: 0.0016927136997909992
Position 1303: 0.001237467005782898
Position 3564: 0.0011367231611685861
Position 3684: 0.0010359015953554462
Position 2396: 0.0007881053714225515
Position 2808: 0.0006488818109050529
Position 43: 0.0006403611506089177
Position 358: 0.0006198519690709228
Position 3660: 0.0005464747221135688
Position 868: 0.0004778122022362619
Position 2491: 0.00031458500657097893
Position 2066: 0.00028978611268185245
Position 180: 0.000223700880459749
Position 3030: 0.0001873579853713744
Position 27: 0.00018607628420462741
Position 3018: 0.00017485298831634928
Position 2788: 0.00016911278146366607
Position 266: 0.0001456890328185169
Position 21: 6.361092474028178e-05
Position 10: 4.050802211346025e-05
Position 93: 3.960970260032541e-05
Position 3064: 1.0706501536643499e-06
Position 228: 2.6517836667251636e-07
Position 146: 1.2480049634529116e-07
Position 237: 1.142970980644338e-07
Position 242: 5.491619893937854e-08
Position 208: 4.2166510956617695e-08
Position 214: 1.3217057707241649e-08
Position 263: 1.214016708705918e-08
Position 138: 8.867049668063205e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2692: 0.986467594178903
Position 405: 0.73068607182383
Position 3208: 0.7018806387385415
Position 3442: 0.5229605786123959
Position 2125: 0.3955749905403958
Position 2264: 0.35974249743375225
Position 3412: 0.1596061321604475
Position 2296: 0.1394545538993277
Position 450: 0.10898483912248585
Position 3737: 0.0752752360312668
Position 2358: 0.04824206273765254
Position 288: 0.04069807426235397
Position 111: 0.04046661767948118
Position 2228: 0.018105060230723502
Position 2299: 0.01664030550726248
Position 477: 0.013171542454537907
Position 3705: 0.011819380717634017
Position 2268: 0.01099399774510384
Position 1801: 0.010391015837498387
Position 3418: 0.010116879416943772
Position 93: 0.008488519925398114
Position 1817: 0.007619750055834041
Position 2100: 0.006703621722620525
Position 2334: 0.006086714883318056
Position 1233: 0.005294870937200309
Position 459: 0.005083827792578837
Position 3579: 0.003182651869267351
Position 1720: 0.0028737291679120786
Position 155: 0.0025358829423819296
Position 2707: 0.002031550932802111
Position 2710: 0.0019611046951517382
Position 1186: 0.001794702722043389
Position 1302: 0.001668504391359393
Position 1251: 0.0015567349477297028
Position 620: 0.0010195881753905637
Position 1259: 0.0009615107471166145
Position 122: 0.0009168442863768982
Position 1350: 0.0009064282303707005
Position 1347: 0.0008776294776221635
Position 1423: 0.0008317684324493734
Position 1166: 0.0008053623073145619
Position 484: 0.000768662747935142
Position 2196: 0.0007579225243012425
Position 1370: 0.0006703777389861494
Position 607: 0.00047835704984570043
Position 707: 0.00046367440062780276
Position 2872: 0.0004611290182979402
Position 2169: 0.00037516965579685656
Position 146: 0.00035102477874192204
Position 591: 0.00030961303056989203
Position 3873: 0.00030084775570358833
Position 126: 0.00025026369848728247
Position 2183: 0.0002429192039331802
Position 2186: 0.00018536890755247454
Position 410: 0.00013926670019162344
Position 425: 0.00013922820841868376
Position 3155: 0.00011048678072536614
Position 188: 7.524352810867488e-05
Position 191: 4.908204268727903e-05
Position 161: 5.800353717455908e-06
Position 194: 1.4458806097102285e-06
Position 370: 1.3687960323610583e-06
Position 174: 4.139489626879223e-07
Position 167: 3.4181924698384205e-07
Position 179: 5.8298394259562485e-09
Position 52: 4.289257013737131e-09
