Gene = Cht2
index = 1072
Annotated 5SS: [ 348 1698 1934 2497]
Annotated 3SS: [1573 1768 1990 2623]
SMsplice 5SS: [1698 1934 2497]
SMsplice 3SS: [1768 1990 2623]
top_k =  100
Partition function (log Z): 9.191927921251626

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.9997168468526072
Position 1934: 0.9994876600534364
Position 2497: 0.9935726684014423
Position 2157: 0.37007449527589475
Position 1074: 0.3398538112594482
Position 348: 0.10184121777329551
Position 505: 0.05009030261978532
Position 1062: 0.03343007311995798
Position 20: 0.031211585375951114
Position 871: 0.021627681205089642
Position 1160: 0.021413021571405226
Position 623: 0.017656828945521817
Position 618: 0.01044267786332011
Position 458: 0.009213285641167378
Position 464: 0.008262052577355468
Position 2558: 0.007436834009912469
Position 3436: 0.0043703279936615205
Position 3298: 0.0031576407357732364
Position 3456: 0.002537488150406212
Position 3322: 0.002048787357981323
Position 810: 0.0019645016796690103
Position 849: 0.0018521377292203733
Position 635: 0.0017209353786344238
Position 2077: 0.0016763489559802663
Position 2170: 0.00135287791738115
Position 3242: 0.0012789474073211942
Position 366: 0.0008310030820548748
Position 32: 0.00029932152513360974
Position 571: 0.00019197564933820093
Position 2190: 0.0001729898993485199
Position 1926: 0.00012897523256868442
Position 1945: 5.5595703549400805e-05
Position 413: 5.452312950050593e-05
Position 433: 4.103164893774469e-05
Position 1884: 9.184182324132909e-06
Position 1938: 6.081491266512464e-06
Position 2350: 3.4957963367520207e-06
Position 2511: 2.2427250587128386e-06
Position 2494: 1.3232479698337154e-06
Position 1835: 1.0737975363879175e-06
Position 1879: 9.91199343862119e-07
Position 2446: 4.455340550073889e-07
Position 1882: 4.285407010888887e-07
Position 1786: 3.7697375868728946e-07
Position 2016: 3.013203005984569e-07
Position 1792: 1.6695698101298072e-13
Position 1789: 2.072518609822405e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.999684155450098
Position 2623: 0.9982340266046247
Position 1990: 0.9915016879419639
Position 2235: 0.3464898867829646
Position 1573: 0.315685963924756
Position 1591: 0.16531784295775379
Position 1360: 0.03939114446184941
Position 1371: 0.03411136713570538
Position 71: 0.024181840900042044
Position 870: 0.02257583464875634
Position 1230: 0.01827417127219187
Position 922: 0.01637895055202457
Position 2283: 0.012235985413741804
Position 2001: 0.00817887354803929
Position 2552: 0.007374757759204295
Position 962: 0.006924283208374119
Position 3500: 0.005523832693969198
Position 2286: 0.004570729103759624
Position 3389: 0.004505304960003001
Position 2223: 0.004343700212944786
Position 563: 0.003573733263370047
Position 3516: 0.0022516280247653446
Position 1328: 0.001756642184871742
Position 1160: 0.001597325540136778
Position 497: 0.0012861845720683412
Position 2432: 0.0007102731973608089
Position 3481: 0.0005907337539013706
Position 438: 0.0005314339956530632
Position 3361: 0.000521692212504574
Position 2156: 0.00033436380334266063
Position 509: 0.00023095320777366348
Position 1785: 0.00014494538555431672
Position 1833: 3.8983658272012524e-05
Position 2010: 1.61375132963717e-05
Position 2060: 1.5634834434970613e-05
Position 2076: 7.391850797201443e-06
