Gene = Diap1
index = 1135
Annotated 5SS: [577]
Annotated 3SS: [10968]
SMsplice 5SS: [577]
SMsplice 3SS: [10968]
top_k =  100
Partition function (log Z): -13.92443321783415

Sorted 5' Splice Sites (High to Low Probability):
Position 577: 0.999995568309355
Position 10597: 0.21471102088114508
Position 4550: 0.0017645492743446683
Position 3814: 2.8692520658319656e-05
Position 1173: 5.336017049903411e-06
Position 29: 2.4791092524778386e-06
Position 1861: 2.0706284319765075e-06
Position 26: 1.7856928812725454e-06
Position 339: 8.362513106457344e-07
Position 15: 2.0050473053782003e-07
Position 17: 6.078772766710592e-08
Position 33: 5.8597057187657304e-08
Position 403: 3.882275457032667e-08
Position 81: 2.5744400622615486e-08
Position 581: 1.5881998190816756e-08
Position 157: 1.1657429000230417e-08
Position 367: 5.048293494866512e-09
Position 417: 5.014586864768286e-09
Position 373: 2.9182143026662514e-09
Position 595: 2.7442657100900748e-09
Position 412: 1.9477561572562135e-09
Position 552: 1.5745839192728843e-09
Position 483: 1.3828739747895938e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10968: 0.706221573588627
Position 10115: 0.2840483875679545
Position 10349: 0.15697027540476652
Position 7916: 0.031375197212846505
Position 9421: 0.01934625924092508
Position 7962: 0.0065679421485279055
Position 7968: 0.0026513197210069543
Position 6343: 0.0025399202638386542
Position 6639: 0.001739288997219224
Position 4134: 0.001267912709665016
Position 7575: 0.0010733137960307006
Position 6273: 0.0008337312392425698
Position 6928: 0.0006305997016314739
Position 4200: 0.00022020272474623925
Position 3345: 0.00017503172780652937
Position 4337: 0.00015484847406646509
Position 5591: 0.0001428504846825733
Position 4103: 0.00014192366804645303
Position 3301: 0.00011908891160135058
Position 3742: 8.790390993765165e-05
Position 4736: 8.289573272062456e-05
Position 622: 3.3348210700870014e-05
Position 1166: 2.1692790481212658e-05
Position 676: 1.7949120291716096e-05
Position 2592: 1.4664455767503552e-05
Position 1238: 7.299911474613862e-06
Position 832: 4.658395947366842e-06
Position 123: 4.380158906156568e-06
Position 746: 3.848583196589702e-06
Position 1553: 3.817105829191836e-06
Position 1559: 3.637684627096067e-06
Position 2334: 1.555925168996153e-06
Position 1419: 1.3916439041998292e-06
Position 1207: 1.1416915717380942e-06
Position 928: 8.692195585610384e-07
Position 884: 8.274396846137509e-07
Position 1422: 5.639295367344874e-07
Position 397: 2.116463593397867e-07
Position 433: 1.2183357881065027e-07
Position 257: 1.0755839458155212e-07
Position 128: 6.54603021698848e-08
Position 1638: 5.8465394270102383e-08
Position 103: 4.072268394640986e-08
Position 449: 2.1499871707519662e-08
Position 130: 7.340419857782023e-09
Position 480: 6.857782764397676e-09
Position 81: 4.96389424179895e-09
Position 235: 4.834733433482502e-09
Position 275: 4.453113597435637e-09
Position 334: 2.1820335093173732e-09
