Gene = yuri
index = 1936
Annotated 5SS: [ 923 1361 1723 2318 2623 2781 2975 5911 6189 6520 6894]
Annotated 3SS: [1027 1563 2065 2387 2679 2851 5753 5982 6250 6586 7105]
SMsplice 5SS: [ 231  923 1361 1723 2318 2623 2781 2975 5911 6520 6894]
SMsplice 3SS: [ 377 1027 1563 2065 2387 2691 2851 5753 5982 6586 7105]
top_k =  100
Partition function (log Z): 15.646419488604453

Sorted 5' Splice Sites (High to Low Probability):
Position 2781: 0.998350819645669
Position 5911: 0.9875814299949942
Position 6894: 0.9773566538602279
Position 1723: 0.965894447313628
Position 2975: 0.914678368844282
Position 2623: 0.8412806148165867
Position 231: 0.7758234345093116
Position 923: 0.7659175986292802
Position 1361: 0.7296257279851431
Position 2318: 0.6731746647766897
Position 5342: 0.5911576156617642
Position 6520: 0.5301662987449213
Position 6524: 0.4058201479306286
Position 4045: 0.3002663640327661
Position 4034: 0.16688274311788856
Position 2627: 0.11035236634762137
Position 949: 0.09708803371655098
Position 2292: 0.082003034909606
Position 6194: 0.06257575450046542
Position 1411: 0.06028750151417693
Position 1200: 0.05488749265980342
Position 6189: 0.05242003481662692
Position 3260: 0.050325598672338004
Position 935: 0.04983364316118885
Position 3596: 0.03602989112867153
Position 3228: 0.035947249529614866
Position 6156: 0.029230862563545828
Position 1169: 0.028565404837918872
Position 1155: 0.028222380642565627
Position 1395: 0.02728726238473209
Position 1474: 0.02464450765846949
Position 1980: 0.019739545706752078
Position 542: 0.015652451602538333
Position 1209: 0.011326764832504235
Position 528: 0.009516141433456835
Position 50: 0.007095547203308157
Position 1159: 0.0035558048066813676
Position 912: 0.0025329982257548027
Position 1221: 0.002307121291491103
Position 932: 0.0023052177727687353
Position 1657: 0.0022233977661011792
Position 3800: 0.0012560158060627995
Position 3393: 0.001222092467531755
Position 458: 0.001097329671907695
Position 96: 0.001031100400392084
Position 111: 0.0009620662444914645
Position 539: 0.0006103267206407284
Position 2777: 0.00046297886256184927
Position 113: 0.0004607014489434012
Position 444: 0.0004553283641130594
Position 2913: 4.826489798720806e-05
Position 3288: 3.0180087011664806e-05
Position 2966: 1.4763358935256182e-05
Position 117: 4.72869970907155e-06
Position 683: 2.6078055346094455e-06
Position 1132: 2.0555075073120205e-06
Position 115: 1.8907552598147131e-06
Position 345: 1.2340849944428927e-06
Position 219: 7.812471988969499e-07
Position 61: 6.588081602067528e-07
Position 2979: 6.484813984791422e-07
Position 316: 1.907829737820053e-07
Position 286: 2.785645706617903e-08
Position 8: 2.1555173574888328e-08
Position 284: 1.700846585517859e-08
Position 165: 6.4961610070782556e-09
Position 3: 2.7398732766712214e-09
Position 13: 1.5220479891254561e-09
Position 328: 1.3085691202661112e-09
Position 325: 1.1761897651545599e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5982: 0.9998148624581715
Position 2851: 0.998682695142678
Position 1563: 0.9712669454276052
Position 7105: 0.9411278455760427
Position 6586: 0.9023270669087589
Position 2691: 0.824630080100814
Position 1027: 0.6953541258860547
Position 2387: 0.6018936161086827
Position 4128: 0.5911787275905173
Position 5400: 0.5172086262461505
Position 5753: 0.47052302331658413
Position 3523: 0.4624087503867499
Position 377: 0.4072357707899318
Position 2065: 0.3283553396579717
Position 2031: 0.3252640232461088
Position 2453: 0.2951480936323529
Position 1060: 0.2937742237758747
Position 6250: 0.14422665188063818
Position 1992: 0.133917149550718
Position 2679: 0.11570860775335026
Position 596: 0.10983780017225629
Position 573: 0.08766575107201312
Position 349: 0.061829413842206554
Position 3054: 0.03956730740947703
Position 6593: 0.03305066723891604
Position 6988: 0.026819361306080654
Position 2499: 0.020831246847885596
Position 300: 0.017387245887063255
Position 2457: 0.01491052775471713
Position 1960: 0.010728342449907696
Position 7202: 0.009406357590218418
Position 2693: 0.00924155325191332
Position 521: 0.008856902230718045
Position 2097: 0.0074835011145273425
Position 722: 0.006757939777828024
Position 765: 0.005701536848390857
Position 416: 0.005564318044044716
Position 1289: 0.005066984531064218
Position 3086: 0.004058328745092084
Position 316: 0.0036732378041642853
Position 1039: 0.0032595677080280525
Position 1845: 0.0030170543307628923
Position 419: 0.002915121639838365
Position 461: 0.0028774519941483167
Position 383: 0.0024486638125550977
Position 811: 0.0020904741107156525
Position 2722: 0.0018514753278867815
Position 3017: 0.0012943761896887685
Position 808: 0.0012720724082094378
Position 528: 0.0011869046067210921
Position 169: 0.0010083305942884568
Position 666: 0.0006654810826595077
Position 874: 0.0006322085548819515
Position 7123: 0.0006118019157619203
Position 1882: 0.0005600555376145525
Position 1871: 0.0005560629948922831
Position 688: 0.0005396755834998628
Position 1789: 0.0004912622788996644
Position 3324: 0.0004388297495278654
Position 497: 0.00042502226646850703
Position 172: 0.000422041940975959
Position 1232: 0.00035836017024142285
Position 120: 0.00015869473048736542
Position 2809: 1.9142089330272052e-05
Position 2860: 8.070943034174674e-06
Position 2900: 1.91338833361962e-06
Position 198: 1.5860794401678878e-06
Position 3218: 1.3176712941334057e-06
Position 132: 9.458927773950913e-07
Position 186: 4.4876808342172743e-07
