Gene = Trp1
index = 1568
Annotated 5SS: [1177 2172 2528]
Annotated 3SS: [1355 2225 3018]
SMsplice 5SS: [ 156 1305 2172 2528]
SMsplice 3SS: [ 534 1355 2225 3018]
top_k =  100
Partition function (log Z): 9.934138160982181

Sorted 5' Splice Sites (High to Low Probability):
Position 2172: 0.9898505543491383
Position 156: 0.9239797341292253
Position 1305: 0.9136449286304541
Position 2528: 0.8657560439524563
Position 770: 0.45267013555244856
Position 2913: 0.39408501704703947
Position 41: 0.10780920110937373
Position 603: 0.07258103719314864
Position 1566: 0.06887993164746911
Position 1177: 0.0680360159704686
Position 3084: 0.03872847508235449
Position 3098: 0.03128833404564611
Position 446: 0.018220341529461885
Position 689: 0.009236424046822709
Position 616: 0.00876022299848888
Position 1771: 0.007175947485095605
Position 2136: 0.004933844617012552
Position 2621: 0.0031339140186546046
Position 206: 0.002845856289160895
Position 2451: 0.002206371476842905
Position 3089: 0.0019224013489649713
Position 45: 0.0016997457576175964
Position 2546: 0.001580131988234211
Position 1202: 0.0014492756065478051
Position 297: 0.0014232814090917494
Position 482: 0.0013923773322296212
Position 3583: 0.001062757859468542
Position 2356: 0.000924331552458876
Position 3231: 0.0008364819918692649
Position 1232: 0.0007782457341896302
Position 2373: 0.0006130206771922423
Position 2052: 0.0005869647632081237
Position 3057: 0.0005648793034365604
Position 202: 0.0003931355449103528
Position 240: 0.00023545004519824733
Position 38: 0.0001503437595491061
Position 394: 9.521394626296569e-05
Position 762: 9.121814622987319e-05
Position 716: 7.559963178973227e-05
Position 238: 4.37093096723562e-05
Position 492: 4.132963522100818e-05
Position 278: 3.3941756832531466e-05
Position 47: 3.1610206159837205e-05
Position 26: 2.171290491065256e-05
Position 32: 6.6540816314749495e-06
Position 210: 5.87727024971284e-06
Position 383: 4.649235537726732e-06
Position 421: 4.0107138273015275e-06
Position 160: 3.397720791823901e-06
Position 731: 2.7257719734551274e-06
Position 347: 2.2336819681592893e-06
Position 1473: 1.942181754789982e-06
Position 337: 1.5753448788884363e-06
Position 49: 3.52368403882522e-07
Position 12: 3.380325828095591e-07
Position 204: 2.8405236771148448e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1355: 0.9999999999999958
Position 2225: 0.9923794841605246
Position 3018: 0.9869562903297824
Position 534: 0.8653286798705727
Position 987: 0.4980289943338812
Position 2679: 0.1309413270363577
Position 99: 0.08560643072450239
Position 3165: 0.07250534764585881
Position 2787: 0.058644629289693766
Position 1065: 0.04746554067952596
Position 2654: 0.0461594023272071
Position 1622: 0.0454944714731089
Position 929: 0.029969991593969486
Position 2873: 0.023478359349153762
Position 1619: 0.02243404043920084
Position 1275: 0.015675544112357942
Position 868: 0.013335263112845734
Position 2988: 0.01250517343719257
Position 963: 0.008498780364647124
Position 2884: 0.008049541305936308
Position 1072: 0.007888238847274028
Position 655: 0.007449057386297426
Position 1850: 0.005124426525197907
Position 2264: 0.0027305503535378773
Position 567: 0.002455756089929891
Position 2288: 0.0019063646961592516
Position 265: 0.0015743564739297883
Position 2239: 0.0012337093375109735
Position 3645: 0.001062757859468542
Position 2412: 0.0008963136168750156
Position 3288: 0.0008364819918692655
Position 218: 0.0007932613679176841
Position 2432: 0.0005607797950406435
Position 688: 0.0005181541670770325
Position 116: 0.00034411347781815836
Position 445: 0.000340447291595907
Position 289: 0.00019448048134974318
Position 383: 0.00017389295672956814
Position 2956: 8.797527907773813e-05
Position 2200: 5.784408718346488e-05
Position 2227: 4.803122514662227e-05
Position 342: 4.4616875483136935e-05
Position 2451: 3.61016454608313e-05
Position 180: 3.234897872817675e-05
Position 315: 2.6442104889375413e-05
Position 995: 1.984494687206496e-05
Position 489: 7.668999646911462e-06
Position 1533: 1.942181754789982e-06
