Gene = Sema5c
index = 1484
Annotated 5SS: [  484  1036  1890  9967 10244 10766 11032 11913 12932 13152 13421]
Annotated 3SS: [  871  1789  9758 10069 10633 10828 11105 12020 12995 13217 13476]
SMsplice 5SS: [  810  1036  1890  9967 10244 10766 11032 11913 12932 13152 13421]
SMsplice 3SS: [  871  1789  9758 10069 10633 10828 11105 12020 12995 13217 13476]
top_k =  100
Partition function (log Z): 63.245872631264554

Sorted 5' Splice Sites (High to Low Probability):
Position 13421: 0.999992746146296
Position 13152: 0.9998767101831991
Position 11032: 0.9997349857849266
Position 10766: 0.9995346130994323
Position 12932: 0.9989158216443879
Position 9967: 0.99442988252328
Position 1036: 0.9928351480265855
Position 10244: 0.9906886793836991
Position 11913: 0.9741094686548253
Position 1890: 0.9531172679648812
Position 810: 0.6182588526915419
Position 484: 0.37630225938866113
Position 13670: 0.09298616138433718
Position 11551: 0.044714141775531485
Position 12495: 0.04158186079438152
Position 270: 0.03540211099047702
Position 10559: 0.030482202291779368
Position 3073: 0.0259981810198137
Position 13923: 0.02314672484753942
Position 14025: 0.013829710249091739
Position 89: 0.01313298774817035
Position 4163: 0.011541425528661062
Position 11891: 0.010890944557429285
Position 108: 0.010365492476575366
Position 2222: 0.010318464858441838
Position 13611: 0.01003660831426736
Position 3945: 0.009600362754926732
Position 10466: 0.008455047044965516
Position 13879: 0.008394769005799234
Position 1873: 0.006683329617167341
Position 11952: 0.005828740302167457
Position 5652: 0.005391489565317593
Position 13689: 0.0051574223053323645
Position 2235: 0.004849440505464785
Position 11926: 0.004608402771159864
Position 9905: 0.004604242792644105
Position 1049: 0.004283366865834183
Position 12314: 0.004007610518211437
Position 801: 0.0033768261134562846
Position 4219: 0.0032822409809598243
Position 10278: 0.0032284612351554122
Position 10248: 0.0032184718018247837
Position 11516: 0.003027068566937157
Position 13931: 0.0026024158757656864
Position 540: 0.0025364322735844267
Position 313: 0.0024415064031971666
Position 4167: 0.002391079304607917
Position 13866: 0.0022522681973251857
Position 2065: 0.0020860805480973762
Position 12269: 0.0017389644955215027
Position 1910: 0.001715938284243704
Position 560: 0.001585833438672173
Position 10287: 0.0014079971890657529
Position 11234: 0.0013032296511073292
Position 13532: 0.0012406812125503775
Position 11917: 0.001211775966675576
Position 11457: 0.0011270993954356852
Position 2424: 0.001060024785157797
Position 14072: 0.0010464040373770011
Position 1260: 0.0009194191808642573
Position 13767: 0.0008623621686892617
Position 2504: 0.0008474270720427665
Position 779: 0.0008210192367885184
Position 611: 0.0008044260631464091
Position 12409: 0.0007327236108618598
Position 56: 0.0006354753829401901
Position 11255: 0.0005110288117227045
Position 1347: 0.0005052622534933011
Position 625: 0.0005047527715597662
Position 13724: 0.0004764308097467085
Position 2617: 0.0004688041725013699
Position 43: 0.00045441953078874793
Position 13597: 0.0003818696064219705
Position 12706: 0.000379407863902486
Position 773: 0.0003743021537064056
Position 1219: 0.0003610280133288489
Position 60: 0.0002961902692566285
Position 11935: 0.00029400924898097643
Position 10485: 0.00029193293678170495
Position 11783: 0.0002436004860517112
Position 428: 0.00021307348332041368
Position 10413: 0.0001793756301634739
Position 144: 0.00017670454617311563
Position 1131: 0.00015807397699531451
Position 250: 0.00015761122260479876
Position 298: 0.00015553934072582722
Position 11036: 0.0001453099297731407
Position 1537: 0.00013979958572740342
Position 12909: 0.00012816472440603096
Position 10984: 0.00011467113437170753
Position 1373: 9.368220840919015e-05
Position 12919: 8.041434386048983e-05
Position 10229: 7.106229433848972e-05
Position 13144: 6.478878244852605e-05
Position 304: 6.273826145131942e-05
Position 991: 6.02505653572294e-05
Position 10770: 5.460182162179001e-05
Position 10881: 5.3546287719530254e-05
Position 10428: 5.112239333674089e-05
Position 9918: 4.763357644903916e-05
Position 2448: 4.496938407984754e-05
Position 10755: 4.2109936290462045e-05
Position 13156: 4.202252343751944e-05
Position 9953: 3.958666358880616e-05
Position 1264: 3.685481395598377e-05
Position 1205: 3.427391958319063e-05
Position 307: 2.558223837588216e-05
Position 9883: 1.5329971199408816e-05
Position 13853: 1.4771488635123901e-05
Position 288: 7.498110171201574e-06
Position 276: 4.803811204520789e-06
Position 13425: 4.161227399834876e-06
Position 13327: 3.815752640768918e-06
Position 69: 3.719748570106114e-06
Position 13107: 3.5776191461073822e-06
Position 13804: 3.037395665532771e-06
Position 11026: 2.7523934359459928e-06
Position 13869: 2.6907223051167523e-06
Position 13089: 2.5796628666335627e-06
Position 173: 2.311667675591282e-06
Position 13748: 2.2534842574102935e-06
Position 401: 2.209712650567263e-06
Position 11452: 1.938612739851087e-06
Position 13404: 1.2733177015678285e-06
Position 13131: 9.41069361376349e-07
Position 150: 9.127654296113302e-07
Position 13396: 6.779538436424849e-07
Position 13114: 5.809410211944851e-07
Position 12445: 4.912465599802125e-07
Position 13374: 2.7385237060263287e-07
Position 11258: 2.4156241026329533e-07
Position 1163: 1.7347658808655486e-07
Position 11215: 1.6642962355975426e-07
Position 11244: 1.5935940294026647e-07
Position 11426: 1.5869638106736314e-07
Position 13332: 8.139187334795871e-08
Position 11488: 3.2167323125462527e-08
Position 11334: 2.7170407305485465e-08
Position 11401: 2.122172505438177e-08
Position 12911: 1.1000363151953326e-09
Position 12598: 3.614976778257325e-11
Position 12649: 7.951155786640261e-12
Position 13280: 6.933598014058273e-12
Position 12467: 3.8845843335406645e-12
Position 13133: 7.919717750576314e-13
Position 13104: 3.8439737191543295e-13
Position 13076: 1.4399001325890387e-19
Position 12189: 3.1650937046005554e-25
Position 11370: 2.9118778887364132e-30

Sorted 3' Splice Sites (High to Low Probability):
Position 13476: 0.9996263839515934
Position 9758: 0.9994937638675595
Position 13217: 0.9992358639995097
Position 12020: 0.9988949413469397
Position 11105: 0.9922192882793731
Position 10633: 0.9911821822511415
Position 1789: 0.9858212462134152
Position 10828: 0.9836010107731029
Position 10069: 0.9649226475113135
Position 871: 0.9273542949688567
Position 12995: 0.8639379228334328
Position 13004: 0.13605635530157684
Position 13984: 0.08880905354237867
Position 11607: 0.045888419964300604
Position 14180: 0.03836802548226337
Position 554: 0.03750661337338827
Position 10360: 0.03282670029472343
Position 10132: 0.03242656855033832
Position 12552: 0.02269283438057915
Position 945: 0.022091770244883315
Position 597: 0.019830892282519504
Position 12555: 0.01663469969485784
Position 14150: 0.01663411883524951
Position 719: 0.015868301734834146
Position 904: 0.014592458554305528
Position 10842: 0.014079587976456047
Position 670: 0.012886632426321407
Position 3758: 0.012164316931993362
Position 3841: 0.011850186765626134
Position 10399: 0.009667298365045623
Position 2685: 0.008717899581727466
Position 948: 0.008183186970129857
Position 2526: 0.006773843473950192
Position 13909: 0.0065789103377099445
Position 13950: 0.004820784049417982
Position 12515: 0.00445654880218539
Position 13724: 0.00431474764732505
Position 5433: 0.003846635050246893
Position 2862: 0.0036441337633659216
Position 11125: 0.003421958268394492
Position 674: 0.0032445412375771998
Position 11615: 0.0025854643489573
Position 11161: 0.002333903097714549
Position 369: 0.002277274448982008
Position 12584: 0.0020461415528093344
Position 13670: 0.0019205315501769635
Position 10387: 0.0018788338674313955
Position 3976: 0.0018705820867007564
Position 12396: 0.0017409578245077576
Position 5542: 0.0015448545150706725
Position 3029: 0.0015195131141088748
Position 10452: 0.001161008670456418
Position 12045: 0.0011050586530594684
Position 401: 0.00107609962442462
Position 10918: 0.0010644890333772355
Position 1218: 0.000964157404507479
Position 3936: 0.0009300227848351464
Position 13992: 0.000929755568084934
Position 11111: 0.0009016950719119166
Position 10515: 0.0008891876569514973
Position 10651: 0.000794797961061308
Position 13280: 0.0006767873603381251
Position 2052: 0.0006176554993237749
Position 10028: 0.000525070760645099
Position 11184: 0.0005215263773866392
Position 9358: 0.0003884255031840473
Position 1156: 0.0003489411589247027
Position 11022: 0.0003182937977356874
Position 10581: 0.00029689076467456354
Position 1106: 0.0002934235104694792
Position 14246: 0.00027512486565801247
Position 328: 0.0002110131058155917
Position 10810: 0.00018143572684158437
Position 10844: 0.0001760326036425922
Position 448: 0.00015968682279109638
Position 956: 0.0001590207921463125
Position 14309: 0.0001536304229606964
Position 334: 0.00014020623034764027
Position 10851: 0.00011993525275658405
Position 317: 0.00011650698665040583
Position 10075: 0.00011393503114820054
Position 10320: 0.00011178172674166661
Position 10812: 0.00010474133586157303
Position 10417: 0.00010409211884672422
Position 10085: 9.780833639087427e-05
Position 765: 9.408785969411545e-05
Position 9230: 8.491788304009588e-05
Position 10563: 7.182543389947224e-05
Position 10021: 6.635120388003266e-05
Position 801: 6.300399339465338e-05
Position 13305: 5.7128799784262505e-05
Position 694: 4.866071380750862e-05
Position 307: 4.094349293949187e-05
Position 10585: 3.860948577220142e-05
Position 10140: 3.637822539394009e-05
Position 10885: 1.8627191378616798e-05
Position 10976: 1.8437029273357606e-05
