Gene = Tet
index = 1551
Annotated 5SS: [  626  9218  9710 15116 27600 82867 86657 86926 87153 87727]
Annotated 3SS: [ 6407  9400 15097 27461 82479 84123 86720 86988 87212 87880]
SMsplice 5SS: [  626  9710 27600 71660 82867 84314 86657 86926 87153 87727]
SMsplice 3SS: [ 9568 27461 71328 82476 84123 85836 86720 86988 87212 87928]
top_k =  100
Partition function (log Z): -70.9822466592856

Sorted 5' Splice Sites (High to Low Probability):
Position 27600: 0.9999999639393412
Position 9710: 0.9925305167566879
Position 626: 0.9075337408638675
Position 9218: 0.569970544481368
Position 7164: 0.3124777856694602
Position 104: 0.09402798395626297
Position 6857: 0.04199140852245603
Position 110: 0.027708644650295388
Position 6869: 0.019650729168744545
Position 6719: 0.010274062452456711
Position 7127: 0.00832909411830508
Position 10165: 0.008235415889310661
Position 175: 0.003282391952342366
Position 457: 0.0018195530443821943
Position 173: 0.0006943622433316181
Position 179: 0.0004205282804617644
Position 98: 0.0004108930931513996
Position 6: 0.00021471400558191998
Position 262: 0.000212173920707723
Position 855: 0.00015361005366257036
Position 108: 6.547647087149553e-05
Position 246: 5.880668537064215e-05
Position 255: 4.0492491469853026e-05
Position 31683: 1.3974142379894057e-05
Position 6115: 1.4679758020016914e-06
Position 5978: 1.4319550419307525e-06
Position 5961: 5.540926257386832e-07
Position 6544: 4.944223239840391e-07
Position 28653: 1.2473597334860921e-07
Position 633: 2.23633888420917e-10
Position 630: 1.9285955953069448e-10
Position 663: 1.6402718748353974e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 27461: 0.9999999999999891
Position 41155: 0.9910944566811775
Position 9568: 0.9704280179524121
Position 7466: 0.495792134159721
Position 6407: 0.4655732875238859
Position 9511: 0.022082513523442322
Position 230: 0.014095840547109967
Position 369: 0.012235411940664763
Position 218: 0.00849452413156194
Position 38172: 0.008485170022436985
Position 10001: 0.008235415889310597
Position 7219: 0.0013464803773888753
Position 308: 0.0007639370645265038
Position 561: 0.0005600251692945355
Position 323: 0.0004935504018612757
Position 34362: 0.00011762825800315689
Position 31790: 9.371694335999262e-05
Position 33183: 6.506394276067184e-05
Position 32684: 4.4163564760027776e-05
Position 33028: 4.271019069560283e-05
Position 33346: 3.463848103630502e-05
Position 30747: 2.4034268671039386e-05
Position 31802: 6.485502551174071e-06
Position 30221: 3.3067922847878645e-06
Position 6943: 1.7076326385794285e-06
Position 5619: 1.2463727741134024e-06
Position 5575: 1.150701881017536e-06
Position 5591: 1.0569488145401695e-06
Position 30477: 9.432648008713402e-07
Position 6604: 4.944223239840391e-07
Position 27678: 3.864767466639918e-07
Position 29504: 2.658050407180438e-07
Position 28730: 2.494344175748195e-07
Position 27698: 2.3582329842952276e-07
Position 29042: 1.8136953109469294e-07
Position 28129: 1.6743077458207505e-07
Position 28067: 1.4396968487429674e-07
Position 27836: 7.550032795041322e-08
Position 788: 7.504099746387178e-08
Position 27750: 3.909535378466853e-08
Position 375: 7.996274095509628e-09
