Gene = Ca-Ma2d
index = 1050
Annotated 5SS: [ 760 5475 5836 5971 6412 6625 7186 7496 7661 8149 8510]
Annotated 3SS: [4144 5658 5892 6034 6475 6679 7252 7566 7726 8337 8570]
SMsplice 5SS: [ 760 5475 5971 6412 6625 7186 7496 7661 8149 8510]
SMsplice 3SS: [4144 5658 6034 6475 6679 7252 7566 7726 8337 8570]
top_k =  100
Partition function (log Z): 34.09325042556284

Sorted 5' Splice Sites (High to Low Probability):
Position 6625: 0.9988220775155972
Position 5971: 0.9983166766472054
Position 7186: 0.9982175118760694
Position 5475: 0.997199733996974
Position 6412: 0.9926622744760824
Position 7496: 0.990245550675333
Position 7661: 0.9876521852263999
Position 8149: 0.9574967360031047
Position 8510: 0.9310755658155697
Position 760: 0.8974640067872922
Position 5836: 0.4882497188345055
Position 8654: 0.15995630896136895
Position 9383: 0.1529883698253786
Position 50: 0.11270560931512606
Position 4959: 0.04324802104039195
Position 2346: 0.028605443918891443
Position 6763: 0.02785830409916369
Position 4362: 0.023556094547434903
Position 9694: 0.022193448681556528
Position 8449: 0.02211899412290876
Position 8137: 0.014143608822766659
Position 553: 0.010149758632617549
Position 7833: 0.009270044018093728
Position 4351: 0.008371681219382445
Position 5587: 0.008211900951696854
Position 9498: 0.00817281145284745
Position 1614: 0.007216734867038244
Position 1106: 0.006959611016490267
Position 113: 0.006558126797862691
Position 1366: 0.0062808850109931785
Position 8054: 0.005593199589952778
Position 1067: 0.005131527327339117
Position 7667: 0.00510424624725487
Position 4332: 0.004805765083114489
Position 1181: 0.004484262922817433
Position 6418: 0.004210196036670754
Position 4337: 0.0038334736683581267
Position 787: 0.0037707527733912317
Position 601: 0.003540203848561212
Position 4229: 0.0033644007623903787
Position 461: 0.003040002274867789
Position 9753: 0.0026319852401994297
Position 5585: 0.0024138907419172196
Position 2226: 0.0021029811986417427
Position 764: 0.001931665714164414
Position 2299: 0.001760492859448678
Position 797: 0.0016186493652242456
Position 1966: 0.0015720873224857681
Position 6917: 0.001532091798590346
Position 606: 0.0014513610425146372
Position 4299: 0.0013778400453802583
Position 7814: 0.0013140368610321841
Position 6155: 0.0010431672805525348
Position 1277: 0.0007890062086834759
Position 7768: 0.0007642635377979189
Position 6629: 0.0007483084384972568
Position 1885: 0.0007096850078480481
Position 6416: 0.0006428011703284468
Position 8153: 0.0006407574137657804
Position 409: 0.0006297718134146932
Position 8294: 0.0006198334303534666
Position 7758: 0.0005991555671623981
Position 6898: 0.0005969581375557522
Position 8024: 0.0005547956926214915
Position 6398: 0.00047417053944771766
Position 5301: 0.0004467603823787612
Position 7641: 0.0004430112490978777
Position 128: 0.00038848987916055366
Position 5390: 0.00038476849808782626
Position 619: 0.0003046357458260464
Position 6816: 0.00028611189298422316
Position 4796: 0.00024925723152424847
Position 7485: 0.00024889207117654015
Position 7060: 0.00023535264956811683
Position 8514: 0.00023108976357676144
Position 442: 0.00021426597568807837
Position 8159: 0.00017776827066205445
Position 458: 0.00016444504748006802
Position 7470: 0.00016358980380506966
Position 7500: 0.00015906850059668954
Position 5768: 0.00011418272174082471
Position 5850: 0.00010284629851668522
Position 531: 9.865661058204612e-05
Position 8456: 8.845578058350027e-05
Position 294: 8.265013129182205e-05
Position 7665: 7.619455350048217e-05
Position 7149: 6.808602960166099e-05
Position 542: 5.685452182462502e-05
Position 5481: 5.5417101820032455e-05
Position 7325: 5.243672848313746e-05
Position 8488: 3.8376362307520235e-05
Position 6287: 2.7691208079103226e-05
Position 6335: 2.3589060271092788e-05
Position 482: 2.1692031833467884e-05
Position 379: 2.0670227250562806e-05
Position 480: 1.757192838801969e-05
Position 6960: 1.5586872560795982e-05
Position 1078: 1.4922904683037221e-05
Position 415: 1.3168327586495195e-05
Position 126: 3.4728803863214164e-06
Position 6575: 3.35921693307865e-07
Position 7603: 1.978693678177392e-07
Position 6792: 8.252160615086374e-08
Position 6904: 5.512845275890931e-08
Position 6782: 3.227957594093029e-08
Position 5993: 2.2683519189356702e-08
Position 5983: 8.151643400408629e-09
Position 6572: 6.822842750595815e-09
Position 7177: 3.6442899191934953e-09
Position 5985: 3.5583062630730196e-09
Position 4238: 3.2750227603688655e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4144: 0.9998538331466708
Position 6679: 0.9989731874132088
Position 6475: 0.9978189894262476
Position 7252: 0.9971460493318076
Position 7726: 0.9947935801731671
Position 8337: 0.9666202892252952
Position 5658: 0.9642446155740915
