Gene = Gbs-70E
index = 1183
Annotated 5SS: [ 439  978 3859 8243 8621]
Annotated 3SS: [ 815 3492 8035 8307 8679]
SMsplice 5SS: [ 439  978 3859 8243 8621]
SMsplice 3SS: [ 815 3492 8035 8307 8679]
top_k =  100
Partition function (log Z): 14.365632625061654

Sorted 5' Splice Sites (High to Low Probability):
Position 8621: 0.9999977522545399
Position 3859: 0.9852731865664844
Position 8243: 0.9725947674736075
Position 439: 0.9604512347326747
Position 978: 0.9457328922719931
Position 1130: 0.04963756740261024
Position 1976: 0.04665125449502874
Position 1689: 0.0416399952685298
Position 1991: 0.04033348051177786
Position 7535: 0.03570125548196992
Position 1234: 0.03448147552883942
Position 8247: 0.02645646117573061
Position 4044: 0.022898520458894647
Position 1292: 0.021803223145951584
Position 2402: 0.019806806850255643
Position 5712: 0.012013309962766538
Position 2356: 0.011934999065347035
Position 622: 0.009374652357458744
Position 2237: 0.009355833536689092
Position 8390: 0.007920094844823058
Position 9147: 0.00699778412803117
Position 8806: 0.0045188235409162935
Position 1647: 0.004433323217205171
Position 2295: 0.004240474713070234
Position 4095: 0.003988043250682925
Position 2810: 0.0036067672803959424
Position 8853: 0.0030384070446367165
Position 3889: 0.0027381041417353885
Position 1286: 0.0026013247072451504
Position 3854: 0.002364893392938801
Position 446: 0.0016207958293527791
Position 992: 0.001443695397017727
Position 296: 0.001299028685137736
Position 8423: 0.0011239626205288703
Position 928: 0.0009276325564062891
Position 403: 0.0008152000148143458
Position 1229: 0.0007710353684388529
Position 1240: 0.0006483308634311189
Position 8907: 0.0006060535474829694
Position 8469: 0.0003992473268373828
Position 77: 0.0002689975151150097
Position 282: 0.00026633271331292255
Position 420: 0.0002655947552596611
Position 8427: 0.00026083171716495025
Position 179: 0.0002000495510060729
Position 177: 0.0001771819854306955
Position 9044: 0.00016951833714737947
Position 334: 0.00016618784728279385
Position 27: 0.00014402401517337336
Position 839: 0.00013624282046975517
Position 8681: 0.0001242983554366432
Position 524: 0.00010503723139946601
Position 91: 7.813698999434395e-05
Position 443: 7.221356192868996e-05
Position 8094: 4.971815789503688e-05
Position 855: 3.4308118415693095e-05
Position 165: 1.701610284794679e-05
Position 235: 1.109541414182686e-05
Position 95: 7.196736809805254e-06
Position 97: 6.423131144850088e-06
Position 277: 6.397722558724539e-06
Position 972: 6.162928244459913e-06
Position 982: 4.238006616184445e-06
Position 140: 3.7632774275000163e-06
Position 181: 2.4562216322721314e-06
Position 32: 2.2678776564038905e-06
Position 8961: 1.3352761086389048e-06
Position 8625: 1.2234295255438772e-06
Position 346: 6.536043745229705e-07
Position 198: 3.5973459224723514e-07
Position 262: 2.6614040768020835e-07
Position 8172: 2.2519478146070357e-07
Position 603: 7.581220138024052e-08
Position 8510: 3.79283024174774e-08
Position 8513: 1.4897133095648044e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8679: 0.9993986736263218
Position 8307: 0.9953246013588979
Position 3492: 0.9885845575375592
Position 8035: 0.9746983779514513
Position 815: 0.7851126663416174
Position 1042: 0.2564633551590593
Position 899: 0.0841796648615847
Position 1736: 0.030268315452081553
Position 846: 0.024992301053984426
Position 3906: 0.024093201283561183
Position 7427: 0.022683023843151472
Position 7988: 0.019730910517218862
Position 7401: 0.01689113454195367
Position 5452: 0.010932588651171986
Position 530: 0.00977715481745511
Position 8513: 0.007085335227516735
Position 867: 0.005440829008101916
Position 3513: 0.004558686497871487
Position 775: 0.003932557514180975
Position 502: 0.00387416311471034
Position 1519: 0.003528118924743348
Position 8919: 0.003485710956286071
Position 499: 0.0033429330998544617
Position 9633: 0.002837128434837529
Position 8481: 0.0027487481376817
Position 914: 0.001868573740000462
Position 9228: 0.0017161140276961595
Position 9665: 0.0014788254747854107
Position 8314: 0.001458721235771846
Position 1460: 0.0013157770849561634
Position 9573: 0.0012727410497775592
Position 7602: 0.0010943476737790413
Position 8318: 0.0010873691467611997
Position 5472: 0.0010807213115945524
Position 9304: 0.0010714867680154624
Position 8973: 0.0006387510643849245
Position 9598: 0.0006350645911178609
Position 8699: 0.0006013175994031242
Position 8410: 0.0005643469773856874
Position 6967: 0.0005367170096507116
Position 10005: 0.0005031209199069532
Position 8985: 0.00046607171029825547
Position 9081: 0.00045556128117265704
Position 8449: 0.0003620513819305992
Position 389: 0.0002495794296227326
Position 8341: 0.00023989409227082647
Position 234: 0.00023679561958559587
Position 9033: 0.00023395150203404867
Position 9163: 0.0001870595054285135
Position 9351: 0.0001808162514343754
Position 920: 0.0001701800325454885
Position 9106: 0.00016951833714737947
Position 346: 0.0001598574804089194
Position 669: 0.00014726678725307174
Position 1360: 0.00013478031003647756
Position 8745: 0.00012412033589562376
Position 1495: 0.00011772436722146958
Position 862: 9.917895735101969e-05
Position 832: 8.734552540580918e-05
Position 363: 4.0166576127894023e-05
Position 932: 2.5459690293812835e-05
Position 1129: 1.3482483183626204e-05
Position 369: 8.987080466339055e-06
Position 396: 6.8103956733673335e-06
Position 312: 6.76519872686066e-06
Position 198: 4.180970569166493e-06
Position 2745: 3.3383241596137405e-06
Position 2481: 3.2326515170817478e-06
Position 393: 2.202940413846209e-06
Position 296: 2.1312621379412522e-06
Position 2444: 1.4404866458487784e-06
Position 374: 9.436025507051896e-07
Position 334: 9.349558616910994e-07
Position 135: 8.108067685522006e-07
Position 8751: 1.8679381659644047e-07
