Gene = Spt20
index = 1517
Annotated 5SS: [ 678 1691 3864 4165 5839 6628]
Annotated 3SS: [ 748 1748 3932 4227 6342 6690]
SMsplice 5SS: [ 678 1691 3864 4165 4530 6628]
SMsplice 3SS: [ 748 1748 3932 4227 6342 6690]
top_k =  100
Partition function (log Z): 5.0248474772626555

Sorted 5' Splice Sites (High to Low Probability):
Position 1691: 0.9999950245134707
Position 678: 0.998799198358249
Position 4165: 0.9899468002889034
Position 6628: 0.9858292800467535
Position 3864: 0.9561672262816578
Position 4530: 0.6433251688472857
Position 5839: 0.2701612200217629
Position 7088: 0.2685183007156619
Position 4496: 0.07295732217254094
Position 3049: 0.059309320837329614
Position 4719: 0.05887158636725744
Position 3148: 0.03862053261910534
Position 5949: 0.032914275143896006
Position 7769: 0.02100082335021142
Position 1951: 0.019762289696733028
Position 2813: 0.013884963228897096
Position 7276: 0.01138412597296876
Position 4174: 0.00926095083148211
Position 2058: 0.00687201390079075
Position 4954: 0.006027743244892225
Position 5503: 0.005737421572232705
Position 6961: 0.00477670741372093
Position 3792: 0.004446383724768636
Position 7180: 0.003979071575646545
Position 7654: 0.0035255174260570813
Position 7161: 0.00288579522650054
Position 2679: 0.002584551397308289
Position 4929: 0.002129161697854363
Position 4003: 0.0012160492335015613
Position 2784: 0.000925190762632155
Position 1784: 0.0007807453283782973
Position 586: 0.0007756996476362825
Position 2712: 0.0005053305920112778
Position 4291: 0.0004515560404367431
Position 2005: 0.0004286206916664214
Position 4169: 0.00030392013334394846
Position 440: 0.000299755818463738
Position 6589: 0.00025155833350129654
Position 557: 9.244900395928895e-05
Position 6534: 7.336348640566825e-05
Position 6531: 6.338928593476244e-05
Position 687: 5.5976014729070205e-05
Position 2848: 3.0216188937582458e-05
Position 594: 2.8592140823973752e-05
Position 4534: 2.3516201775805953e-05
Position 4300: 1.9410676302261157e-05
Position 4262: 1.8061632782821142e-05
Position 485: 1.705325678186842e-05
Position 569: 1.0813707899623612e-05
Position 193: 9.043823058607383e-06
Position 32: 5.1536318904450925e-06
Position 1284: 5.023410237075597e-06
Position 862: 4.336263533094796e-06
Position 1697: 4.3277612570986165e-06
Position 831: 2.8481210572945383e-06
Position 27: 2.2637376364635267e-06
Position 263: 1.0045478203272956e-06
Position 277: 7.832931267395602e-07
Position 561: 6.777865567914308e-07
Position 1695: 3.695908633788747e-07
Position 943: 3.477392381677401e-07
Position 67: 2.426428146737112e-07
Position 252: 1.9069797272530238e-07
Position 853: 1.4545835822263288e-07
Position 472: 1.2914100513646142e-07
Position 1642: 1.935327206551024e-09
Position 1609: 1.6812337998030133e-09
Position 1594: 1.390857432704753e-09
Position 1211: 1.1823846273075322e-09
Position 582: 3.6919623164640035e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3932: 0.99668865020975
Position 1748: 0.9938177432992571
Position 4227: 0.9845852242548652
Position 6342: 0.9786090934374525
Position 748: 0.9646890900359675
Position 6690: 0.9640796657741204
Position 8012: 0.13624896996636032
Position 3119: 0.05933778585764808
Position 7940: 0.0434653407270296
Position 7329: 0.024251477521084967
Position 3489: 0.02366643630235849
Position 7889: 0.023016478731979057
Position 789: 0.02180274213700211
Position 4595: 0.021738796965230716
Position 4792: 0.020765861665695152
Position 5284: 0.01768387180847419
Position 7910: 0.017539893745705287
Position 2990: 0.017451319702494722
Position 7301: 0.01658240773376887
Position 6752: 0.0163325830009516
Position 8397: 0.015112744348892274
Position 5468: 0.01256223509784152
Position 8238: 0.011905568821667765
Position 3224: 0.011285225387573214
