Gene = ifc
index = 1734
Annotated 5SS: [545]
Annotated 3SS: [1267]
SMsplice 5SS: [ 545 1147 2169]
SMsplice 3SS: [1053 1267 2235]
top_k =  100
Partition function (log Z): -4.846064382408161

Sorted 5' Splice Sites (High to Low Probability):
Position 545: 0.8204540624646773
Position 1147: 0.7785635931680027
Position 2169: 0.20329544227849505
Position 2173: 0.1532837085788367
Position 278: 0.1286898477605138
Position 1352: 0.1278419928018431
Position 2089: 0.11190278722280171
Position 1151: 0.0979648626729185
Position 1871: 0.0759058123399441
Position 2425: 0.07226783723900392
Position 1855: 0.0490800098424998
Position 1882: 0.02685924370118547
Position 1695: 0.02276130572893718
Position 1131: 0.013767634068796731
Position 2059: 0.012286256758913018
Position 1356: 0.010305281320587669
Position 559: 0.007975731964378464
Position 2075: 0.007117344166920217
Position 798: 0.004185212964669729
Position 179: 0.0032076562996276557
Position 827: 0.002882178023006929
Position 109: 0.0027865931321178566
Position 948: 0.002396333170603709
Position 1108: 0.002361452143448032
Position 1142: 0.002001263498012538
Position 1609: 0.0019468797216915857
Position 1635: 0.001886919094856713
Position 642: 0.0017538913330466394
Position 918: 0.0016786887112706344
Position 1760: 0.001678675030120591
Position 233: 0.0015896995200440573
Position 524: 0.0008325313874659961
Position 2372: 0.0006139213103197493
Position 2402: 0.0005007560456124347
Position 908: 0.00042848399411698167
Position 73: 0.00038255818677884783
Position 734: 0.0003677693733785452
Position 1276: 4.624274905455455e-05
Position 64: 1.992022798679293e-05
Position 4: 1.1623895400565755e-05
Position 37: 4.58969540599488e-06
Position 395: 2.5284007308793914e-06
Position 95: 1.5893604668750095e-06
Position 46: 1.3216764985972227e-06
Position 159: 7.318737064281247e-07
Position 185: 6.559618540557736e-07
Position 30: 5.009050085676415e-07
Position 631: 1.9709433521757736e-07
Position 102: 1.933746975451566e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1267: 0.9229468395349745
Position 2235: 0.8177171795653158
Position 1053: 0.7235030820845122
Position 2495: 0.07368127852255943
Position 853: 0.05163153818247457
Position 1024: 0.05163092900013631
Position 1409: 0.030948959725929436
Position 999: 0.02504317736902754
Position 1923: 0.015129717626689207
Position 1030: 0.011672286402246332
Position 1005: 0.0068591625512365
Position 627: 0.006616586602596944
Position 1233: 0.0061307872510615
Position 821: 0.002679367468901167
Position 332: 0.001705951330738616
Position 2250: 0.0016438467758147133
Position 688: 0.0014205330232368862
Position 1034: 0.001039176499475026
Position 1448: 0.0006940190518152463
Position 308: 0.00046022158646688593
Position 132: 0.00041821264545081183
Position 445: 0.0002053463529812414
Position 448: 3.353843301182818e-05
Position 242: 2.9652213940668112e-05
Position 524: 2.8859843361599994e-05
Position 155: 2.2247808162848338e-05
Position 278: 1.1273903313135356e-06
Position 179: 3.504725045905244e-07
Position 98: 1.966491081190921e-07
Position 159: 1.402705286184101e-07
