Gene = Iml1
index = 1230
Annotated 5SS: [  178   541  1090  1752  1984  2455  2644  4929  6361  6596  6845  7375
  7701  8750  9013  9167  9394  9610  9840 10008 10121]
Annotated 3SS: [  232   600  1146  1811  2045  2511  4805  5957  6420  6652  7281  7635
  8641  8805  9068  9225  9448  9676  9894 10064 10177]
SMsplice 5SS: [  178   541  1090  1752  1984  2455  2644  6361  6596  6845  8750  9013
  9167  9394  9610  9840 10008 10121]
SMsplice 3SS: [  232   600  1146  1821  2045  2511  5341  6420  6652  7302  8805  9068
  9225  9448  9676  9894 10064 10177]
top_k =  100
Partition function (log Z): 37.79007143610985

Sorted 5' Splice Sites (High to Low Probability):
Position 2644: 0.9999637783949608
Position 1984: 0.9997458459900281
Position 8750: 0.9991773955031924
Position 10121: 0.9983439449248571
Position 6361: 0.9979919323275488
Position 6596: 0.9959693481451917
Position 6845: 0.9936431581970685
Position 9013: 0.9880832845793733
Position 541: 0.9819117631975971
Position 10008: 0.9691253177542837
Position 9840: 0.9496883289090045
Position 2455: 0.9286334285410077
Position 9394: 0.855393822496359
Position 1090: 0.8375011455614351
Position 178: 0.831857988316478
Position 9610: 0.8313589668875759
Position 9167: 0.617409883915197
Position 1752: 0.5794528140303047
Position 7701: 0.38954669112077017
Position 1220: 0.34827517154608056
Position 7823: 0.2999358670934245
Position 9573: 0.12851381778360685
Position 7375: 0.06084747346367077
Position 1234: 0.020530988576363284
Position 10012: 0.017341544493038912
Position 2127: 0.01633189364755517
Position 786: 0.01054666135994271
Position 9614: 0.009729939939140477
Position 7038: 0.007785923513597395
Position 1327: 0.00709235933446984
Position 9623: 0.006548637431669026
Position 1044: 0.0041585080975770645
Position 837: 0.004128107662545171
Position 6806: 0.0036471623207057404
Position 10281: 0.0027194611064916448
Position 3294: 0.0024961926228881885
Position 3300: 0.002362409131709648
Position 1034: 0.002271672244081457
Position 754: 0.0022382163599820037
Position 1046: 0.0020893804505951047
Position 2172: 0.0017602810437549951
Position 7068: 0.0013231022976617824
Position 813: 0.0013017816650982082
Position 2437: 0.0011898098378776917
Position 2408: 0.0011315683619751212
Position 9989: 0.0009396570531939721
Position 9565: 0.0008794912402103789
Position 2372: 0.0007560387274293753
Position 2354: 0.000670154638830468
Position 9598: 0.0005393962218324854
Position 6907: 0.0004906187082812266
Position 6575: 0.00047235575663041396
Position 9590: 0.00034462825824730086
Position 10082: 0.00031297935030498496
Position 3246: 0.00029615980836442764
Position 9568: 0.00028781503548494774
Position 8876: 0.0002382273471746892
Position 7085: 0.00023592776320479678
Position 889: 0.00022812654352573401
Position 2238: 0.00022739526336980445
Position 9763: 0.00019679652554588007
Position 615: 0.00019435832774191146
Position 666: 0.00018296525668260892
Position 10128: 0.00017160026198626718
Position 861: 0.00016228997050029022
Position 664: 0.0001446739771508301
Position 188: 0.00012689566539994624
Position 6553: 0.00012677205206496907
Position 756: 0.00010165527745458947
Position 704: 9.134129934669307e-05
Position 9142: 7.372223272134452e-05
Position 9272: 7.365927338768042e-05
Position 289: 6.741012643864382e-05
Position 986: 6.270526294923201e-05
Position 86: 2.3649517782489156e-05
Position 373: 1.579619963767933e-05
Position 6878: 1.5228448580275502e-05
Position 6886: 1.2607321260551371e-05
Position 6898: 1.1276380651719694e-05
Position 277: 8.901015983997075e-06
Position 6704: 8.533531628803084e-06
Position 286: 6.560490985905981e-06
Position 244: 3.4046823435121947e-06
Position 433: 2.331730895406585e-06
Position 100: 1.909944114908067e-06
Position 445: 1.816043352125609e-06
Position 430: 1.7490558023628406e-06
Position 157: 1.7121032409447267e-06
Position 75: 1.1836486796095796e-06
Position 10130: 7.213095902518254e-08
Position 506: 5.143696107428857e-08
Position 6567: 4.8315295416099414e-08
Position 10135: 4.156445714927367e-08
Position 10106: 3.997793695928506e-08
Position 498: 4.0357098133077825e-09
Position 416: 3.928265612995273e-09
Position 583: 1.2134741167797357e-09
Position 519: 3.1720185155576607e-10
Position 134: 1.0648397168776597e-12
Position 210: 8.668419776958238e-13
Position 96: 5.598466704227923e-13
Position 104: 1.1612143047612948e-13
Position 120: 3.733138555823931e-14

