Gene = RnrL
index = 1431
Annotated 5SS: [117 257 667]
Annotated 3SS: [167 488 724]
SMsplice 5SS: [117 257 667]
SMsplice 3SS: [167 488 724]
top_k =  100
Partition function (log Z): 4.92103513096893

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9981150975921333
Position 117: 0.9864528712848744
Position 257: 0.8588000334408753
Position 423: 0.1797012537511533
Position 313: 0.06990296759242756
Position 2119: 0.06474637004066008
Position 1818: 0.03794592525998847
Position 430: 0.00757896221748848
Position 97: 0.006743641768668863
Position 394: 0.003268328947076879
Position 282: 0.0021118438038599295
Position 261: 0.001568700670124566
Position 805: 0.0014696040481900412
Position 1251: 0.0012532320824189288
Position 297: 0.001156869425569936
Position 317: 0.0010775876426730475
Position 1475: 0.0006846758642515969
Position 383: 0.0005755105304606764
Position 368: 0.00045531144197659754
Position 808: 0.0004432680332265957
Position 1053: 0.00042381894872316043
Position 854: 0.00036697979989498453
Position 1724: 0.0003083592968118807
Position 1855: 0.0003005659606728835
Position 344: 0.00018328078486424388
Position 104: 0.0001719507212304978
Position 121: 0.00013482600511979134
Position 400: 6.382378250756789e-05
Position 274: 5.869307002537908e-05
Position 185: 4.703554057862394e-05
Position 248: 2.7994294179226914e-05
Position 79: 2.7301055224813958e-05
Position 46: 2.43509553117402e-05
Position 784: 2.0913733926108694e-05
Position 265: 1.4047818516485774e-05
Position 336: 9.214692109931336e-06
Position 67: 3.238921860620469e-06
Position 16: 1.363853592060564e-06
Position 59: 6.974253570871464e-07
Position 517: 5.968544664624709e-07
Position 671: 1.373341619021416e-07
Position 699: 7.530384692039499e-09
Position 629: 5.330498487398311e-09
Position 146: 1.362308989179326e-09
Position 627: 1.109824122290685e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.9929370628663896
Position 167: 0.9925890785967351
Position 724: 0.9527262943179685
Position 364: 0.12871051845437598
Position 2343: 0.07110543216412787
Position 1906: 0.03454585354409209
Position 885: 0.012237246953780083
Position 2184: 0.00796486993246089
Position 2028: 0.005674600776949158
Position 762: 0.004817609296567379
Position 313: 0.004626489339005485
Position 1875: 0.004418176846432935
Position 1111: 0.004312037624100616
Position 914: 0.0035888030084741166
Position 1738: 0.001990034590125125
Position 759: 0.0013236132564959778
Position 1302: 0.0005965981614926173
Position 1956: 0.0005603361470154628
Position 507: 0.0004855774500015646
Position 317: 0.00031566933388630866
Position 542: 0.00023017243169080932
Position 1908: 0.0002174542469595501
Position 174: 0.00011306600264179675
Position 178: 4.803454542993464e-05
Position 440: 3.789852642613948e-05
Position 627: 3.0112900467366913e-05
Position 564: 1.4506098442814447e-05
Position 281: 6.189069988624272e-06
Position 210: 5.829908020272994e-06
Position 437: 4.164072671614573e-06
Position 220: 2.9137826551781944e-06
Position 430: 2.188643624669865e-06
Position 561: 2.1680702228730684e-06
Position 296: 4.2561165305747703e-07
Position 181: 1.463262909970333e-07
Position 217: 8.270486829207903e-08
Position 112: 4.783623908031948e-09
Position 184: 1.0581621096445527e-10
Position 97: 1.8529383162490974e-11
Position 59: 1.1024821131170704e-11
