Gene = vtd
index = 1932
Annotated 5SS: [  345   712  3718 10050 10359 11171 19647]
Annotated 3SS: [  420  3593  9869 10102 10419 19484 21284]
SMsplice 5SS: [  345   712  3718 10050 10359 11171 19647 20557]
SMsplice 3SS: [  420  3593  9869 10102 10419 19484 20442 20613]
top_k =  100
Partition function (log Z): 1.772566810513661

Sorted 5' Splice Sites (High to Low Probability):
Position 10359: 0.9999989995747137
Position 11171: 0.9998510301181457
Position 3718: 0.9986167158886337
Position 712: 0.9948158366710936
Position 10050: 0.9941351593002853
Position 345: 0.9933211858195167
Position 19647: 0.738072157645234
Position 19922: 0.14339239112449595
Position 5002: 0.04026265623655774
Position 8202: 0.02714493018807951
Position 4617: 0.011344458156748246
Position 8229: 0.009102613171703728
Position 7708: 0.008009551892027188
Position 10647: 0.006190512115532615
Position 611: 0.005182443040077073
Position 367: 0.005078566150188466
Position 11072: 0.0014678831038173305
Position 4134: 0.0014088235150883507
Position 10503: 0.0013743302933642916
Position 11076: 0.0007638221962351111
Position 16279: 0.0007193535709096757
Position 231: 0.0006201720871542808
Position 10754: 0.0005302756138386588
Position 302: 0.0003993627576757599
Position 36: 0.0002788683565715696
Position 180: 0.00016586450859882286
Position 4570: 0.00016453790937375035
Position 10638: 8.901087971049515e-05
Position 271: 8.408923594969167e-05
Position 4488: 7.416617932285696e-05
Position 4420: 5.097161961120082e-05
Position 4148: 3.442187652597812e-05
Position 12130: 2.8618621253215023e-05
Position 11777: 2.440251649339833e-05
Position 140: 1.5125920644732375e-05
Position 12162: 9.713520694059118e-06
Position 10302: 3.0874300420866714e-07
Position 10191: 1.4819719608530089e-07
Position 3722: 5.818196888157431e-08
Position 10559: 4.067409143792408e-08
Position 10215: 1.873175273762959e-08
Position 11175: 1.792362955206975e-08
Position 29: 1.438779388585707e-08
Position 391: 1.0861045683656622e-08
Position 273: 1.0818828645674957e-08
Position 276: 8.398246578401953e-09
Position 716: 5.770969457477148e-09
Position 475: 2.017909473860873e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 9869: 0.9999993545735478
Position 10419: 0.9999984196382895
Position 3593: 0.9999318971632044
Position 10102: 0.994135356077471
Position 420: 0.9603473656476302
Position 19484: 0.8108608395872515
Position 19727: 0.525560898240219
Position 21284: 0.398458081064834
Position 20004: 0.07677181049878805
Position 20062: 0.06662058062570796
Position 7635: 0.04425709525181043
Position 436: 0.027287160994288504
Position 4805: 0.02086197084176972
Position 4731: 0.010740171205892652
Position 4227: 0.009587387411026391
Position 4328: 0.005944175347660356
Position 520: 0.0032045403198261106
Position 10876: 0.0031645642697014776
Position 4513: 0.003055041750513842
Position 573: 0.00300895695714592
Position 10707: 0.00262579247436069
Position 15712: 0.0025292143225579084
Position 634: 0.002413026434031743
Position 10697: 0.0023893474928578687
Position 11132: 0.002231679172529146
Position 4708: 0.001580023525754675
Position 457: 0.001039017981993454
Position 16346: 0.0007193535709096757
Position 558: 0.000674792859477332
Position 496: 0.0006664675506062883
Position 499: 0.0006006298820156207
Position 454: 0.00022039840668603659
Position 292: 0.00021647683135306693
Position 655: 0.00015509396363942043
Position 13014: 0.00013560030313316976
Position 578: 0.00012770326538229007
Position 11244: 0.0001242957304839822
Position 13918: 0.00011756281045537113
Position 4632: 8.345292602412945e-05
Position 12794: 5.345071757990966e-05
Position 13898: 4.246751740602125e-05
Position 3910: 3.9093688571925444e-05
Position 12037: 3.259668021441368e-05
Position 11841: 2.9230026938452496e-05
Position 12013: 2.3857310240142074e-05
Position 4378: 2.2975395301660298e-05
Position 3194: 1.9392285454451722e-05
Position 4496: 1.9288543443832577e-05
Position 3255: 1.8252111924943456e-05
Position 3825: 1.5804750527652694e-05
Position 3855: 1.2747670655031454e-05
Position 11647: 1.153009288515918e-05
Position 782: 6.191313569498583e-06
Position 3791: 3.691055341844471e-06
Position 12110: 3.24481538151286e-06
Position 2885: 2.715423588830465e-06
Position 1000: 2.5154998765912356e-06
Position 11492: 2.384253934480047e-06
Position 4212: 2.303154226506357e-06
Position 1558: 2.085231210348161e-06
Position 3164: 2.0391455044101257e-06
Position 2731: 1.8462616070470507e-06
Position 11431: 1.8126107974090975e-06
Position 10515: 1.5042540670184514e-06
Position 10996: 1.4185264482451121e-06
Position 11286: 1.3362670856000303e-06
Position 3093: 9.023091221982076e-07
Position 1334: 7.661521414823558e-07
Position 10637: 4.7366272613227686e-07
Position 10751: 8.702489217207873e-08
Position 11157: 2.6127523295537946e-08
Position 10715: 2.402736497825649e-08
Position 975: 2.345437991689856e-09
Position 2027: 2.2374429785057492e-09
Position 1359: 2.118234345548092e-09
Position 2304: 1.967654166125136e-09
Position 2577: 1.9115833135507797e-09
Position 2150: 1.2431090307993012e-09
Position 580: 5.821704275779915e-10
Position 604: 2.7112348742486756e-10
Position 614: 1.9448941087942562e-10
Position 464: 1.6036081701945203e-10
Position 10557: 9.581238542197535e-11
Position 80: 3.091899079852813e-11
Position 667: 2.767317062126101e-11
