Gene = Gr33a
index = 1197
Annotated 5SS: [  95  596 1146 2098]
Annotated 3SS: [ 158  737 1631 2156]
SMsplice 5SS: [  95  596 1146 2098]
SMsplice 3SS: [ 158  737 1631 2156]
top_k =  100
Partition function (log Z): 3.1980610310730806

Sorted 5' Splice Sites (High to Low Probability):
Position 2098: 0.9947742260905974
Position 596: 0.9220532254938211
Position 95: 0.8450167591808038
Position 1146: 0.8057925601717326
Position 812: 0.37801828155007766
Position 1531: 0.04958897096090105
Position 495: 0.02133608478164995
Position 600: 0.020975853355985924
Position 50: 0.016845712996552888
Position 1196: 0.015684080405279355
Position 489: 0.015422046253597124
Position 1842: 0.00999906186279792
Position 1352: 0.004891966958315465
Position 579: 0.002214374319012358
Position 116: 0.0022083159155405975
Position 590: 0.0010591885163743313
Position 504: 0.0009913543555692588
Position 17: 0.00033195261803175316
Position 85: 0.0003224238715050355
Position 30: 0.00018727108078161022
Position 1756: 0.00017395890912124334
Position 514: 0.00010724044640569229
Position 227: 3.879277511881663e-05
Position 1846: 3.650726450907488e-05
Position 1725: 2.7102462824618937e-05
Position 552: 2.4936006305886575e-05
Position 1789: 2.431301531892632e-05
Position 125: 1.6497696136632247e-05
Position 43: 1.6114405528174424e-05
Position 2160: 1.2026744724315912e-05
Position 318: 9.37640945966772e-06
Position 316: 7.820408595071568e-06
Position 249: 2.217185823301332e-07
Position 3: 1.7128912872713033e-07
Position 159: 8.362289986202748e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2156: 0.9941583450339129
Position 1631: 0.9454545034446963
Position 737: 0.9292085533677735
Position 158: 0.8383901828662554
Position 879: 0.19705592840029698
Position 858: 0.05492405402520363
Position 704: 0.036804433713630035
Position 1668: 0.015376309252902733
Position 1657: 0.014797836844609346
Position 188: 0.012305386635837726
Position 1279: 0.01161817253129765
Position 1276: 0.009247037463673466
Position 2022: 0.008891478727085317
Position 717: 0.005320647221243498
Position 1225: 0.004413521785391133
Position 165: 0.0035284935194347306
Position 800: 0.0034265142353840194
Position 989: 0.002979718041388395
Position 450: 0.002829303450978147
Position 2198: 0.00217766564746305
Position 277: 0.0020168392071784574
Position 846: 0.0018718500556535078
Position 779: 0.0018568187109186565
Position 876: 0.0013045865955792627
Position 933: 0.0012870265550753873
Position 1645: 0.001282910549576891
Position 419: 0.0012323132256202693
Position 1020: 0.0011854039762788464
Position 316: 0.0007331375268453461
Position 888: 0.000664174005966277
Position 404: 0.0006227495480864944
Position 939: 0.0003780990566843825
Position 458: 0.0003423551335488571
Position 2169: 0.0001735554308935533
Position 326: 0.0001502782021691734
Position 106: 0.00010951335687819573
Position 2141: 5.388164381567152e-05
Position 2282: 3.28252418204729e-05
Position 1085: 1.6955196359113622e-06
Position 334: 7.741629023026772e-07
