Gene = Papss
index = 1359
Annotated 5SS: [ 2311  3106 13200 15048]
Annotated 3SS: [ 2876 13084 13521 15111]
SMsplice 5SS: [  338 13200 15048]
SMsplice 3SS: [13084 13521 15111]
top_k =  100
Partition function (log Z): -2.1417903050394678

Sorted 5' Splice Sites (High to Low Probability):
Position 338: 0.9970594533730881
Position 15048: 0.994035817104304
Position 2311: 0.6375967675012753
Position 3106: 0.5021422748223111
Position 10030: 0.3798193184125484
Position 2984: 0.13634323725705186
Position 994: 0.09869929736803323
Position 2502: 0.07996591152684052
Position 3655: 0.045788797200532055
Position 2735: 0.0374592198584014
Position 2353: 0.034368247097747294
Position 136: 0.030531494153776897
Position 2979: 0.01611586410791103
Position 1654: 0.014741322877169893
Position 151: 0.010468270647558543
Position 2658: 0.009643495796857643
Position 1348: 0.008363350101521911
Position 12: 0.00622283831258795
Position 3305: 0.0053186343215948255
Position 3519: 0.0045156436228954945
Position 20: 0.0023709018113830635
Position 259: 0.0008494674793360516
Position 353: 0.00048126002202670626
Position 455: 0.000364821686312085
Position 203: 9.1537990643679e-05
Position 4: 6.542810312239704e-05
Position 37: 5.1440230645290914e-05
Position 6: 3.615324355349617e-05
Position 419: 3.1268123935091396e-05
Position 54: 2.1858346928054382e-05
Position 160: 1.1634245619949668e-05
Position 342: 6.192184985598162e-08
Position 327: 4.370694507736892e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 13521: 0.9999953277175505
Position 15111: 0.994035817104304
Position 2876: 0.5195453773480352
Position 9852: 0.37982398541583123
Position 413: 0.21462900376136143
Position 2246: 0.18377095096690277
Position 2595: 0.17591464324313222
Position 516: 0.1424663150257679
Position 2408: 0.08229657411048272
Position 1402: 0.08085418816167061
Position 218: 0.03223344874459478
Position 3347: 0.0284492190862083
Position 3172: 0.027173859861571517
Position 1469: 0.025547926935773436
Position 1516: 0.0231297433350978
Position 2005: 0.01859209862818061
Position 710: 0.017670479880761793
Position 1848: 0.017032187344389865
Position 1967: 0.012657453647803758
Position 1056: 0.012641520740433742
Position 1712: 0.008035961910385074
Position 482: 0.007858689991661632
Position 74: 0.007697889705028859
Position 1885: 0.007199100749864537
Position 1236: 0.007167872200598609
Position 1707: 0.006705360966784817
Position 1021: 0.005256753144678149
Position 241: 0.005253875222791604
Position 203: 0.0022427963603526445
Position 524: 0.0017485716868500454
Position 859: 0.001470045055308198
Position 761: 0.0011109935807905509
Position 443: 0.0009480848305344113
Position 862: 0.0008942063895184297
Position 921: 0.0005773245961959599
Position 90: 0.0002762148417293699
Position 136: 0.00018631900181515206
Position 272: 0.00014916768589438414
Position 82: 0.00012210297769966685
Position 98: 0.00010699270573375757
Position 244: 5.433337126700479e-05
Position 803: 4.0722394145777506e-05
Position 103: 5.979946182361649e-06
Position 282: 3.6019366361903237e-06
Position 140: 1.4279446368721187e-06
Position 318: 6.221193702620211e-07
