Gene = ebd2
index = 1688
Annotated 5SS: [ 247 2600]
Annotated 3SS: [2333 3212]
SMsplice 5SS: [ 247 2600]
SMsplice 3SS: [2333 3212]
top_k =  100
Partition function (log Z): -1.9119198603923127

Sorted 5' Splice Sites (High to Low Probability):
Position 2600: 0.957748343014942
Position 247: 0.7765750435116361
Position 182: 0.15851902254431893
Position 2251: 0.12851225915712727
Position 2146: 0.12320207079775099
Position 476: 0.10898080525974356
Position 3497: 0.08604450575159542
Position 3485: 0.061379080722329976
Position 481: 0.03643364796953897
Position 1246: 0.036372400510991165
Position 238: 0.016556790289312895
Position 874: 0.01481329242624402
Position 3635: 0.009019088936616603
Position 940: 0.005564578259249322
Position 2419: 0.0034088729423914187
Position 3449: 0.0019341978994098894
Position 4271: 0.0010408760196917324
Position 4210: 0.0006178331101702212
Position 427: 0.000290557298874615
Position 186: 3.852723065454336e-05
Position 269: 1.9676019502399393e-05
Position 174: 1.7559370748021777e-05
Position 3874: 1.286678256804457e-05
Position 338: 8.482093122983372e-06
Position 3346: 1.1271125535348315e-06
Position 3489: 1.011392798225733e-06
Position 59: 7.144796701604773e-07
Position 9: 5.323888190070601e-07
Position 191: 2.9868964844175524e-07
Position 68: 1.3053468690058067e-07
Position 332: 1.1051999738781389e-08
Position 71: 5.522730642811098e-09
Position 63: 3.817791788184215e-09
Position 30: 3.0245859045190504e-09
Position 259: 8.177260793508422e-10
Position 287: 1.6464409841393963e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3212: 0.9989679650132554
Position 2333: 0.8807238647252428
Position 1954: 0.3139107446609427
Position 3592: 0.12017143200220627
Position 237: 0.04745677533216991
Position 316: 0.04643242646534184
Position 1067: 0.034287524678842336
Position 678: 0.017552603468432196
Position 3567: 0.016835145908060418
Position 728: 0.008752355844428381
Position 4085: 0.008494173550343624
Position 332: 0.007145700538938821
Position 3843: 0.006557634088477008
Position 1095: 0.00555838786312407
Position 4478: 0.004177165384189913
Position 3683: 0.003231443123720299
Position 1885: 0.002786660260534175
Position 1245: 0.001527110624681315
Position 3178: 0.0010277625598672803
Position 1675: 0.0008490082787065022
Position 3629: 0.0005878660976127093
Position 732: 4.044311080200226e-05
Position 697: 1.2542534864658151e-05
Position 556: 1.0612579986256625e-05
Position 636: 9.123659903503441e-06
Position 405: 4.256537968577419e-06
Position 275: 3.4878753627752087e-06
