Gene = cad
index = 1641
Annotated 5SS: [1179 5890]
Annotated 3SS: [ 5835 11067]
SMsplice 5SS: [1179]
SMsplice 3SS: [11067]
top_k =  100
Partition function (log Z): -4.13125524849469

Sorted 5' Splice Sites (High to Low Probability):
Position 1179: 0.9977230242165568
Position 5890: 0.4815755988993897
Position 104: 0.1279509936468745
Position 100: 0.09806112681384012
Position 198: 0.0727625025531933
Position 6779: 0.02675269494308932
Position 1602: 0.026360978004755696
Position 151: 0.025909667973300833
Position 6538: 0.014354615972460426
Position 189: 0.011730060617394173
Position 1969: 0.007588910723895749
Position 6534: 0.004696392788822289
Position 6: 0.004302110439601619
Position 6858: 0.0023202160483291297
Position 6132: 0.002095293806074462
Position 380: 0.0008780936521737198
Position 1850: 0.0008399663196072899
Position 284: 0.00021525711325232972
Position 67: 8.376547233885975e-05
Position 148: 7.898798500639263e-05
Position 1791: 1.6363343823130752e-05
Position 1091: 3.368631385621575e-06
Position 1236: 2.60657483204903e-06
Position 2029: 3.167506891522839e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11067: 0.9989837763794855
Position 5835: 0.49458968120819163
Position 250: 0.17351565298259713
Position 449: 0.09441080458583415
Position 1053: 0.03314682971391307
Position 1427: 0.026184484270904508
Position 6273: 0.019764225643191843
Position 5799: 0.014915416437582945
Position 418: 0.014651200039436235
Position 284: 0.007633267532882702
Position 423: 0.004147787572559383
Position 1107: 0.003852458320214139
Position 1910: 0.003381577674802288
Position 297: 0.0033606090193152023
Position 1715: 0.0029642816380557337
Position 6154: 0.0026906774641483255
Position 185: 0.002000223021139668
Position 70: 0.0019353073073545355
Position 1515: 0.0017450546256098964
Position 664: 0.0006402422759352349
Position 10110: 0.000605703059975147
Position 1380: 0.0005143163773819637
Position 732: 0.00035504490996137605
Position 7686: 0.00023896652865686388
Position 729: 2.4359306139546915e-05
Position 508: 9.10358036851291e-06
Position 67: 8.036790016309745e-06
Position 1324: 5.3868040190220255e-06
Position 1388: 4.45372758128684e-06
Position 565: 4.4228809542826945e-06
Position 460: 4.003364273706845e-06
Position 6322: 2.786767928803345e-06
Position 5946: 2.4251353964472647e-06
Position 213: 2.212486853052098e-06
Position 1435: 1.9077473405066864e-06
Position 1364: 1.6380944868697336e-06
Position 1531: 1.405641672864026e-06
Position 1300: 1.33064320976382e-06
Position 1563: 1.0714075126813854e-06
Position 2104: 1.9520579584473593e-07
Position 2586: 1.6650980733526068e-07
Position 1914: 4.293261671733732e-08
Position 2756: 4.037520879487495e-08
Position 2711: 3.166850977611103e-08
Position 2452: 1.855624242683382e-08
